title,genre
Naruto: Shippuuden,Martial Arts
Naruto: Shippuuden,Shounen
Re:Zero kara Hajimeru Isekai Seikatsu,Psychological
Re:Zero kara Hajimeru Isekai Seikatsu,Drama
Re:Zero kara Hajimeru Isekai Seikatsu,Thriller
Re:Zero kara Hajimeru Isekai Seikatsu,Fantasy
Shingeki no Kyojin Season 2,Action
Shingeki no Kyojin Season 2,Military
Shingeki no Kyojin Season 2,Mystery
Shingeki no Kyojin Season 2,Super Power
Shingeki no Kyojin Season 2,Drama
Shingeki no Kyojin Season 2,Fantasy
Shingeki no Kyojin Season 2,Shounen
Sword Art Online II,Action
Sword Art Online II,Game
Sword Art Online II,Adventure
Sword Art Online II,Romance
Sword Art Online II,Fantasy
Ao no Exorcist,Action
Ao no Exorcist,Demons
Ao no Exorcist,Fantasy
Ao no Exorcist,Shounen
Ao no Exorcist,Supernatural
Shigatsu wa Kimi no Uso,Drama
Shigatsu wa Kimi no Uso,Music
Shigatsu wa Kimi no Uso,Romance
Shigatsu wa Kimi no Uso,School
Shigatsu wa Kimi no Uso,Shounen
Akame ga Kill!,Action
Akame ga Kill!,Adventure
Akame ga Kill!,Drama
Akame ga Kill!,Fantasy
Akame ga Kill!,Shounen
Nanatsu no Taizai,Action
Nanatsu no Taizai,Adventure
Nanatsu no Taizai,Ecchi
Nanatsu no Taizai,Fantasy
Nanatsu no Taizai,Magic
Nanatsu no Taizai,Shounen
Nanatsu no Taizai,Supernatural
Fairy Tail,Action
Fairy Tail,Adventure
Fairy Tail,Comedy
Fairy Tail,Magic
Fairy Tail,Fantasy
Fairy Tail,Shounen
Boku dake ga Inai Machi,Mystery
Boku dake ga Inai Machi,Psychological
Boku dake ga Inai Machi,Supernatural
Boku dake ga Inai Machi,Seinen
One Piece,Action
One Piece,Adventure
One Piece,Comedy
One Piece,Super Power
One Piece,Drama
One Piece,Fantasy
One Piece,Shounen
Bleach,Action
Bleach,Adventure
Bleach,Comedy
Bleach,Super Power
Bleach,Supernatural
Bleach,Shounen
Koe no Katachi,Drama
Koe no Katachi,School
Koe no Katachi,Shounen
Kill la Kill,Action
Kill la Kill,Comedy
Kill la Kill,Super Power
Kill la Kill,Ecchi
Kill la Kill,School
Code Geass: Hangyaku no Lelouch R2,Action
Code Geass: Hangyaku no Lelouch R2,Military
Code Geass: Hangyaku no Lelouch R2,Sci-Fi
Code Geass: Hangyaku no Lelouch R2,Super Power
Code Geass: Hangyaku no Lelouch R2,Drama
Code Geass: Hangyaku no Lelouch R2,Mecha
Boku no Hero Academia 3rd Season,Action
Boku no Hero Academia 3rd Season,Comedy
Boku no Hero Academia 3rd Season,Super Power
Boku no Hero Academia 3rd Season,School
Boku no Hero Academia 3rd Season,Shounen
Kono Subarashii Sekai ni Shukufuku wo!,Adventure
Kono Subarashii Sekai ni Shukufuku wo!,Comedy
Kono Subarashii Sekai ni Shukufuku wo!,Fantasy
Kono Subarashii Sekai ni Shukufuku wo!,Magic
Kono Subarashii Sekai ni Shukufuku wo!,Parody
Kono Subarashii Sekai ni Shukufuku wo!,Supernatural
Tengen Toppa Gurren Lagann,Action
Tengen Toppa Gurren Lagann,Adventure
Tengen Toppa Gurren Lagann,Comedy
Tengen Toppa Gurren Lagann,Mecha
Tengen Toppa Gurren Lagann,Sci-Fi
Soul Eater,Action
Soul Eater,Fantasy
Soul Eater,Comedy
Soul Eater,Supernatural
Soul Eater,Shounen
Cowboy Bebop,Action
Cowboy Bebop,Adventure
Cowboy Bebop,Comedy
Cowboy Bebop,Drama
Cowboy Bebop,Sci-Fi
Cowboy Bebop,Space
Sen to Chihiro no Kamikakushi,Adventure
Sen to Chihiro no Kamikakushi,Supernatural
Sen to Chihiro no Kamikakushi,Drama
Psycho-Pass,Action
Psycho-Pass,Sci-Fi
Psycho-Pass,Police
Psycho-Pass,Psychological
Kiseijuu: Sei no Kakuritsu,Action
Kiseijuu: Sei no Kakuritsu,Sci-Fi
Kiseijuu: Sei no Kakuritsu,Horror
Kiseijuu: Sei no Kakuritsu,Psychological
Kiseijuu: Sei no Kakuritsu,Drama
Kiseijuu: Sei no Kakuritsu,Seinen
Elfen Lied,Action
Elfen Lied,Horror
Elfen Lied,Psychological
Elfen Lied,Supernatural
Elfen Lied,Drama
Elfen Lied,Romance
Elfen Lied,Seinen
Another,Mystery
Another,Horror
Another,Supernatural
Another,Thriller
Another,School
Kimetsu no Yaiba,Action
Kimetsu no Yaiba,Demons
Kimetsu no Yaiba,Historical
Kimetsu no Yaiba,Shounen
Kimetsu no Yaiba,Supernatural
Tokyo Ghoul √A,Action
Tokyo Ghoul √A,Mystery
Tokyo Ghoul √A,Horror
Tokyo Ghoul √A,Psychological
Tokyo Ghoul √A,Supernatural
Tokyo Ghoul √A,Drama
Tokyo Ghoul √A,Seinen
Ansatsu Kyoushitsu,Action
Ansatsu Kyoushitsu,Comedy
Ansatsu Kyoushitsu,School
Ansatsu Kyoushitsu,Shounen
Mob Psycho 100,Action
Mob Psycho 100,Slice of Life
Mob Psycho 100,Comedy
Mob Psycho 100,Supernatural
Death Parade,Game
Death Parade,Mystery
Death Parade,Psychological
Death Parade,Drama
Death Parade,Thriller
Fullmetal Alchemist,Action
Fullmetal Alchemist,Adventure
Fullmetal Alchemist,Comedy
Fullmetal Alchemist,Drama
Fullmetal Alchemist,Fantasy
Fullmetal Alchemist,Magic
Fullmetal Alchemist,Military
Fullmetal Alchemist,Shounen
Shokugeki no Souma,Ecchi
Shokugeki no Souma,School
Shokugeki no Souma,Shounen
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Slice of Life
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Supernatural
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,Drama
Highschool of the Dead,Action
Highschool of the Dead,Horror
Highschool of the Dead,Supernatural
Highschool of the Dead,Ecchi
Highschool of the Dead,Shounen
Durarara!!,Action
Durarara!!,Mystery
Durarara!!,Supernatural
Neon Genesis Evangelion,Action
Neon Genesis Evangelion,Sci-Fi
Neon Genesis Evangelion,Dementia
Neon Genesis Evangelion,Psychological
Neon Genesis Evangelion,Drama
Neon Genesis Evangelion,Mecha
Clannad,Comedy
Clannad,Drama
Clannad,Romance
Clannad,School
Clannad,Slice of Life
Clannad,Supernatural
Fate/Zero,Action
Fate/Zero,Supernatural
Fate/Zero,Magic
Fate/Zero,Fantasy
Haikyuu!!,Comedy
Haikyuu!!,Sports
Haikyuu!!,Drama
Haikyuu!!,School
Haikyuu!!,Shounen
Bakemonogatari,Romance
Bakemonogatari,Supernatural
Bakemonogatari,Mystery
Bakemonogatari,Vampire
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Action
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Adventure
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Comedy
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Romance
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,Fantasy
Hataraku Maou-sama!,Comedy
Hataraku Maou-sama!,Demons
Hataraku Maou-sama!,Supernatural
Hataraku Maou-sama!,Romance
Hataraku Maou-sama!,Fantasy
Shingeki no Kyojin Season 3,Action
Shingeki no Kyojin Season 3,Military
Shingeki no Kyojin Season 3,Mystery
Shingeki no Kyojin Season 3,Super Power
Shingeki no Kyojin Season 3,Drama
Shingeki no Kyojin Season 3,Fantasy
Shingeki no Kyojin Season 3,Shounen
Noragami Aragoto,Action
Noragami Aragoto,Adventure
Noragami Aragoto,Comedy
Noragami Aragoto,Supernatural
Noragami Aragoto,Shounen
Overlord,Action
Overlord,Adventure
Overlord,Fantasy
Overlord,Game
Overlord,Magic
Overlord,Supernatural
Charlotte,Drama
Charlotte,School
Charlotte,Super Power
Mahou Shoujo Madoka★Magica,Psychological
Mahou Shoujo Madoka★Magica,Drama
Mahou Shoujo Madoka★Magica,Magic
Mahou Shoujo Madoka★Magica,Thriller
High School DxD,Comedy
High School DxD,Demons
High School DxD,Ecchi
High School DxD,Harem
High School DxD,Romance
High School DxD,School
Guilty Crown,Action
Guilty Crown,Sci-Fi
Guilty Crown,Super Power
Guilty Crown,Drama
Guilty Crown,Romance
Guilty Crown,Mecha
Violet Evergarden,Slice of Life
Violet Evergarden,Drama
Violet Evergarden,Fantasy
Deadman Wonderland,Action
Deadman Wonderland,Horror
Deadman Wonderland,Sci-Fi
Deadman Wonderland,Shounen
Deadman Wonderland,Supernatural
Kono Subarashii Sekai ni Shukufuku wo! 2,Adventure
Kono Subarashii Sekai ni Shukufuku wo! 2,Comedy
Kono Subarashii Sekai ni Shukufuku wo! 2,Parody
Kono Subarashii Sekai ni Shukufuku wo! 2,Supernatural
Kono Subarashii Sekai ni Shukufuku wo! 2,Magic
Kono Subarashii Sekai ni Shukufuku wo! 2,Fantasy
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Slice of Life
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Comedy
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Drama
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,Romance
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,School
Chuunibyou demo Koi ga Shitai!,Slice of Life
Chuunibyou demo Koi ga Shitai!,Comedy
Chuunibyou demo Koi ga Shitai!,Drama
Chuunibyou demo Koi ga Shitai!,Romance
Chuunibyou demo Koi ga Shitai!,School
Yakusoku no Neverland,Sci-Fi
Yakusoku no Neverland,Mystery
Yakusoku no Neverland,Horror
Yakusoku no Neverland,Psychological
Yakusoku no Neverland,Thriller
Yakusoku no Neverland,Shounen
One Punch Man 2nd Season,Action
One Punch Man 2nd Season,Sci-Fi
One Punch Man 2nd Season,Comedy
One Punch Man 2nd Season,Parody
One Punch Man 2nd Season,Super Power
One Punch Man 2nd Season,Supernatural
Clannad: After Story,Slice of Life
Clannad: After Story,Comedy
Clannad: After Story,Supernatural
Clannad: After Story,Drama
Clannad: After Story,Romance
Hyouka,Mystery
Hyouka,School
Hyouka,Slice of Life
Sakura-sou no Pet na Kanojo,Slice of Life
Sakura-sou no Pet na Kanojo,Comedy
Sakura-sou no Pet na Kanojo,Drama
Sakura-sou no Pet na Kanojo,Romance
Sakura-sou no Pet na Kanojo,School
JoJo no Kimyou na Bouken (TV),Action
JoJo no Kimyou na Bouken (TV),Adventure
JoJo no Kimyou na Bouken (TV),Supernatural
JoJo no Kimyou na Bouken (TV),Vampire
JoJo no Kimyou na Bouken (TV),Shounen
Darling in the FranXX,Action
Darling in the FranXX,Drama
Darling in the FranXX,Mecha
Darling in the FranXX,Romance
Darling in the FranXX,Sci-Fi
Samurai Champloo,Action
Samurai Champloo,Adventure
Samurai Champloo,Comedy
Samurai Champloo,Historical
Samurai Champloo,Samurai
Samurai Champloo,Shounen
Dragon Ball Z,Action
Dragon Ball Z,Adventure
Dragon Ball Z,Comedy
Dragon Ball Z,Fantasy
Dragon Ball Z,Martial Arts
Dragon Ball Z,Shounen
Dragon Ball Z,Super Power
Log Horizon,Action
Log Horizon,Game
Log Horizon,Adventure
Log Horizon,Magic
Log Horizon,Fantasy
Kuroshitsuji,Action
Kuroshitsuji,Mystery
Kuroshitsuji,Comedy
Kuroshitsuji,Historical
Kuroshitsuji,Demons
Kuroshitsuji,Supernatural
Kuroshitsuji,Shounen
Owari no Seraph,Action
Owari no Seraph,Military
Owari no Seraph,Supernatural
Owari no Seraph,Drama
Owari no Seraph,Vampire
Owari no Seraph,Shounen
Mononoke Hime,Action
Mononoke Hime,Adventure
Mononoke Hime,Fantasy
Shingeki no Kyojin Season 3 Part 2,Action
Shingeki no Kyojin Season 3 Part 2,Military
Shingeki no Kyojin Season 3 Part 2,Mystery
Shingeki no Kyojin Season 3 Part 2,Super Power
Shingeki no Kyojin Season 3 Part 2,Drama
Shingeki no Kyojin Season 3 Part 2,Fantasy
Shingeki no Kyojin Season 3 Part 2,Shounen
Kaichou wa Maid-sama!,Comedy
Kaichou wa Maid-sama!,Romance
Kaichou wa Maid-sama!,School
Kaichou wa Maid-sama!,Shoujo
Nisekoi,Harem
Nisekoi,Comedy
Nisekoi,Romance
Nisekoi,School
Nisekoi,Shounen
Kyoukai no Kanata,Slice of Life
Kyoukai no Kanata,Supernatural
Kyoukai no Kanata,Fantasy
Ansatsu Kyoushitsu 2nd Season,Action
Ansatsu Kyoushitsu 2nd Season,Comedy
Ansatsu Kyoushitsu 2nd Season,School
Ansatsu Kyoushitsu 2nd Season,Shounen
Tate no Yuusha no Nariagari,Action
Tate no Yuusha no Nariagari,Adventure
Tate no Yuusha no Nariagari,Drama
Tate no Yuusha no Nariagari,Fantasy
Made in Abyss,Sci-Fi
Made in Abyss,Adventure
Made in Abyss,Mystery
Made in Abyss,Drama
Made in Abyss,Fantasy
Boku no Hero Academia 4th Season,Action
Boku no Hero Academia 4th Season,Comedy
Boku no Hero Academia 4th Season,Super Power
Boku no Hero Academia 4th Season,School
Boku no Hero Academia 4th Season,Shounen
Dr. Stone,Sci-Fi
Dr. Stone,Adventure
Dr. Stone,Shounen
Howl no Ugoku Shiro,Adventure
Howl no Ugoku Shiro,Drama
Howl no Ugoku Shiro,Fantasy
Howl no Ugoku Shiro,Romance
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Comedy
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Romance
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,School
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,Supernatural
Zankyou no Terror,Mystery
Zankyou no Terror,Psychological
Zankyou no Terror,Thriller
Ouran Koukou Host Club,Comedy
Ouran Koukou Host Club,Harem
Ouran Koukou Host Club,Romance
Ouran Koukou Host Club,School
Ouran Koukou Host Club,Shoujo
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Comedy
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Psychological
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Romance
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,School
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Seinen
Fate/Zero 2nd Season,Action
Fate/Zero 2nd Season,Supernatural
Fate/Zero 2nd Season,Magic
Fate/Zero 2nd Season,Fantasy
Kuroko no Basket,Comedy
Kuroko no Basket,School
Kuroko no Basket,Shounen
Kuroko no Basket,Sports
Haikyuu!! Second Season,Comedy
Haikyuu!! Second Season,Sports
Haikyuu!! Second Season,Drama
Haikyuu!! Second Season,School
Haikyuu!! Second Season,Shounen
Darker than Black: Kuro no Keiyakusha,Action
Darker than Black: Kuro no Keiyakusha,Sci-Fi
Darker than Black: Kuro no Keiyakusha,Mystery
Darker than Black: Kuro no Keiyakusha,Super Power
Shokugeki no Souma: Ni no Sara,Ecchi
Shokugeki no Souma: Ni no Sara,School
Shokugeki no Souma: Ni no Sara,Shounen
K-On!,Music
K-On!,Slice of Life
K-On!,Comedy
K-On!,School
Magi: The Labyrinth of Magic,Action
Magi: The Labyrinth of Magic,Adventure
Magi: The Labyrinth of Magic,Fantasy
Magi: The Labyrinth of Magic,Magic
Magi: The Labyrinth of Magic,Shounen
Suzumiya Haruhi no Yuuutsu,Comedy
Suzumiya Haruhi no Yuuutsu,Mystery
Suzumiya Haruhi no Yuuutsu,Parody
Suzumiya Haruhi no Yuuutsu,School
Suzumiya Haruhi no Yuuutsu,Sci-Fi
Suzumiya Haruhi no Yuuutsu,Slice of Life
Mob Psycho 100 II,Action
Mob Psycho 100 II,Slice of Life
Mob Psycho 100 II,Comedy
Mob Psycho 100 II,Supernatural
Tonari no Kaibutsu-kun,Slice of Life
Tonari no Kaibutsu-kun,Comedy
Tonari no Kaibutsu-kun,Romance
Tonari no Kaibutsu-kun,School
Tonari no Kaibutsu-kun,Shoujo
Kakegurui,Game
Kakegurui,Mystery
Kakegurui,Psychological
Kakegurui,Drama
Kakegurui,School
Kakegurui,Shounen
Black Clover,Action
Black Clover,Comedy
Black Clover,Magic
Black Clover,Fantasy
Black Clover,Shounen
Mahouka Koukou no Rettousei,Action
Mahouka Koukou no Rettousei,Sci-Fi
Mahouka Koukou no Rettousei,Supernatural
Mahouka Koukou no Rettousei,Magic
Mahouka Koukou no Rettousei,Romance
Mahouka Koukou no Rettousei,School
Gintama,Action
Gintama,Comedy
Gintama,Historical
Gintama,Parody
Gintama,Samurai
Gintama,Sci-Fi
Gintama,Shounen
Kobayashi-san Chi no Maid Dragon,Slice of Life
Kobayashi-san Chi no Maid Dragon,Comedy
Kobayashi-san Chi no Maid Dragon,Fantasy
Fate/stay night,Action
Fate/stay night,Supernatural
Fate/stay night,Magic
Fate/stay night,Romance
Fate/stay night,Fantasy
Bungou Stray Dogs,Action
Bungou Stray Dogs,Comedy
Bungou Stray Dogs,Mystery
Bungou Stray Dogs,Seinen
Bungou Stray Dogs,Super Power
Bungou Stray Dogs,Supernatural
Fate/stay night: Unlimited Blade Works,Action
Fate/stay night: Unlimited Blade Works,Fantasy
Fate/stay night: Unlimited Blade Works,Magic
Fate/stay night: Unlimited Blade Works,Supernatural
Dragon Ball,Adventure
Dragon Ball,Comedy
Dragon Ball,Fantasy
Dragon Ball,Martial Arts
Dragon Ball,Shounen
Dragon Ball,Super Power
Baccano!,Action
Baccano!,Comedy
Baccano!,Historical
Baccano!,Mystery
Baccano!,Supernatural
Black Bullet,Action
Black Bullet,Sci-Fi
Black Bullet,Mystery
Black Bullet,Seinen
Date A Live,Sci-Fi
Date A Live,Harem
Date A Live,Comedy
Date A Live,Romance
Date A Live,Mecha
Date A Live,School
Tonari no Totoro,Adventure
Tonari no Totoro,Comedy
Tonari no Totoro,Supernatural
Fairy Tail (2014),Action
Fairy Tail (2014),Adventure
Fairy Tail (2014),Comedy
Fairy Tail (2014),Fantasy
Fairy Tail (2014),Magic
Fairy Tail (2014),Shounen
Nanatsu no Taizai: Imashime no Fukkatsu,Action
Nanatsu no Taizai: Imashime no Fukkatsu,Adventure
Nanatsu no Taizai: Imashime no Fukkatsu,Fantasy
Nanatsu no Taizai: Imashime no Fukkatsu,Magic
Nanatsu no Taizai: Imashime no Fukkatsu,Shounen
Nanatsu no Taizai: Imashime no Fukkatsu,Supernatural
ReLIFE,Slice of Life
ReLIFE,Romance
ReLIFE,School
Black Lagoon,Action
Black Lagoon,Seinen
Byousoku 5 Centimeter,Drama
Byousoku 5 Centimeter,Romance
Byousoku 5 Centimeter,Slice of Life
Btooom!,Action
Btooom!,Sci-Fi
Btooom!,Psychological
Btooom!,Seinen
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Slice of Life
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Comedy
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Drama
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,Romance
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,School
Prison School,Comedy
Prison School,Ecchi
Prison School,Romance
Prison School,School
Prison School,Seinen
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Mystery
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Horror
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,Psychological
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,School
Hellsing Ultimate,Action
Hellsing Ultimate,Military
Hellsing Ultimate,Horror
Hellsing Ultimate,Supernatural
Hellsing Ultimate,Vampire
Hellsing Ultimate,Seinen
Tensei shitara Slime Datta Ken,Fantasy
Tensei shitara Slime Datta Ken,Shounen
Gekkan Shoujo Nozaki-kun,Comedy
Gekkan Shoujo Nozaki-kun,Romance
Gekkan Shoujo Nozaki-kun,School
Zero no Tsukaima,Action
Zero no Tsukaima,Adventure
Zero no Tsukaima,Harem
Zero no Tsukaima,Comedy
Zero no Tsukaima,Magic
Zero no Tsukaima,Romance
Zero no Tsukaima,Ecchi
Zero no Tsukaima,Fantasy
Zero no Tsukaima,School
Goblin Slayer,Action
Goblin Slayer,Adventure
Goblin Slayer,Fantasy
Golden Time,Comedy
Golden Time,Drama
Golden Time,Romance
High School DxD New,Action
High School DxD New,Harem
High School DxD New,Comedy
High School DxD New,Demons
High School DxD New,Romance
High School DxD New,Ecchi
High School DxD New,School
Ookami to Koushinryou,Adventure
Ookami to Koushinryou,Fantasy
Ookami to Koushinryou,Historical
Ookami to Koushinryou,Romance
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Comedy
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Sports
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Drama
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,School
Haikyuu!!: Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,Shounen
Higurashi no Naku Koro ni,Mystery
Higurashi no Naku Koro ni,Dementia
Higurashi no Naku Koro ni,Horror
Higurashi no Naku Koro ni,Psychological
Higurashi no Naku Koro ni,Supernatural
Higurashi no Naku Koro ni,Thriller
Boku wa Tomodachi ga Sukunai,Ecchi
Boku wa Tomodachi ga Sukunai,Slice of Life
Boku wa Tomodachi ga Sukunai,Comedy
Boku wa Tomodachi ga Sukunai,Harem
Boku wa Tomodachi ga Sukunai,Romance
Boku wa Tomodachi ga Sukunai,School
Kimi ni Todoke,Slice of Life
Kimi ni Todoke,Drama
Kimi ni Todoke,Romance
Kimi ni Todoke,School
Kimi ni Todoke,Shoujo
Nichijou,Slice of Life
Nichijou,Comedy
Nichijou,School
Nichijou,Shounen
Tokyo Ghoul:re,Action
Tokyo Ghoul:re,Psychological
Tokyo Ghoul:re,Supernatural
Tokyo Ghoul:re,Mystery
Tokyo Ghoul:re,Drama
Tokyo Ghoul:re,Horror
Tokyo Ghoul:re,Seinen
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Action
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Adventure
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Supernatural
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Drama
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,Shounen
Toaru Majutsu no Index,Action
Toaru Majutsu no Index,Magic
Toaru Majutsu no Index,Sci-Fi
Toaru Majutsu no Index,Super Power
Magi: The Kingdom of Magic,Action
Magi: The Kingdom of Magic,Adventure
Magi: The Kingdom of Magic,Magic
Magi: The Kingdom of Magic,Fantasy
Magi: The Kingdom of Magic,Shounen
Shinsekai yori,Drama
Shinsekai yori,Horror
Shinsekai yori,Mystery
Shinsekai yori,Psychological
Shinsekai yori,Sci-Fi
Shinsekai yori,Supernatural
Toki wo Kakeru Shoujo,Adventure
Toki wo Kakeru Shoujo,Drama
Toki wo Kakeru Shoujo,Romance
Toki wo Kakeru Shoujo,Sci-Fi
Kokoro Connect,Slice of Life
Kokoro Connect,Comedy
Kokoro Connect,Supernatural
Kokoro Connect,Drama
Kokoro Connect,Romance
Kokoro Connect,School
Overlord II,Action
Overlord II,Game
Overlord II,Adventure
Overlord II,Supernatural
Overlord II,Magic
Overlord II,Fantasy
Dororo,Action
Dororo,Adventure
Dororo,Demons
Dororo,Historical
Dororo,Samurai
Dororo,Shounen
Dororo,Supernatural
Plastic Memories,Sci-Fi
Plastic Memories,Drama
Plastic Memories,Romance
Shokugeki no Souma: San no Sara,Ecchi
Shokugeki no Souma: San no Sara,School
Shokugeki no Souma: San no Sara,Shounen
Rakudai Kishi no Cavalry,Action
Rakudai Kishi no Cavalry,Romance
Rakudai Kishi no Cavalry,Ecchi
Rakudai Kishi no Cavalry,Fantasy
Rakudai Kishi no Cavalry,School
Kekkai Sensen,Action
Kekkai Sensen,Comedy
Kekkai Sensen,Super Power
Kekkai Sensen,Supernatural
Kekkai Sensen,Vampire
Kekkai Sensen,Fantasy
Kekkai Sensen,Shounen
Mushishi,Adventure
Mushishi,Slice of Life
Mushishi,Mystery
Mushishi,Historical
Mushishi,Supernatural
Mushishi,Fantasy
Mushishi,Seinen
Mahoutsukai no Yome,Slice of Life
Mahoutsukai no Yome,Magic
Mahoutsukai no Yome,Fantasy
Mahoutsukai no Yome,Shounen
Accel World,Action
Accel World,Game
Accel World,Sci-Fi
Accel World,Romance
Accel World,School
Enen no Shouboutai,Action
Enen no Shouboutai,Supernatural
Enen no Shouboutai,Shounen
Ookami Kodomo no Ame to Yuki,Fantasy
Ookami Kodomo no Ame to Yuki,Slice of Life
FLCL,Action
FLCL,Sci-Fi
FLCL,Comedy
FLCL,Parody
