title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Hyper-Psychic Geo Garaga,Movie,1,Finished Airing,,Manga,100,R - 17+ (violence & profanity),5.18,500
Dr. Slump Movie 02: &quot;Hoyoyo!&quot; Uchuu Daibouken,Movie,1,Finished Airing,,Manga,90,PG-13 - Teens 13 or older,6.46,413
Antinotice,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Aug 17, 2011
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/1390/Toys_Factory"" title=""Toy&#039;s Factory"">Toy&#039;s Factory</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=15423&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=15423&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Original,3,PG-13 - Teens 13 or older,5.83,755
Gakuentoshi Varanoir Joukan,OVA,2,Finished Airing,,Game,50,None,4.86,285
Hoshi no Kirby:  Taose!! Koukaku Majuu Ebizou,ONA,1,Finished Airing,,Unknown,8,PG - Children,6.05,573
Getsumen To Heiki Mina Specials,Special,2,Finished Airing,,Unknown,23,PG-13 - Teens 13 or older,6.05,323
Mini Skirt Gakuen,OVA,1,Finished Airing,,Original,19,Rx - Hentai,4.6,413
Oshiri Kajiri Mushi (TV),TV,20,Finished Airing,Fall 2012,Music,5,G - All Ages,5.11,418
Five Card,OVA,4,Finished Airing,,Visual novel,30,Rx - Hentai,5.54,372
Gal-gaku.: Hijiri Girls Square Gakuin,TV,,Currently Airing,Spring 2020,Game,3,PG-13 - Teens 13 or older,5.33,160
Injuu Onna Kyoushi,OVA,3,Finished Airing,,Unknown,45,Rx - Hentai,5.51,344
Crush Gear Nitro,TV,50,Finished Airing,Winter 2003,Unknown,23,PG-13 - Teens 13 or older,6.27,438
Cyphers,ONA,3,Finished Airing,,Game,2,PG-13 - Teens 13 or older,5.93,148
Shin Maple Town Monogatari: Palm Town-hen,TV,44,Finished Airing,Winter 1987,Original,20,G - All Ages,6.79,407
Seishou Jogangu Alice Doll,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.28,363
Kimi no Matsu Mirai (Basho) e,ONA,1,Finished Airing,,Original,15,G - All Ages,5.9,605
Youkai Watch Movie 4: Shadow Side - Oni-ou no Fukkatsu,Movie,1,Finished Airing,,Game,94,G - All Ages,6.82,320
MaMa,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.3,322
Raiyantsuuri no Uta,Movie,1,Finished Airing,,Unknown,90,G - All Ages,7.08,171
Houkago Renai Club: Koi no Étude,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.27,311
Rayca,OVA,1,Finished Airing,,Unknown,17,PG-13 - Teens 13 or older,4.92,540
Bouei Honou / Evidence,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  2
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Apr 20, 2011
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/144/Pony_Canyon"" title=""Pony Canyon"">Pony Canyon</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=11511&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=11511&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",2,Finished Airing,,Original,4,G - All Ages,5.57,671
Mahou no Princess Minky Momo vs. Mahou no Tenshi Creamy Mami,Movie,1,Finished Airing,,Original,3,G - All Ages,5.89,455
Future Card Buddyfight Battsu: All-Star Fight,TV,8,Finished Airing,Spring 2018,Card game,24,PG - Children,6.66,437
Marriage: Kekkon,OVA,2,Finished Airing,,Visual novel,27,PG-13 - Teens 13 or older,5.46,386
Youjuu Kyoushitsu Gaiden,OVA,4,Finished Airing,,Manga,30,Rx - Hentai,5.22,307
Ninja Bugei-chou,Movie,1,Finished Airing,,Unknown,135,R - 17+ (violence & profanity),5.53,230
Futarigurashi,TV,36,Finished Airing,Spring 1998,Manga,8,R+ - Mild Nudity,6.01,124
Sango Shou Densetsu: Aoi Umi no Elfie,Movie,1,Finished Airing,,Unknown,72,G - All Ages,6.72,444
Asatte Dance,OVA,2,Finished Airing,,Manga,45,R+ - Mild Nudity,5.64,177
Cluster Edge Specials,Special,3,Finished Airing,,Unknown,24,PG-13 - Teens 13 or older,6.45,230
Idol Fight Suchie-Pai 2,OVA,1,Finished Airing,,Game,30,PG-13 - Teens 13 or older,4.29,493
Glass no Kamen Desu ga,TV,3,Finished Airing,Spring 2013,Unknown,3,PG-13 - Teens 13 or older,5.59,233
Shi Zhi Ge: Hua Yu Yan De Kuangxiang Shi,ONA,13,Finished Airing,,Original,20,PG-13 - Teens 13 or older,,
Heisei Harenchi Gakuen,OVA,1,Finished Airing,,Unknown,47,Rx - Hentai,5.36,327
Jewelpet Twinkle☆: Hohoemi no Niji ni Dokki☆Doki!,Special,1,Finished Airing,,Original,28,PG - Children,6.95,402
Concerto,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,5.28,333
Pikmin Short Movies,Movie,3,Finished Airing,,Game,7,G - All Ages,6.9,622
Prayers,OVA,2,Finished Airing,,Unknown,30,R - 17+ (violence & profanity),5.53,426
69 Pink Riders,OVA,1,Finished Airing,,Unknown,51,Rx - Hentai,4.73,331
Entaku no Kishi Monogatari: Moero Arthur,TV,30,Finished Airing,Fall 1979,Unknown,24,PG-13 - Teens 13 or older,6.3,304
Chichibu de Buchichi,ONA,1,Finished Airing,,Original,25,PG-13 - Teens 13 or older,5.87,464
Scrap Diary,Movie,1,Finished Airing,,Original,4,R+ - Mild Nudity,3.36,695
Shenmue: The Movie,Movie,1,Finished Airing,,Game,90,PG-13 - Teens 13 or older,6.13,397
Ecchies,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.56,409
Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,OVA,1,Finished Airing,,Unknown,80,PG-13 - Teens 13 or older,6.28,418
Hiiro no Koku,OVA,5,Finished Airing,,Unknown,30,Rx - Hentai,5.27,313
Wakusei Daikaiju Negadon,Movie,1,Finished Airing,,Original,26,PG-13 - Teens 13 or older,5.6,601
Huckleberry Finn Monogatari,TV,26,Finished Airing,Summer 1994,Novel,20,None,6.51,416
PriPara Movie: Mi~nna de Kagayake! Kirarin☆Star Live!,Movie,1,Finished Airing,,Game,65,PG - Children,6.71,304
Wan Jie Shen Zhu,ONA,60,Finished Airing,,Manga,9,PG-13 - Teens 13 or older,7.01,304
Sei Shoujo Sentai Lakers EX,OVA,1,Finished Airing,,Unknown,30,Rx - Hentai,5.0,381
Last Orders,Special,1,Finished Airing,,Original,1,PG-13 - Teens 13 or older,5.78,602
Shui Naodai,Special,1,Finished Airing,,Original,14,G - All Ages,6.14,483
Esper Bishoujo Manami,OVA,1,Finished Airing,,Unknown,22,Rx - Hentai,4.46,379
Master of Torque,ONA,4,Finished Airing,,Original,5,G - All Ages,5.13,423
Ariel Deluxe,OVA,2,Finished Airing,,Novel,42,PG-13 - Teens 13 or older,5.64,413
Catman Series III,TV,6,Finished Airing,Spring 2008,Unknown,4,PG-13 - Teens 13 or older,6.38,519
"Mon-Soni!: Senritsu no Lucifer, Tada Hitotsu no Hajimari no Uta",ONA,1,Finished Airing,,Game,21,G - All Ages,6.2,344
Miss Monochrome: Music Clips,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  14
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Sep 7, 2016
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/92/Starchild_Records"" title=""Starchild Records"">Starchild Records</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=34243&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=34243&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",14,Finished Airing,,Original,4,G - All Ages,6.3,335
Nihonichi Momotarou,Movie,1,Finished Airing,,Original,11,G - All Ages,5.41,645
The iDOLM@STER Cinderella Girls: Spin-off!,ONA,1,Finished Airing,,Game,6,PG-13 - Teens 13 or older,6.29,273
Doukyuusei (OVA): Climax,OVA,2,Finished Airing,,Unknown,30,Rx - Hentai,5.52,278
Nanairo Kakumei,Special,3,Finished Airing,,Manga,1,G - All Ages,5.93,501
Tottoko Hamtarou OVA 4: Hamuchanzu no Mezase! Hamuhamu Kin Medal - Hashire! Hashire! Daisakusen,OVA,1,Finished Airing,,Unknown,40,PG - Children,6.34,366
Shijin no Shougai,Movie,1,Finished Airing,,Original,19,PG - Children,5.67,493
Manga Sekai Mukashibanashi,TV,127,Finished Airing,Fall 1976,Unknown,30,G - All Ages,7.02,282
Kemeko no Love,Movie,1,Finished Airing,,Original,3,PG - Children,4.43,690
Eguchi Hisashi no Nantoka Narudesho!,OVA,1,Finished Airing,,Manga,33,R+ - Mild Nudity,5.08,345
Neko Hiki no Oruorane,OVA,1,Finished Airing,,Unknown,30,G - All Ages,6.28,458
Kara no Naka no Kotori,OVA,5,Finished Airing,,Unknown,30,Rx - Hentai,5.61,324
Geisters: Fractions of the Earth,TV,26,Finished Airing,Fall 2001,Unknown,24,PG-13 - Teens 13 or older,5.9,152
Salamander,OVA,3,Finished Airing,,Game,53,PG-13 - Teens 13 or older,5.91,375
Hareluya II Boy,TV,25,Finished Airing,Spring 1997,Manga,23,PG-13 - Teens 13 or older,6.35,148
Ginga e Kickoff!!: Natsuyasumi Special,Special,1,Finished Airing,,Unknown,28,PG - Children,6.12,450
Arei no Kagami: Way to the Virgin Space,Movie,1,Finished Airing,,Unknown,25,G - All Ages,5.69,468
Houkago Midnighters,Movie,1,Finished Airing,,Unknown,100,G - All Ages,6.32,468
Mahou Shoujo Lyrical Nanoha: The Movie 2nd A&#039;s Mini Picture Drama,Special,2,Finished Airing,,Original,3,PG-13 - Teens 13 or older,6.05,209
Apartment!,ONA,1,Finished Airing,,Unknown,5,PG-13 - Teens 13 or older,5.47,623
Shin-Men,TV,13,Finished Airing,Fall 2010,Unknown,12,G - All Ages,6.09,252
Arabian Nights: Sindbad no Bouken,Movie,1,Finished Airing,,Book,81,PG-13 - Teens 13 or older,5.44,400
Thermae Romae: Kodai Romajin ga Uchuu e,Special,1,Finished Airing,,Manga,2,PG-13 - Teens 13 or older,6.02,421
Fantasista Stella,OVA,3,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,6.06,370
Tales of the Rays Gekijou,ONA,8,Finished Airing,,Game,3,PG-13 - Teens 13 or older,6.15,165
Ice Movie,Movie,1,Finished Airing,,Unknown,102,R - 17+ (violence & profanity),5.61,355
Gregory Horror Show: The Last Train,TV,26,Finished Airing,Fall 2000,Original,3,None,6.36,515
Crayon Shin-chan Movie 26: Bakumori! Kung Fu Boys - Ramen Tairan,Movie,1,Finished Airing,,Manga,105,G - All Ages,6.65,306
Jiu Se Lu,Movie,1,Finished Airing,,Unknown,24,G - All Ages,6.06,447
1989,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Jun 3, 2009
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=30234&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=30234&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=30234&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Space</span><a href=""/anime/genre/29/Space"" title=""Space"">Space</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Unknown,7,G - All Ages,5.64,701
Kaumori,Movie,1,Finished Airing,,Original,10,G - All Ages,5.5,608
Ganbare Goemon,TV,23,Finished Airing,Fall 1997,Game,24,G - All Ages,6.06,262
Sinbad: Mahiru no Yoru to Fushigi no Mon,Movie,1,Finished Airing,,Original,51,G - All Ages,6.31,274
Onna Maou Melissa no H na Boukenki,ONA,,Currently Airing,,Other,14,Rx - Hentai,5.68,338
Suteneko Tora-chan,Movie,1,Finished Airing,,Original,20,G - All Ages,5.76,607
Wakusei Robo Danguard Ace,TV,56,Finished Airing,Spring 1977,Original,25,PG-13 - Teens 13 or older,6.29,213
Yoru no Hi,Movie,1,Finished Airing,,Unknown,3,G - All Ages,4.97,603
Galactic Patrol Lensman,TV,25,Finished Airing,Fall 1984,Unknown,25,PG-13 - Teens 13 or older,6.33,191
Cinnamon the Movie,Movie,1,Finished Airing,,Unknown,45,G - All Ages,6.1,308
Kobe to Watashi,ONA,1,Finished Airing,,Unknown,4,G - All Ages,4.57,697
Happy Happy Clover,TV,13,Finished Airing,Summer 2007,Manga,25,G - All Ages,6.32,230
Chibi Maruko-chan: Watashi no Suki na Uta,Movie,1,Finished Airing,,Manga,93,G - All Ages,7.06,394
"Slime Boukenki: Umi da, Yeah!",Special,1,Finished Airing,,Game,15,G - All Ages,5.7,270
Mahoutsukai Sally 2,TV,88,Finished Airing,Fall 1989,Unknown,20,G - All Ages,6.39,386
Taichi Senjimon,TV,39,Finished Airing,Spring 2007,Unknown,27,PG - Children,6.35,321
Docchi mo Maid,ONA,1,Finished Airing,,Original,13,PG-13 - Teens 13 or older,4.28,512
Anime Sanjuushi: Aramis no Bouken,Movie,1,Finished Airing,,Novel,45,G - All Ages,6.6,424
Frame Arms: A Violent Struggle,OVA,1,Finished Airing,,Other,5,PG - Children,4.95,284
Ojarumaru,TV,,Currently Airing,Fall 1998,Original,10,G - All Ages,6.34,317
Shining☆Romance,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Nov 15, 2017
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/116/Broccoli"" title=""Broccoli"">Broccoli</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36684&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=36684&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Visual novel
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Visual novel,5,G - All Ages,6.55,465
Kita e.: Diamond Dust Drops Special,Special,1,Finished Airing,,Visual novel,24,PG-13 - Teens 13 or older,6.33,393
Meltys Quest,ONA,,Currently Airing,,Game,16,Rx - Hentai,6.06,407
Boku no Chikyuu wo Mamotte: Kiniro no Toki Nagarete,Special,1,Finished Airing,,Unknown,27,PG-13 - Teens 13 or older,6.58,291
Tokyo Babylon: Vision,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Dec 21, 1992
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/155/animate_Film"" title=""animate Film"">animate Film</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=24139&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/11/Madhouse"" title=""Madhouse"">Madhouse</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Supernatural</span><a href=""/anime/genre/37/Supernatural"" title=""Supernatural"">Supernatural",1,Finished Airing,,Unknown,5,PG-13 - Teens 13 or older,5.51,517
Bakumatsu no Spasibo,Movie,1,Finished Airing,,Unknown,85,None,6.68,281
Injuu Daikessen,OVA,1,Finished Airing,,Unknown,43,Rx - Hentai,5.28,404
Adachi-ga Hara,Movie,1,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,6.05,448
Aftermath,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  May 12, 2016
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=33326&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=33326&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=33326&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Military</span><a href=""/anime/genre/38/Military"" title=""Military"">Military</a>,     <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Drama</span><a href=""/anime/genre/8/Drama"" title=""Drama"">Drama",1,Finished Airing,,Original,5,G - All Ages,6.08,735
