title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Tenchi Muyou! Ryououki: Omatsuri Zenjitsu no Yoru!,OVA,1,Finished Airing,,Original,43,R+ - Mild Nudity,7.37,6607
Tsugumomo OVA,OVA,1,Finished Airing,,Manga,22,R+ - Mild Nudity,6.84,4662
Saint Seiya: Saishuu Seisen no Senshi-tachi,Movie,1,Finished Airing,,Unknown,45,PG-13 - Teens 13 or older,6.82,7155
Koikishi Purely☆Kiss The Animation,OVA,2,Finished Airing,,Visual novel,29,Rx - Hentai,7.23,4400
Happy☆Lesson: Advance,TV,13,Finished Airing,Summer 2003,Manga,24,PG-13 - Teens 13 or older,6.87,5570
Choukadou Girl ⅙,TV,12,Finished Airing,Spring 2019,Manga,12,PG-13 - Teens 13 or older,6.02,5047
"Hanayaka Nari, Waga Ichizoku: Kinetograph",OVA,2,Finished Airing,,Visual novel,51,PG-13 - Teens 13 or older,6.45,5235
Futari wa Precure: Max Heart,TV,47,Finished Airing,Winter 2005,Original,25,G - All Ages,6.94,5307
Ane Jiru The Animation: Shirakawa Sanshimai ni Omakase,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,6.99,4932
Teekyuu 7,TV,12,Finished Airing,Winter 2016,Manga,2,PG-13 - Teens 13 or older,6.69,6728
Working&#039;!! Announcement Specials,ONA,2,Finished Airing,,4-koma manga,2,G - All Ages,6.78,5026
K: Seven Stories Movie 6 - Circle Vision - Nameless Song,Movie,1,Finished Airing,,Original,58,PG-13 - Teens 13 or older,7.13,2507
Kazemakase Tsukikage Ran,TV,13,Finished Airing,Winter 2000,Original,24,PG-13 - Teens 13 or older,7.12,4237
Tantei Team KZ Jiken Note,TV,16,Finished Airing,Fall 2015,Novel,9,PG - Children,6.22,4813
Youjo Shenki Episode 0,ONA,1,Finished Airing,,Light novel,2,G - All Ages,6.05,6296
Aldnoah.Zero Extra Archives,Special,1,Finished Airing,,Original,48,R - 17+ (violence & profanity),6.67,3977
Energy Kyouka!!,OVA,2,Finished Airing,,Manga,18,Rx - Hentai,6.92,5589
Cutey Honey,TV,25,Finished Airing,Fall 1973,Manga,25,PG-13 - Teens 13 or older,6.47,2838
Uchi no Maid ga Uzasugiru!: Uchi no Maid wa Yappari Mou Honto Uzainda naa...,Special,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,6.95,6296
Bakuman. 2nd Season Special,Special,1,Finished Airing,,Manga,4,PG-13 - Teens 13 or older,6.72,5128
Kappa no Coo to Natsuyasumi,Movie,1,Finished Airing,,Original,141,PG - Children,7.54,5479
Ajimu: Kaigan Monogatari,ONA,4,Finished Airing,,Original,28,PG-13 - Teens 13 or older,6.38,5260
"Sono Toki, Kanojo wa.",TV,12,Finished Airing,Fall 2018,Original,3,PG-13 - Teens 13 or older,5.69,2658
Ane Yome Quartet,OVA,2,Finished Airing,,Visual novel,27,Rx - Hentai,7.23,4981
Boku no Chikyuu wo Mamotte,OVA,6,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,7.17,4199
Imouto Paradise! 2,OVA,2,Finished Airing,,Visual novel,15,Rx - Hentai,7.1,5340
Fate/Apocrypha Recaps,Special,2,Finished Airing,,Light novel,24,R - 17+ (violence & profanity),6.39,3007
Otogi Story Tenshi no Shippo,TV,12,Finished Airing,Fall 2001,Original,22,PG-13 - Teens 13 or older,6.57,4889
Soukihei MD Geist,OVA,1,Finished Airing,,Unknown,47,R+ - Mild Nudity,5.33,6135
Megane na Kanojo,OVA,4,Finished Airing,,Manga,14,PG-13 - Teens 13 or older,6.69,6213
Nurarihyon no Mago Recaps,Special,2,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,6.38,6517
Queen&#039;s Blade Rebellion vs. Hagure Yuusha no Aesthetica,Special,1,Finished Airing,,Other,3,R+ - Mild Nudity,6.14,5519
Wu Shan Wu Xing,ONA,3,Finished Airing,,Original,28,R - 17+ (violence & profanity),8.01,2855
Detective Conan OVA 03: Conan and Heiji and the Vanished Boy,OVA,1,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,7.21,6414
Najica Dengeki Sakusen,TV,12,Finished Airing,Fall 2001,Original,23,R+ - Mild Nudity,6.01,5445
Gokinjo Monogatari,TV,50,Finished Airing,Fall 1995,Manga,25,PG-13 - Teens 13 or older,7.45,2554
Kurage no Shokudou,OVA,1,Finished Airing,,Light novel,29,PG-13 - Teens 13 or older,6.26,4453
Tamashii Insert,OVA,2,Finished Airing,,Manga,17,Rx - Hentai,6.96,5634
Tsukipro The Animation,TV,13,Finished Airing,Fall 2017,Music,23,PG-13 - Teens 13 or older,6.73,2569
Ishida to Asakura,TV,12,Finished Airing,Winter 2013,Manga,2,PG-13 - Teens 13 or older,5.91,6994
Inugami-san to Nekoyama-san: Nekoyama-san to Onsen Ryokou,Special,1,Finished Airing,,4-koma manga,4,PG-13 - Teens 13 or older,6.49,7109
Tsuki ga Kirei: Michinori,Special,1,Finished Airing,,Original,24,PG-13 - Teens 13 or older,6.56,6547
Miss Monochrome The Animation 3,TV,13,Finished Airing,Fall 2015,Original,7,G - All Ages,6.56,5846
Ookami Shoujo to Kuro Ouji Recap,Special,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,6.82,4720
Hidamari Sketch x ☆☆☆ Specials,Special,2,Finished Airing,,4-koma manga,24,PG-13 - Teens 13 or older,7.84,6238
Mokke,TV,24,Finished Airing,Fall 2007,Manga,24,PG - Children,7.07,2227
Appleseed XIII,OVA,13,Finished Airing,,Original,22,R - 17+ (violence & profanity),6.37,2953
Angel Cop,OVA,6,Finished Airing,,Original,30,R+ - Mild Nudity,5.94,4342
Shin Sakura Taisen the Animation,TV,12,Finished Airing,Spring 2020,Game,23,PG-13 - Teens 13 or older,5.82,2105
Strike the Blood: Kieta Seisou-hen,OVA,1,Finished Airing,,Light novel,26,R+ - Mild Nudity,6.88,4016
Ookami to Koushinryou VR,ONA,4,Finished Airing,,Light novel,7,PG-13 - Teens 13 or older,6.9,793
Strike Witches: 501 Butai Hasshin Shimasu!,TV,12,Finished Airing,Spring 2019,Manga,13,PG-13 - Teens 13 or older,6.44,3058
Shin Mazinger Shougeki! Z-hen,TV,26,Finished Airing,Spring 2009,Manga,23,R - 17+ (violence & profanity),7.72,3754
12-sai.: Chicchana Mune no Tokimeki 2nd Season,TV,12,Finished Airing,Fall 2016,Manga,24,PG - Children,6.62,5213
Shin Tennis no Ouji-sama OVA vs. Genius 10,OVA,10,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.63,5421
Clione no Akari,TV,12,Finished Airing,Summer 2017,Novel,9,PG - Children,5.42,3443
Ichigo Mashimaro Episode 0,Special,1,Finished Airing,,4-koma manga,4,PG-13 - Teens 13 or older,7.08,6962
Knights of the Zodiac: Saint Seiya,ONA,12,Finished Airing,,Manga,24,G - All Ages,5.14,3711
Monster Farm: Legend e no Michi,TV,25,Finished Airing,Spring 2000,Game,24,PG - Children,6.76,6117
Tsun Tsun Maid wa Ero Ero Desu,OVA,2,Finished Airing,,Light novel,15,Rx - Hentai,7.06,5311
Anitore! XX: Hitotsu Yane no Shita de,TV,12,Finished Airing,Fall 2016,Original,4,PG-13 - Teens 13 or older,5.63,4788
Shin Strange+,TV,12,Finished Airing,Summer 2014,Manga,3,PG-13 - Teens 13 or older,6.26,5690
Shakugan no Shana: Friagne &amp; Marianne no Naze Nani Shana! Nandemo Shitsumonbako!,Special,8,Finished Airing,,Unknown,4,PG-13 - Teens 13 or older,6.66,3998
Hatsu Inu 2 The Animation: Strange Kind of Woman - Again,OVA,2,Finished Airing,,Manga,29,Rx - Hentai,7.17,5756
Ongaku Shoujo (TV),TV,12,Finished Airing,Summer 2018,Original,23,PG-13 - Teens 13 or older,5.96,3194
Ar Tonelico: Sekai no Owari de Utai Tsuzukeru Shoujo,OVA,1,Finished Airing,,Game,24,PG-13 - Teens 13 or older,6.16,6238
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA,1,Finished Airing,,Original,50,PG - Children,7.89,6092
Gokudou-kun Manyuuki,TV,26,Finished Airing,Spring 1999,Light novel,23,PG-13 - Teens 13 or older,7.48,4750
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,OVA,3,Finished Airing,,Unknown,27,PG-13 - Teens 13 or older,6.7,6127
Levius,ONA,12,Finished Airing,,Manga,25,None,7.27,4960
Pokemon: Pikachu no Dokidoki Kakurenbo,Movie,1,Finished Airing,,Game,23,PG - Children,6.5,6063
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,Special,1,Finished Airing,,Game,20,PG - Children,6.5,6324
Baoh Raihousha,OVA,1,Finished Airing,,Manga,48,R - 17+ (violence & profanity),6.12,6187
Nijiiro Days OVA,OVA,1,Finished Airing,,Manga,22,PG-13 - Teens 13 or older,6.8,3451
Swing Out Sisters,OVA,1,Finished Airing,,Manga,30,Rx - Hentai,7.23,4947
Amaenaide yo!! Katsu!!: Damasarenaide yo!!,Special,1,Finished Airing,,Unknown,23,R+ - Mild Nudity,6.64,6065
Golgo 13,Movie,1,Finished Airing,,Manga,93,R+ - Mild Nudity,6.77,5352
Miru Tights: Cosplay Satsuei Tights,Special,1,Finished Airing,,Original,4,PG-13 - Teens 13 or older,6.58,5726
Cheonnyeon-yeowoo Yeowoobi,Movie,1,Finished Airing,,Original,85,PG - Children,7.3,5358
Mazinger Z,TV,92,Finished Airing,Winter 1973,Manga,25,PG-13 - Teens 13 or older,7.27,4115
Kaleido Star: Aratanaru Tsubasa - Extra Stage,OVA,1,Finished Airing,,Original,24,PG - Children,7.53,6292
Saber Marionette J to X,TV,26,Finished Airing,Fall 1998,Unknown,25,PG-13 - Teens 13 or older,7.3,6167
Idol☆Sister,OVA,1,Finished Airing,,Manga,27,Rx - Hentai,7.08,5509
Buzzer Beater,TV,13,Finished Airing,Winter 2005,Web manga,25,PG-13 - Teens 13 or older,6.57,5201
AD Police,OVA,3,Finished Airing,,Original,24,R+ - Mild Nudity,6.29,4665
Tenshi no Drop,Special,1,Finished Airing,,Web manga,5,R - 17+ (violence & profanity),3.51,7553
Chibi☆Devi!,TV,75,Finished Airing,Fall 2011,Manga,5,PG - Children,6.76,3722
Zettai Junpaku♡Mahou Shoujo,OVA,1,Finished Airing,,Manga,6,R+ - Mild Nudity,5.32,5524
3x3 Eyes: Seima Densetsu,OVA,3,Finished Airing,,Manga,45,R - 17+ (violence & profanity),6.98,6208
Armitage III: Poly-Matrix,Movie,1,Finished Airing,,Original,92,R+ - Mild Nudity,7.08,6451
Phantom The Animation,OVA,3,Finished Airing,,Visual novel,30,R - 17+ (violence & profanity),6.55,5195
Stringendo+Accelerando Ultimatum Sera,OVA,3,Finished Airing,,Manga,30,Rx - Hentai,7.25,4881
Saki Achiga-hen: Episode of Side-A Specials,Special,4,Finished Airing,,Manga,30,PG-13 - Teens 13 or older,7.57,6719
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari - Magica Quartet x Nisioisin,Movie,4,Finished Airing,,Other,3,G - All Ages,6.21,3947
Takamiya Nasuno Desu!: Teekyuu Spin-off,TV,12,Finished Airing,Spring 2015,Manga,2,PG-13 - Teens 13 or older,6.45,6151
Re:Zero kara Hajimeru Break Time 2nd Season,Special,13,Finished Airing,,Light novel,2,PG-13 - Teens 13 or older,6.94,1816
Puchimas!: Petit iDOLM@STER,ONA,64,Finished Airing,,4-koma manga,2,PG-13 - Teens 13 or older,7.15,5106
Saigo no Door wo Shimero!,OVA,1,Finished Airing,,Manga,30,R+ - Mild Nudity,6.6,6938
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,Movie,1,Finished Airing,,Manga,40,PG-13 - Teens 13 or older,7.68,5916
Kure-nai OVA,OVA,2,Finished Airing,,Light novel,29,PG-13 - Teens 13 or older,6.84,6063
Hikari to Mizu no Daphne,TV,24,Finished Airing,Winter 2004,Original,24,R - 17+ (violence & profanity),6.77,3828
Yami Shibai 6,TV,13,Finished Airing,Summer 2018,Original,4,PG-13 - Teens 13 or older,6.13,5406
3-gatsu no Lion Recap,Special,1,Finished Airing,,Manga,25,PG-13 - Teens 13 or older,6.71,6130
Urusei Yatsura Movie 2: Beautiful Dreamer,Movie,1,Finished Airing,,Manga,95,PG-13 - Teens 13 or older,7.81,5379
Hidamari Sketch x SP,Special,2,Finished Airing,,4-koma manga,24,PG-13 - Teens 13 or older,7.8,5783
Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,Movie,1,Finished Airing,,Original,90,PG-13 - Teens 13 or older,7.39,4490
Houseki no Kuni,ONA,1,Finished Airing,,Manga,1,PG-13 - Teens 13 or older,6.56,4279
IDOLiSH7: Second Beat!,TV,15,Currently Airing,Spring 2020,Game,24,PG-13 - Teens 13 or older,7.68,1492
Chain Chronicle: Haecceitas no Hikari Part 3,Movie,1,Finished Airing,,Game,93,PG-13 - Teens 13 or older,7.1,3958
Kinnikuman II Sei,TV,51,Finished Airing,Winter 2002,Manga,24,PG-13 - Teens 13 or older,6.91,6038
ef: A Tale of Memories. - Recollections,Special,1,Finished Airing,,Visual novel,58,PG-13 - Teens 13 or older,7.34,3597
Soukyuu no Fafner: Dead Aggressor - Exodus 2nd Season,TV,13,Finished Airing,Fall 2015,Original,24,PG-13 - Teens 13 or older,7.64,4414
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,Movie,1,Finished Airing,,Manga,45,PG-13 - Teens 13 or older,7.55,6107
Mecha-ude,ONA,1,Finished Airing,,Original,25,PG-13 - Teens 13 or older,6.97,4588
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,Movie,1,Finished Airing,,Manga,40,PG-13 - Teens 13 or older,7.58,6010
Hibike! Euphonium: Kumiko 3 Nensei-hen,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  Unknown
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Not yet aired
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Not available
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=39894&amp;t=producers"">add some</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=39894&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=39894&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Novel
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Drama</span><a href=""/anime/genre/8/Drama"" title=""Drama"">Drama</a>,     <span itemprop=""genre"" style=""display: none"">School</span><a href=""/anime/genre/23/School"" title=""School"">School",,Not yet aired,,Novel,23,PG-13 - Teens 13 or older,,
Kanon Kazahana,Special,1,Finished Airing,,Visual novel,20,G - All Ages,6.76,5329
Genji Monogatari Sennenki,TV,11,Finished Airing,Winter 2009,Novel,22,R+ - Mild Nudity,6.93,2757
Nuki Doki! Tenshi to Akuma no Sakusei Battle,OVA,2,Finished Airing,,Visual novel,29,Rx - Hentai,6.94,4454
Koyomi History,Special,1,Finished Airing,,Light novel,3,PG-13 - Teens 13 or older,6.59,3584
Kujibiki♥Unbalance,TV,12,Finished Airing,Fall 2006,Other,23,PG-13 - Teens 13 or older,6.28,4062
Robotica*Robotics,OVA,1,Finished Airing,,Original,10,PG-13 - Teens 13 or older,6.89,5553
Betterman,TV,26,Finished Airing,Spring 1999,Original,24,R - 17+ (violence & profanity),6.6,3202
Go! Princess Precure,TV,50,Finished Airing,Winter 2015,Original,24,G - All Ages,7.7,3850
Fresh Precure!,TV,50,Finished Airing,Winter 2009,Original,25,G - All Ages,7.32,4152
Ginga Densetsu Weed,TV,26,Finished Airing,Fall 2005,Manga,24,PG-13 - Teens 13 or older,7.23,5997
Hakuouki Hekketsuroku Episode 0,Special,1,Finished Airing,,Visual novel,24,R - 17+ (violence & profanity),7.13,4442
One Piece: Kinkyuu Kikaku One Piece Kanzen Kouryakuhou,Special,1,Finished Airing,,Manga,24,PG-13 - Teens 13 or older,7.16,4497
Sushi Police,TV,13,Finished Airing,Winter 2016,Original,3,PG-13 - Teens 13 or older,4.68,3664
Utsu Musume Sayuri,OVA,1,Finished Airing,,Original,3,R+ - Mild Nudity,2.04,8844
Gugure! Kokkuri-san Specials,Special,11,Finished Airing,,4-koma manga,3,PG-13 - Teens 13 or older,7.2,3175
Hangyakusei Million Arthur 2nd Season,TV,13,Finished Airing,Spring 2019,Game,24,PG-13 - Teens 13 or older,6.37,2336
Busou Shinki Moon Angel,ONA,10,Finished Airing,,Other,5,PG-13 - Teens 13 or older,6.6,4799
Ikkitousen: Xtreme Xecutor Specials,Special,6,Finished Airing,,Unknown,3,R+ - Mild Nudity,6.6,4402
Omae wa Mada Gunma wo Shiranai,TV,12,Finished Airing,Spring 2018,Web manga,3,PG-13 - Teens 13 or older,5.25,3889
Romantica Clock,Special,3,Finished Airing,,Manga,1,G - All Ages,5.73,5861
Overlord: Ple Ple Pleiades - Clementine Toubou-hen,ONA,3,Finished Airing,,Unknown,10,PG-13 - Teens 13 or older,6.66,3981
Mi Yu Xing Zhe,ONA,12,Finished Airing,,Web manga,23,R - 17+ (violence & profanity),7.44,3613
Birthday Wonderland,Movie,1,Finished Airing,,Book,115,PG-13 - Teens 13 or older,6.52,2526
Puchi Pri*Yucie,TV,26,Finished Airing,Fall 2002,Original,25,G - All Ages,7.43,4645
Marulk-chan no Nichijou,Movie,4,Finished Airing,,Manga,3,PG-13 - Teens 13 or older,6.77,2444
Egao,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Apr, 2003
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/111/NHK"" title=""NHK"">NHK</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=2953&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=2953&amp;t=producers"">add some</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Original
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music</a>,     <span itemprop=""genre"" style=""display: none"">Slice of Life</span><a href=""/anime/genre/36/Slice_of_Life"" title=""Slice of Life"">Slice of Life</a>,     <span itemprop=""genre"" style=""display: none"">Kids</span><a href=""/anime/genre/15/Kids"" title=""Kids"">Kids",1,Finished Airing,,Original,2,G - All Ages,6.53,7383
Plastic Little,OVA,1,Finished Airing,,Original,45,R+ - Mild Nudity,6.15,5240
Corrector Yui,TV,52,Finished Airing,Spring 1999,Original,25,PG - Children,6.83,4709
Photon,OVA,6,Finished Airing,,Original,32,R+ - Mild Nudity,7.08,5311
Street Fighter Alpha: Generations,Movie,1,Finished Airing,,Game,42,PG-13 - Teens 13 or older,6.5,7144
Element Hunters,TV,39,Finished Airing,Summer 2009,Original,24,G - All Ages,6.65,2573
One Room Third Season,TV,,Currently Airing,Fall 2020,Original,4,PG-13 - Teens 13 or older,6.39,1147
Marginal Prince: Gekkeiju no Ouji-tachi,TV,13,Finished Airing,Fall 2006,Visual novel,24,PG-13 - Teens 13 or older,5.93,3170
Pokemon: Pikachu no Fuyuyasumi,OVA,2,Finished Airing,,Game,9,PG - Children,6.53,6027
Geneshaft,TV,13,Finished Airing,Spring 2001,Original,23,PG-13 - Teens 13 or older,6.39,4603
Tsubasa to Hotaru,Special,1,Finished Airing,,Manga,14,G - All Ages,6.9,5255
Kill Me Baby: Butsuzou Kegatte Nise Halloween,OVA,1,Finished Airing,,4-koma manga,27,PG-13 - Teens 13 or older,7.01,5684
Yes! Precure 5,TV,49,Finished Airing,Winter 2007,Original,24,G - All Ages,7.14,4295
Suite Precure♪,TV,48,Finished Airing,Winter 2011,Original,24,G - All Ages,7.27,4028
Whistle!,TV,39,Finished Airing,Spring 2002,Manga,24,G - All Ages,7.4,5359
Gad Guard,TV,26,Finished Airing,Spring 2003,Original,25,PG-13 - Teens 13 or older,6.71,3776
Baka to Test to Shoukanjuu Mini Anime,Special,1,Finished Airing,,Light novel,3,PG-13 - Teens 13 or older,6.74,2758
Youjo Senki Movie: Manner Eizou,Movie,1,Finished Airing,,Light novel,2,G - All Ages,6.84,3523
Nazotokine,TV,12,Finished Airing,Fall 2016,Original,7,PG-13 - Teens 13 or older,4.87,3269
Mudazumo Naki Kaikaku: The Legend of Koizumi,OVA,3,Finished Airing,,Manga,8,R - 17+ (violence & profanity),6.95,5493
Aquarian Age: Sign for Evolution,TV,13,Finished Airing,Winter 2002,Card game,24,PG-13 - Teens 13 or older,6.13,3733
Idol Jihen,TV,12,Finished Airing,Winter 2017,Original,23,PG-13 - Teens 13 or older,5.68,3166
Front Innocent: Mou Hitotsu no Lady Innocent,OVA,1,Finished Airing,,Original,30,Rx - Hentai,6.89,5746
Zutto Mae kara Suki deshita.: Kokuhaku Jikkou Iinkai - Kinyoubi no Ohayou,Special,1,Finished Airing,,Music,3,PG - Children,7.13,3833
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,Special,1,Finished Airing,,Game,23,PG-13 - Teens 13 or older,7.19,5392
Arslan Senki (TV): Tsuioku no Shou - Dakkan no Yaiba,Special,1,Finished Airing,,Manga,24,R - 17+ (violence & profanity),6.55,5033
Ryuugajou Nanana no Maizoukin,Special,1,Finished Airing,,Light novel,2,PG-13 - Teens 13 or older,6.6,3045
Golden Kamuy 2nd Season OVA,OVA,3,Finished Airing,,Manga,24,R - 17+ (violence & profanity),7.45,3369
Cello Hiki no Gauche (1982),Movie,1,Finished Airing,,Book,63,G - All Ages,6.92,4294
Ane☆Haramix,OVA,4,Finished Airing,,Visual novel,26,Rx - Hentai,6.82,4895
Hetalia Axis Powers Fan Disc,OVA,1,Finished Airing,,Web manga,10,PG-13 - Teens 13 or older,7.27,4380
Aneimo,OVA,2,Finished Airing,,Visual novel,30,Rx - Hentai,6.96,4753
Wonderful Rush,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Sep 5, 2012
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/104/Lantis"" title=""Lantis"">Lantis</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=14951&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/14/Sunrise"" title=""Sunrise"">Sunrise</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Music
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Music,6,PG-13 - Teens 13 or older,7.32,6306
Akazukin Chacha,TV,74,Finished Airing,Winter 1994,Manga,24,G - All Ages,7.4,3676
Hakuouki OVA,OVA,2,Finished Airing,,Visual novel,8,PG-13 - Teens 13 or older,7.46,4113
Morita-san wa Mukuchi. 2,TV,13,Finished Airing,Fall 2011,4-koma manga,3,PG-13 - Teens 13 or older,6.69,6321
"Natsu-iro Egao de 1, 2, Jump!","

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Aug 24, 2011
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/104/Lantis"" title=""Lantis"">Lantis</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=11033&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/14/Sunrise"" title=""Sunrise"">Sunrise</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Music
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Music,5,PG-13 - Teens 13 or older,7.26,6314
Haiyoru! Nyaruani: Remember My Love(craft-sensei) Special,Special,1,Finished Airing,,Unknown,5,PG-13 - Teens 13 or older,6.2,5095
Fushigi na Somera-chan,TV,12,Finished Airing,Fall 2015,4-koma manga,3,PG-13 - Teens 13 or older,5.89,5302
Dragon Ball Z: Zenbu Misemasu Toshi Wasure Dragon Ball Z!,Special,1,Finished Airing,,Manga,5,PG-13 - Teens 13 or older,6.56,4530
Ray The Animation,TV,13,Finished Airing,Spring 2006,Manga,24,PG-13 - Teens 13 or older,6.66,3232
Detective Conan OVA 05: The Target is Kogoro! The Detective Boys&#039; Secret Investigation,OVA,1,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,7.27,5745
Kanamewo,ONA,1,Finished Airing,,Original,5,PG-13 - Teens 13 or older,6.73,5993
Onigamiden,Movie,1,Finished Airing,,Original,98,PG-13 - Teens 13 or older,6.53,4817
Bikini Warriors OVA,OVA,5,Finished Airing,,Other,4,R+ - Mild Nudity,5.59,4733
Ojamajo Doremi Dokkaan!,TV,51,Finished Airing,Winter 2002,Original,24,G - All Ages,7.57,4855
Bible Black: Imari Ryoujoku Genba,Special,1,Finished Airing,,Visual novel,10,Rx - Hentai,6.52,5356
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,Movie,1,Finished Airing,,Game,96,PG - Children,6.14,5398
Parasite Dolls,OVA,3,Finished Airing,,Original,30,R+ - Mild Nudity,6.57,3928
Mouretsu Pirates: Abyss of Hyperspace,Movie,1,Finished Airing,,Light novel,93,PG-13 - Teens 13 or older,7.14,4084
Mogyutto &quot;Love&quot; de Sekkinchuu!,"

<div class=""spaceit"">
  <span class=""dark_text"">Episodes:</span>
  1
  </div>

<div>
  <span class=""dark_text"">Status:</span>
  Finished Airing
  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Aired:</span>
  Feb 15, 2012
  </div>


  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/104/Lantis"" title=""Lantis"">Lantis</a>  </div>
  <div class=""spaceit"">
    <span class=""dark_text"">Licensors:</span>
    None found, <a href=""https://myanimelist.net/dbchanges.php?aid=12637&amp;t=producers"">add some</a>  </div>
  <div>
    <span class=""dark_text"">Studios:</span>
          <a href=""/anime/producer/14/Sunrise"" title=""Sunrise"">Sunrise</a>  </div>

<div class=""spaceit"">
  <span class=""dark_text"">Source:</span>
  Music
  </div>

<div>
  <span class=""dark_text"">Genres:</span>
      <span itemprop=""genre"" style=""display: none"">Music</span><a href=""/anime/genre/19/Music"" title=""Music"">Music",1,Finished Airing,,Music,6,PG-13 - Teens 13 or older,7.22,6081
Ryo,Movie,1,Finished Airing,,Original,25,PG-13 - Teens 13 or older,5.89,5639
