title,producer
Ozmafia!!,Cloud22
Natsu no Arashi! Akinaichuu,TV Tokyo Music
Natsu no Arashi! Akinaichuu,GANSIS
Akane Maniax,Lantis
Akane Maniax,Age
Di Gi Charat,Broccoli
Snow Halation,Lantis
Taiho Shichau zo,Bandai Visual
Taiho Shichau zo,TBS
Taiho Shichau zo,Kodansha
Taiho Shichau zo,Marubeni
Dragon Half,Kadokawa Shoten
Phantasy Star Online 2: Episode Oracle,Frontier Works
Phantasy Star Online 2: Episode Oracle,Pony Canyon
Phantasy Star Online 2: Episode Oracle,Sega
Phantasy Star Online 2: Episode Oracle,Tokyo MX
Phantasy Star Online 2: Episode Oracle,Sammy
Phantasy Star Online 2: Episode Oracle,Studio Kai
Phantasy Star Online 2: Episode Oracle,ADK Emotions
Slayers Premium,Starchild Records
Slayers Premium,chara-ani.com
Slayers Premium,GANSIS
Tanoshii Muumin Ikka,TV Tokyo
Tanoshii Muumin Ikka,Starchild Records
ID-0,Bandai Visual
ID-0,Lantis
ID-0,Ultra Super Pictures
ID-0,World Cosplay Summit
Slayers Special,Kadokawa Shoten
Slayers Special,Marubeni
Mezzo DSA,Studio Pierrot
Mezzo DSA,Shochiku
Mezzo DSA,Memory-Tech
Mezzo DSA,Happinet Pictures
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Production I.G
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Bandai Visual
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,OLM
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Lantis
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Shochiku
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Asatsu DK
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Bandai
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Banpresto
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,Bandai Namco Entertainment
UFO Princess Valkyrie,Media Factory
UFO Princess Valkyrie,Nippon Columbia
UFO Princess Valkyrie,KlockWorx
UFO Princess Valkyrie,Toshiba Entertainment
Slayers Great,TV Tokyo
Slayers Great,SoftX
Itadaki! Seieki♥ Special,Pashmina
Kyuuketsuhime Miyu,Pony Canyon
Kyuuketsuhime Miyu,SOEISHINSHA
Muteki Kanban Musume,Geneon Universal Entertainment
Muteki Kanban Musume,Yomiuri Telecasting
Muteki Kanban Musume,Yomiuri Advertising
Muteki Kanban Musume,Toshiba Entertainment
Koakuma Kanojo The Animation,Pink Pineapple
Comic Party,KSS
"Papa datte, Shitai",Picante Circus
"Papa datte, Shitai",Suiseisha
Kuro no Sumika: Chronus,Exa International
Flanders no Inu (Movie),Shochiku
Flanders no Inu (Movie),Fuji TV
Flanders no Inu (Movie),Pioneer LDC
Shin Angyo Onshi,Shogakukan-Shueisha Productions
Girls &amp; Panzer: Shoukai Shimasu!,Lantis
Girls &amp; Panzer: Shoukai Shimasu!,Movic
Gokujou Seitokai,Konami
Dies Irae: To the Ring Reincarnation,Genco
Dies Irae: To the Ring Reincarnation,DMM pictures
Dies Irae: To the Ring Reincarnation,Greenwood
Dies Irae: To the Ring Reincarnation,My Theater D.D.
Dies Irae: To the Ring Reincarnation,Brave Hearts
Dies Irae: To the Ring Reincarnation,Crunchyroll SC Anime Fund
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Shochiku
Kabuki-bu!,Shochiku
Kabuki-bu!,Kadokawa Shoten
Kabuki-bu!,Pony Canyon
Kabuki-bu!,TBS
Major Movie: Yuujou no Winning Shot,Avex Entertainment
Major Movie: Yuujou no Winning Shot,Shogakukan-Shueisha Productions
Major Movie: Yuujou no Winning Shot,NHK
Major Movie: Yuujou no Winning Shot,Toho
Major Movie: Yuujou no Winning Shot,Mainichi Shimbun
Rozen Maiden: Meitantei Kunkun - Duell Walzer,Mellow Head
Zettai Shounen,Bandai Visual
Zettai Shounen,Mellow Head
Zettai Shounen,Genco
Zettai Shounen,Ginga Ya
Zettai Shounen,Trilogy Future Studio
Bakuretsu Hunters,Sotsu
Bakuretsu Hunters,Movic
Bakuretsu Hunters,TV Tokyo Music
009-1,Aniplex
009-1,TBS
009-1,Sony Music Entertainment
Totsukuni no Shoujo,Production I.G
Totsukuni no Shoujo,Mag Garden
Yami Shibai 5,TV Tokyo
Ultraman,Dentsu
Ultraman,Tsuburaya Productions
Ultraman,Fields
Ultraman,Bandai Namco Arts
Ultraman,Netflix
Ultraman,G holdings
The iDOLM@STER SideM,Aniplex
The iDOLM@STER SideM,Lantis
The iDOLM@STER SideM,Bandai Namco Live Creative
The iDOLM@STER SideM,Bandai Namco Entertainment
The iDOLM@STER SideM,ABC Animation
Boukyaku no Senritsu,Kadokawa Shoten
Boukyaku no Senritsu,TBS
Boukyaku no Senritsu,KENMedia
Tamayura: More Aggressive,RAY
Yama no Susume: Kabe tte Kowakunai no?,Earth Star Entertainment
Houkago no Pleiades,Dentsu
Houkago no Pleiades,Dentsu Razorfish
Houkago no Pleiades,Dentsu Tec
Houkago no Pleiades,SUBARU
Minami Kamakura Koukou Joshi Jitenshabu,Genco
Minami Kamakura Koukou Joshi Jitenshabu,AT-X
Minami Kamakura Koukou Joshi Jitenshabu,Exit Tunes
Minami Kamakura Koukou Joshi Jitenshabu,Duckbill Entertainment
Minami Kamakura Koukou Joshi Jitenshabu,Shanghai Tiantan Culture &amp; Media
Minami Kamakura Koukou Joshi Jitenshabu,NADA Holdings
Minami Kamakura Koukou Joshi Jitenshabu,My Theater D.D.
Minami Kamakura Koukou Joshi Jitenshabu,Crunchyroll SC Anime Fund
Astro Boy: Tetsuwan Atom,Sony Pictures Entertainment
Astro Boy: Tetsuwan Atom,Dentsu
Mouse,Broccoli
Stand My Heroes: Piece of Truth,Shochiku
Stand My Heroes: Piece of Truth,YTV
Stand My Heroes: Piece of Truth,Tokyo MX
Stand My Heroes: Piece of Truth,BS11
Stand My Heroes: Piece of Truth,JR East Marketing &amp; Communications
Stand My Heroes: Piece of Truth,Marui Group
Stand My Heroes: Piece of Truth,Rakuten
IGPX: Immortal Grand Prix (2005),Bandai Visual
Flag,Aniplex
Issho ni Sleeping: Sleeping with Hinako,Primastea
Inaka Isha,Shochiku
Inaka Isha,"Yamamura Animation, Inc."
Wo de Tian Jie Nu You,Tencent Animation &amp; Comics
Wo de Tian Jie Nu You,KJJ Animation
Ao Oni The Animation,DAX Production
Top Secret: The Revelation,VAP
Weiß Kreuz,animate Film
Weiß Kreuz,Polygram Japan
Harem Time The Animation,Pink Pineapple
Mix,Shogakukan-Shueisha Productions
Mix,YTV
Mayoi Neko Overrun! Specials,AIC
Amon: Devilman Mokushiroku,Aniplex
Amon: Devilman Mokushiroku,Dynamic Planning
Akachan to Boku,TV Tokyo
Akachan to Boku,Youmex
Akachan to Boku,Yomiuri Advertising
Binzume Yousei,Hal Film Maker
Binzume Yousei,Genco
Binzume Yousei,Starchild Records
Kiddy GiRL-AND,Kadokawa Shoten
Kiddy GiRL-AND,gimik
Cardfight!! Vanguard: Link Joker-hen,TV Tokyo
Cardfight!! Vanguard: Link Joker-hen,Dentsu
Cardfight!! Vanguard: Link Joker-hen,Sotsu
Cardfight!! Vanguard: Link Joker-hen,Bushiroad
Yuusha-Ou GaoGaiGar,Victor Entertainment
Shingeki no Kyotou,Kodansha
Iketeru Futari,TBS
Zipang,Marvelous
Zipang,TBS
Finder Series,Movic
Negima!? Natsu Special!?,Starchild Records
Negima!? Natsu Special!?,GANSIS
Aniyome wa Ijippari,Discovery
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,Studio Mausu
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,Picante Circus
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,Suiseisha
.hack//The Movie: Sekai no Mukou ni,Bandai
.hack//The Movie: Sekai no Mukou ni,CyberConnect2
.hack//The Movie: Sekai no Mukou ni,flying DOG
.hack//The Movie: Sekai no Mukou ni,Asmik Ace
Genius Party Beyond,Beyond C.
Detective Conan Movie 22: Zero The Enforcer,Yomiuri Telecasting
Detective Conan Movie 22: Zero The Enforcer,Toho
Detective Conan Movie 22: Zero The Enforcer,Nippon Television Network
Detective Conan Movie 22: Zero The Enforcer,Shogakukan
Loups=Garous,Trans Arts
Tantei Opera Milky Holmes Dai 2 Maku,Sotsu
Tantei Opera Milky Holmes Dai 2 Maku,Lantis
Tantei Opera Milky Holmes Dai 2 Maku,Dwango
Tantei Opera Milky Holmes Dai 2 Maku,Bushiroad
Tantei Opera Milky Holmes Dai 2 Maku,Good Smile Company
Tantei Opera Milky Holmes Dai 2 Maku,Chrono Gear Creative
Code-E,Nagoya Broadcasting Network
Night Walker: Mayonaka no Tantei,Bandai Visual
Night Walker: Mayonaka no Tantei,BeSTACK
Night Walker: Mayonaka no Tantei,Half H.P Studio
Night Walker: Mayonaka no Tantei,Memory-Tech
Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,Aniplex
Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,Movic
Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,Magic Capsule
Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,Shueisha
Bokutachi wa Benkyou ga Dekinai!: Chapel no Kane wa [X] wo Shukufuku Suru,BS11
Narue no Sekai,Lantis
Narue no Sekai,Media Factory
Narue no Sekai,Pony Canyon
Narue no Sekai,Imagica
Pastel Memories,MAGES.
Pastel Memories,FuRyu
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Lantis
Muhyo to Rouji no Mahouritsu Soudan Jimusho 2nd Season,Bridge
Yowamushi Pedal: Special Ride,TOHO animation
Yama no Susume: Third Season,Tokyo MX
Yama no Susume: Third Season,Good Smile Company
Yama no Susume: Third Season,Yomiuri TV Enterprise
Yama no Susume: Third Season,Jinnan Studio
Yama no Susume: Third Season,Radio Osaka
Yama no Susume: Third Season,Top Marshal
Yama no Susume: Third Season,Aeon Entertainment
Kagewani: Shou,Directions
Mitsudomoe: Oppai Ippai Mama Genki,Lantis
Ashita Sekai ga Owaru toshitemo,Shochiku Media Division
Saishuu Heiki Kanojo: Another Love Song,Studio Fantasia
Saishuu Heiki Kanojo: Another Love Song,CBC
Saishuu Heiki Kanojo: Another Love Song,Tohokushinsha Film Corporation
A3! Season Spring &amp; Summer,Pony Canyon
A3! Season Spring &amp; Summer,Liber Entertainment
Ranma ½: Yomigaeru Kioku,Pony Canyon
Ranma ½: Yomigaeru Kioku,Fuji TV
Vampire Holmes,CUCURI
Kitsune no Koe,Success Corp.
Kitsune no Koe,Tavac
Kitsune no Koe,iQIYI
Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!,ASCII Media Works
Magatsu Wahrheit: Zuerst,WOWOW
Magatsu Wahrheit: Zuerst,NBCUniversal Entertainment Japan
Magatsu Wahrheit: Zuerst,Tokyo MX
Magatsu Wahrheit: Zuerst,Q-Tec
Magatsu Wahrheit: Zuerst,Chugai Mining
Magatsu Wahrheit: Zuerst,BS11
Magatsu Wahrheit: Zuerst,KLab
Magatsu Wahrheit: Zuerst,Marui Group
Magatsu Wahrheit: Zuerst,Bit grooove promotion
Persona 4 the Animation: The Factor of Hope,Index
PriPara,TV Tokyo
Tokyo Babylon,animate Film
Tokyo Babylon,Movic
Tokyo Babylon,Sony Music Entertainment
Devilman: Yochou Sirene-hen,Kodansha
Devilman: Yochou Sirene-hen,Dynamic Planning
Selector Destructed WIXOSS Movie,Warner Bros. Japan
Selector Destructed WIXOSS Movie,KlockWorx
Selector Destructed WIXOSS Movie,Showgate
Selector Destructed WIXOSS Movie,Hakuhodo DY Music &amp; Pictures
Avenger,Production I.G
Sabage-bu! Specials,Lantis
Teekyuu 5,DAX Production
Teekyuu 5,Earth Star Entertainment
Imouto Paradise!,Moonstone Cherry
Imouto Paradise!,Anime Antenna Iinkai
Dokidoki! Precure,Asahi Broadcasting
Senran Kagura Estival Versus: Mizugi-darake no Zenyasai,Genco
Ikkitousen: Great Guardians Specials,Genco
Nishi no Yoki Majo: Astraea Testament,Geneon Universal Entertainment
Nishi no Yoki Majo: Astraea Testament,Mellow Head
Nishi no Yoki Majo: Astraea Testament,Imagica
Nishi no Yoki Majo: Astraea Testament,Mag Garden
Nishi no Yoki Majo: Astraea Testament,Tablier Communications
Nishi no Yoki Majo: Astraea Testament,On The Run
Bible Black Only Version,Milky Animation Label
Bible Black Only Version,Kitty Films
Bible Black Only Version,Active
Chu Feng: B.E.E,Yaoqi
Taimanin Asagi,Pixy
Taimanin Asagi,Anime Antenna Iinkai
Yakushiji Ryouko no Kaiki Jikenbo,Starchild Records
Yakushiji Ryouko no Kaiki Jikenbo,GANSIS
Baldr Force Exe Resolution,Alchemist
Enbo,Milky Animation Label
Enbo,JapanAnime
Gatchaman Crowds: Embrace,VAP
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai - Kuro Sakura no Heya,Kadokawa Shoten
Mizugi Kanojo The Animation,Milky Animation Label
Mizugi Kanojo The Animation,T-Rex
CLAMP in Wonderland,Madhouse
Rurouni Kenshin Special,SME Visual Works
Rurouni Kenshin Special,Fuji TV
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Bandai Visual
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Square Enix
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Lantis
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Orange
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Good Smile Company
Dimension W: Short Track/Robot wa Sentou no Yume wo Miruka,Q-Tec
Shuffle! Prologue,Lantis
Minami-ke Natsuyasumi,Starchild Records
Souten Kouro,VAP
Sexfriend,Green Bunny
Sexfriend,Cosmic Ray
Cutie Honey Universe,Pony Canyon
Cutie Honey Universe,AT-X
Cutie Honey Universe,Memory-Tech
Cutie Honey Universe,Dynamic Planning
Cutie Honey Universe,Bandai Namco Entertainment
Cutie Honey Universe,Pony Canyon Enterprise
Juubee-chan: Lovely Gantai no Himitsu,Bandai Visual
Gakuen de Jikan yo Tomare,Suzuki Mirano
Keijo!!!!!!!! Specials,Sotsu
Keijo!!!!!!!! Specials,Lantis
Keijo!!!!!!!! Specials,Warner Bros. Japan
Keijo!!!!!!!! Specials,Shogakukan
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Kodansha
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Warner Bros. Japan
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",KlockWorx
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Tokyo MX
"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",Asahi Shimbun
Seikai no Senki III,Bandai Visual
Seikai no Senki III,BeSTACK
Hetalia: The Beautiful World Specials,Frontier Works
Super GALS! Kotobuki Ran,TV Tokyo
Motto! Ojamajo Doremi,Asahi Broadcasting
Space Cobra,Fuji TV
HeatGuy J,Bandai Visual
HeatGuy J,TBS
Dororon Enma-kun Meeramera,Mainichi Broadcasting System
Dororon Enma-kun Meeramera,Dynamic Planning
Warau Salesman New,TMS Entertainment
Warau Salesman New,Nippon Columbia
Warau Salesman New,Shogakukan Music &amp; Digital Entertainment
Penguin Musume♥Heart,Picture Magic
Penguin Musume♥Heart,Dwango
Penguin Musume♥Heart,Good Smile Company
Penguin Musume♥Heart,Nippon Cultural Broadcasting
Armitage III: Dual-Matrix,Pioneer LDC
Otome Dori,Mary Jane
High School Fleet OVA,Cromea
Ginga Eiyuu Densetsu Gaiden (1999),J.C.Staff
Ginga Eiyuu Densetsu Gaiden (1999),Kitty Films
Ginga Eiyuu Densetsu Gaiden (1999),Tokuma Japan
Nana Recaps,VAP
Nana Recaps,Nippon Television Network
Crystal Blaze,Studio Fantasia
Crystal Blaze,Happinet Pictures
Crystal Blaze,BIGLOBE
Yuu☆Yuu☆Hakusho: Two Shots/Noru ka Soru ka,Bandai Visual
Rurouni Kenshin DVD-BOX Special Ending,Aniplex
Rurouni Kenshin DVD-BOX Special Ending,SME Visual Works
Rurouni Kenshin DVD-BOX Special Ending,Fuji TV
Shigofumi: Sore kara,Bandai Visual
Shigofumi: Sore kara,Genco
Shigofumi: Sore kara,Lantis
Shigofumi: Sore kara,Rakuonsha
Sentou Yousei Yukikaze,Bandai Visual
Medarot Damashii,TV Tokyo
Medarot Damashii,Nihon Ad Systems
Medarot Damashii,Nelvana
El Hazard: The Magnificent World,Pioneer LDC
Appleseed Alpha,Sony Pictures Entertainment
Appleseed Alpha,Aniplex
Appleseed Alpha,Lucent Pictures Entertainment
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,Project No.9
Ro-Kyu-Bu!: Tomoka no Ichigo Sundae,Studio Blanc
Boku no Sexual Harassment,Triple X
Koiito Kinenbi The Animation,Pink Pineapple
Koiito Kinenbi The Animation,T-Rex
Dual! Parallel Lun-Lun Monogatari,Pioneer LDC
Otogizoushi,VAP
Otogizoushi,Nippon Television Network
Ojamajo Doremi Sharp,Asahi Broadcasting
Mushi-Uta,WOWOW
Mushi-Uta,Beat Frog
Mushi-Uta,Broccoli
Mushi-Uta,Studio Tulip
Mushi-Uta,Rakuonsha
Senran Kagura Specials,Genco
Senran Kagura Specials,Media Factory
Senran Kagura Specials,Marvelous AQL
Kaitou Saint Tail,Dentsu
Kaitou Saint Tail,Tokyo Movie Shinsha
Kaitou Saint Tail,Asahi Broadcasting
Black Bullet: Tenchuu＊Girls,Orange
All Alone With You,Sony Music Entertainment
Ie Naki Ko Remy,Fuji TV
Hidamari Sketch x 365 Specials,Lantis
Jigoku Sensei Nube,TV Asahi
Key the Metal Idol,Viz Media
Key the Metal Idol,Pony Canyon
Key the Metal Idol,Fuji TV
Key the Metal Idol,Fuji Creative
Guomin Laogong Dai Huijia,bilibili
Guomin Laogong Dai Huijia,Tencent Penguin Pictures
Guomin Laogong Dai Huijia,China Literature Limited
Hitsuji no Uta,Group TAC
Hitsuji no Uta,KENMedia
E&#039;s Otherwise,Sotsu
Swing Out Sisters (2014),BreakBottle
Senkaiden Houshin Engi,TV Tokyo Music
Potemayo,Lantis
Black Clover: Jump Festa 2018 Special,TV Tokyo
Black Clover: Jump Festa 2018 Special,Avex Pictures
Black Clover: Jump Festa 2018 Special,Shueisha
Cinderella Girls Gekijou,Frontier Works
Cinderella Girls Gekijou,Half H.P Studio
Cinderella Girls Gekijou,Nippon Columbia
Cinderella Girls Gekijou,Bandai Namco Entertainment
Cinderella Girls Gekijou,Anime Consortium Japan
Zettai Shougeki: Platonic Heart,Lantis
Zettai Shougeki: Platonic Heart,Studio Kikan
Riding Bean,Youmex
Wagamama☆Fairy Mirumo de Pon!,Trinity Sound
Tenpou Ibun: Ayakashi Ayashi,Aniplex
Tenpou Ibun: Ayakashi Ayashi,Mainichi Broadcasting System
Arad Senki: Slap Up Party,Studio Mausu
Arad Senki: Slap Up Party,Sotsu Music Publishing
Uchi Tama?! Uchi no Tama Shirimasen ka?,Aniplex
Uchi Tama?! Uchi no Tama Shirimasen ka?,Dentsu
Uchi Tama?! Uchi no Tama Shirimasen ka?,Fuji TV
Uchi Tama?! Uchi no Tama Shirimasen ka?,Sony Creative Products
Gakuen Basara,TBS
Gakuen Basara,DAX Production
Gakuen Basara,High Kick Entertainment
Ochikobore Fruit Tart,Studio Mausu
Ochikobore Fruit Tart,Kadokawa
Dogeza de Tanondemita,DAX Production
Dogeza de Tanondemita,DMM Music
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,TV Tokyo
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,Studio Mausu
Sola Specials,Bandai Visual
Highlander: The Search for Vengeance,Imagi
Golden Kamuy OVA,NBCUniversal Entertainment Japan
Golden Kamuy OVA,Shueisha
Golden Kamuy OVA,Twin Engine
El Hazard: The Wanderers,TV Tokyo
El Hazard: The Wanderers,Geneon Universal Entertainment
El Hazard: The Wanderers,SoftX
El Hazard: The Wanderers,Pioneer LDC
El Hazard: The Wanderers,TV Tokyo Music
El Hazard: The Wanderers,Atelier Musa
Angel Heart,Aniplex
Kindaichi Shounen no Jikenbo Returns,Yomiuri Telecasting
Majutsushi Orphen: Revenge,Kadokawa Shoten
Majutsushi Orphen: Revenge,TBS
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Dentsu
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Toho
Chiisana Eiyuu: Kani to Tamago to Toumei Ningen,Nippon Television Network
Majokko Shimai no Yoyo to Nene,Aniplex
Majokko Shimai no Yoyo to Nene,Starchild Records
Majokko Shimai no Yoyo to Nene,Tokuma Shoten
Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru Recap,Kadokawa
Koukyoushihen Eureka Seven Hi-Evolution 1,Bandai Visual
Koukyoushihen Eureka Seven Hi-Evolution 1,Mainichi Broadcasting System
Koukyoushihen Eureka Seven Hi-Evolution 1,Showgate
Koukyoushihen Eureka Seven Hi-Evolution 1,Bandai Namco Entertainment
Koukyoushihen Eureka Seven Hi-Evolution 1,Hakuhodo DY Music &amp; Pictures
Try Knights,Nippon Television Network
"Sora no Iro, Mizu no Iro",Nihikime no Dozeu
Beyblade Burst,TV Tokyo
Beyblade Burst,d-rights
Makai Toshi Shinjuku,Japan Home Video
Umineko no Naku Koro ni Specials,Frontier Works
Yawara!,Kitty Films
Madan no Ou to Vanadis: Tigre-kun to Vanadi-chu,Media Factory
Rockman.EXE Axess,TV Tokyo
Rockman.EXE Axess,Shogakukan-Shueisha Productions
Fuujin Monogatari,Tohokushinsha Film Corporation
Yokohama Kaidashi Kikou: Quiet Country Cafe,SME Visual Works
Utawarerumono Specials,Lantis
Arc the Lad,Sony Pictures Entertainment
Arc the Lad,Aniplex
Project A-Ko,SOEISHINSHA
Kaze no Na wa Amnesia,Japan Home Video
Futa-bu!!,White Bear
Dr. Slump,Fuji TV
Eiyuu Densetsu: Sora no Kiseki The Animation,Nihon Falcom
Eiyuu Densetsu: Sora no Kiseki The Animation,Bushiroad
Eiyuu Densetsu: Sora no Kiseki The Animation,Showgate
Boy Meets Harem The Animation,Pink Pineapple
Shinkon Gattai Godannar!!,AIC
Ozma,WOWOW
Ozma,Pony Canyon
Ozma,Planet
Ozma,LandQ studios
Ozma,Viki
Ozma,Slow Curve
Ozma,Cyclone Graphics
Hoozuki no Reitetsu OVA,Starchild Records
Queen&#039;s Blade OVA,Genco
Queen&#039;s Blade OVA,Media Factory
Queen&#039;s Blade OVA,Hobby Japan
Koi Koi 7,Trinet Entertainment
Gunparade March: Arata Naru Kougunka,Rondo Robe
Gunparade March: Arata Naru Kougunka,d-rights
Kowarekake no Orgel (Movie),ElectromagneticWave
Cafe Junkie,Suzuki Mirano
Yume Oukoku to Nemureru 100-nin no Ouji-sama,dugout
Teekyuu 6,DAX Production
Teekyuu 6,Earth Star Entertainment
Himote House,Sony Pictures Entertainment
Himote House,Chugai Mining
Himote House,Hakuhodo
Himote House,GYAO!
Himote House,THINKR
Himote House,Moonbell
Himote House,LinkedBrain
Seikon no Qwaser Picture Drama,Hoods Entertainment
Bakuman.: Deraman.,NHK
Nurse Witch Komugi-chan Magikarte,Rondo Robe
Nurse Witch Komugi-chan Magikarte,Pioneer LDC
Nurse Witch Komugi-chan Magikarte,Toshiba Entertainment
Nurse Witch Komugi-chan Magikarte,Toshiba Digital Frontiers
Aikatsu Stars!,TV Tokyo
Aikatsu Stars!,Echoes
Piace: Watashi no Italian,Pony Canyon
Piace: Watashi no Italian,Studio NOIX
Piace: Watashi no Italian,comico
Oda Cinnamon Nobunaga,TV Tokyo
Oda Cinnamon Nobunaga,Dentsu
Oda Cinnamon Nobunaga,Shochiku
Oda Cinnamon Nobunaga,Avex Pictures
Oda Cinnamon Nobunaga,Amuse
Oda Cinnamon Nobunaga,Sammy
Oda Cinnamon Nobunaga,North Stars Pictures
Oda Cinnamon Nobunaga,Mixer
Chou Yuu Sekai: Being the Reality,Tencent Animation &amp; Comics
Kodai Ouja Kyouryuu King,Asatsu DK
Kodai Ouja Kyouryuu King,Sega
Kodai Ouja Kyouryuu King,4Kids Entertainment
Kodai Ouja Kyouryuu King,Happinet Pictures
Kodai Ouja Kyouryuu King,Nagoya Broadcasting Network
Detective Conan Movie 23: The Fist of Blue Sapphire,Shogakukan-Shueisha Productions
Detective Conan Movie 23: The Fist of Blue Sapphire,Yomiuri Telecasting
Detective Conan Movie 23: The Fist of Blue Sapphire,Nippon Television Network
Tenchi Muyou! in Love 2: Haruka Naru Omoi,AIC
Tenchi Muyou! in Love 2: Haruka Naru Omoi,Genco
Tenchi Muyou! in Love 2: Haruka Naru Omoi,Pioneer LDC
Tenchi Muyou! in Love 2: Haruka Naru Omoi,Nippon Cultural Broadcasting
Akibakei Kanojo,Milky Animation Label
Ginga Eiyuu Densetsu: Die Neue These - Seiran 3,Shochiku
Granblue Fantasy The Animation: Kabocha no Lantern,Aniplex
Granblue Fantasy The Animation: Kabocha no Lantern,Tohokushinsha Film Corporation
Granblue Fantasy The Animation: Kabocha no Lantern,Cygames
Street Fighter Zero The Animation,Capcom
Starmyu 2nd Season,NBCUniversal Entertainment Japan
Omae Umasou da na,TMS Entertainment
Omae Umasou da na,MediaNet
Omae Umasou da na,Kids Station
Omae Umasou da na,Happinet Pictures
Omae Umasou da na,Tokyo Theatres
Ranma ½: Chou Musabetsu Kessen! Ranma Team vs. Densetsu no Houou,Fuji TV
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2,Shochiku
009 Re:Cyborg,Nippon Television Network
009 Re:Cyborg,Ishimori Pro
Megazone 23,Victor Entertainment
Megazone 23,Idol
Flying Witch Petit,VAP
Flying Witch Petit,Magic Capsule
Circlet Princess,Lantis
Tong Ling Fei,Tencent Animation &amp; Comics
Tenchi Muyou! Manatsu no Eve,Geneon Universal Entertainment
Tenchi Muyou! Manatsu no Eve,Genco
Tenchi Muyou! Manatsu no Eve,Pioneer LDC
Tenchi Muyou! Manatsu no Eve,Nippon Cultural Broadcasting
Lost Universe,SoftX
Lost Universe,Studio Tulip
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,Bandai Visual
Kashimashi: Girl Meets Girl - Shoujo wa Shoujo ni Koi wo Shita,Lantis
Kaidan Restaurant,TV Asahi
Sonic★the★Hedgehog,Sega
One Off,Dentsu
One Off,TYO
Kagerou Daze: In a Day&#039;s,Aniplex
Human Lost: Ningen Shikkaku,Slow Curve
Tentacle and Witches,Pixy
Brandish,Mary Jane
Takarajima,Tokyo Movie Shinsha
Ike! Ina-chuu Takkyuubu,Trans Arts
Ike! Ina-chuu Takkyuubu,Kitty Films
Ike! Ina-chuu Takkyuubu,TBS
Ike! Ina-chuu Takkyuubu,Grouper Productions
Ike! Ina-chuu Takkyuubu,Studio Jack
Stringendo: Angel-tachi no Private Lesson,Pink Pineapple
Marginal#4: Kiss kara Tsukuru Big Bang,Sotsu
Marginal#4: Kiss kara Tsukuru Big Bang,Movic
Marginal#4: Kiss kara Tsukuru Big Bang,Warner Bros. Japan
Marginal#4: Kiss kara Tsukuru Big Bang,KlockWorx
Final Fantasy,Square Enix
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",Studio Mausu
"Shuudengo, Capsule Hotel de, Joushi ni Binetsu Tsutawaru Yoru.",Namu Animation
TSF Monogatari,Pink Pineapple
Starship Operators,Geneon Universal Entertainment
Tennis no Ouji-sama: Atobe kara no Okurimono - Kimi ni Sasageru Tennis Prince Matsuri,Production I.G
