title,producer
Oushitsu Kyoushi Heine,Contents Seed
Oushitsu Kyoushi Heine,A-Sketch
Free!: Dive to the Future,Heart Company
Pokemon Diamond &amp; Pearl,TV Tokyo
Pokemon Diamond &amp; Pearl,Shogakukan-Shueisha Productions
Pokemon Diamond &amp; Pearl,SoftX
Pokemon Diamond &amp; Pearl,Nintendo
Pokemon Diamond &amp; Pearl,Studio Jack
Star Driver: Kagayaki no Takuto,Aniplex
Star Driver: Kagayaki no Takuto,Dentsu
Star Driver: Kagayaki no Takuto,Square Enix
Star Driver: Kagayaki no Takuto,Mainichi Broadcasting System
Star Driver: Kagayaki no Takuto,Bandai Namco Entertainment
Hunter x Hunter Movie 2: The Last Mission,VAP
Hunter x Hunter Movie 2: The Last Mission,Nippon Television Network
Hunter x Hunter Movie 2: The Last Mission,Shueisha
Hunter x Hunter Movie 2: The Last Mission,Hiroshima Television
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,Sony Music Communications
Kamisama ni Natta Hi,Aniplex
Kamisama ni Natta Hi,Movic
Kamisama ni Natta Hi,Visual Art&#039;s
Kamisama ni Natta Hi,Tokyo MX
Kamisama ni Natta Hi,Nagoya Broadcasting Network
Kamisama ni Natta Hi,ABC Animation
Comet Lucifer,Bandai Visual
Comet Lucifer,Lantis
Comet Lucifer,Bushiroad
Comet Lucifer,Good Smile Company
Comet Lucifer,BS11
Comet Lucifer,Sony PCL
Yu☆Gi☆Oh! 5D&#039;s,Nihon Ad Systems
Monster Musume no Oishasan,Magic Capsule
Monster Musume no Oishasan,Hakuhodo DY Music &amp; Pictures
Monster Musume no Oishasan,Bandai Namco Arts
Kuroshitsuji II Specials,Square Enix
Alice to Zouroku,Bandai Visual
Alice to Zouroku,Lantis
Alice to Zouroku,Tokuma Shoten
Alice to Zouroku,Tokyo MX
Alice to Zouroku,Hakuhodo DY Music &amp; Pictures
Alice to Zouroku,Sony PCL
Noblesse,Glovision
Noblesse,Crunchyroll SC Anime Fund
Kodomo no Jikan (TV),Bandai Visual
Kodomo no Jikan (TV),Lantis
Kodomo no Jikan (TV),Movic
Kodomo no Jikan (TV),Dream Force
Kodomo no Jikan (TV),Futabasha
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",AT-X
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Earth Star Entertainment
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Avex Pictures
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",TV Aichi
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",ABC Animation
"Watashi, Nouryoku wa Heikinchi de tte Itta yo ne!",Magnet
Bleach: The Sealed Sword Frenzy,TV Tokyo
Shoujo-tachi wa Kouya wo Mezasu,Sotsu
Shoujo-tachi wa Kouya wo Mezasu,Lantis
Shoujo-tachi wa Kouya wo Mezasu,Magic Capsule
Shoujo-tachi wa Kouya wo Mezasu,Warner Bros. Japan
Shoujo-tachi wa Kouya wo Mezasu,KlockWorx
Shoujo-tachi wa Kouya wo Mezasu,Cospa
Shoujo-tachi wa Kouya wo Mezasu,ASCII Media Works
Shoujo-tachi wa Kouya wo Mezasu,Hawkeye
RDG: Red Data Girl,Lantis
Aria the Origination,TV Tokyo
Aria the Origination,Shochiku
Aria the Origination,Mag Garden
Witchblade,GDH
Witchblade,SKY Perfect Well Think
Witchblade,Sotsu Music Publishing
Chaos Dragon: Sekiryuu Seneki,Sotsu
Chaos Dragon: Sekiryuu Seneki,TOHO animation
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Bandai Visual
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Yomiuri Telecasting
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Lantis
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Asmik Ace
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,JR East Marketing &amp; Communications
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Sumitomo
Trickster: Edogawa Ranpo &quot;Shounen Tanteidan&quot; yori,Akatsuki
Yuru Yuri San☆Hai!,Sotsu
Yuru Yuri San☆Hai!,Pony Canyon
Diamond no Ace: Second Season,TV Tokyo
Diamond no Ace: Second Season,Sotsu
Hetalia World Series,Frontier Works
Ueki no Housoku,Shogakukan-Shueisha Productions
Ueki no Housoku,Funimation
Ueki no Housoku,Studio Izena
Ueki no Housoku,Studio Tulip
Ueki no Housoku,TV Tokyo Music
Top wo Nerae! Gunbuster,Studio Fantasia
Top wo Nerae! Gunbuster,Tohokushinsha Film Corporation
Heroic Age,Starchild Records
Udon no Kuni no Kiniro Kemari,VAP
Udon no Kuni no Kiniro Kemari,Nippon Television Network
Udon no Kuni no Kiniro Kemari,Nippon Television Music
Udon no Kuni no Kiniro Kemari,Nishinippon Broadcasting
Udon no Kuni no Kiniro Kemari,Dai Nippon Printing
Udon no Kuni no Kiniro Kemari,Shinchosha
Gochuumon wa Usagi Desu ka??,Frontier Works
Gochuumon wa Usagi Desu ka??,AT-X
Gochuumon wa Usagi Desu ka??,Magic Capsule
Gochuumon wa Usagi Desu ka??,Bushiroad
Gochuumon wa Usagi Desu ka??,Showgate
Gochuumon wa Usagi Desu ka??,Houbunsha
Gochuumon wa Usagi Desu ka??,NBCUniversal Entertainment Japan
Gochuumon wa Usagi Desu ka??,i0+
Gochuumon wa Usagi Desu ka??,Hakuhodo DY Music &amp; Pictures
Gochuumon wa Usagi Desu ka??,RAY
Kill Me Baby,Pony Canyon
Kill Me Baby,TBS
Kill Me Baby,Magic Capsule
Super Lovers,Kadokawa Shoten
Super Lovers,DAX Production
Super Lovers,Nippon Columbia
Azur Lane,Frontier Works
Azur Lane,Sotsu
Azur Lane,Toho
Azur Lane,Nitroplus
Azur Lane,i0+
Azur Lane,Yostar Pictures
Azur Lane,Stray Cats
Makai Ouji: Devils and Realist,TV Tokyo
Makai Ouji: Devils and Realist,Sotsu
Ao Haru Ride OVA,TOHO animation
Speed Grapher,TV Asahi
Speed Grapher,WAO World
Speed Grapher,TAP
Konjiki no Gash Bell!!,Yomiko Advertising
Konjiki no Gash Bell!!,Fuji TV
Fushigi Yuugi,TV Tokyo
Fushigi Yuugi,Shogakukan-Shueisha Productions
Fushigi Yuugi,Yomiko Advertising
Fushigi Yuugi,Apollon
Hakkenden: Touhou Hakken Ibun,Bandai Visual
Hakkenden: Touhou Hakken Ibun,Frontier Works
Hakkenden: Touhou Hakken Ibun,Lantis
Hakkenden: Touhou Hakken Ibun,Movic
Hakkenden: Touhou Hakken Ibun,DAX Production
Hakkenden: Touhou Hakken Ibun,Sony PCL
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Bandai Visual
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Shochiku
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Kodansha
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Shelty
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,Amber Film Works
Phi Brain: Kami no Puzzle,NHK
Bokusatsu Tenshi Dokuro-chan 2,Geneon Universal Entertainment
Bokusatsu Tenshi Dokuro-chan 2,ASCII Media Works
Bokusatsu Tenshi Dokuro-chan 2,Showgate
3D Kanojo: Real Girl 2nd Season,VAP
3D Kanojo: Real Girl 2nd Season,DeNA
Dansai Bunri no Crime Edge,Media Factory
Hokuto no Ken,Fuji TV
Senki Zesshou Symphogear,Aniplex
Senki Zesshou Symphogear,Memory-Tech
Senki Zesshou Symphogear,Dwango
Senki Zesshou Symphogear,Bushiroad
Senki Zesshou Symphogear,Good Smile Company
Senki Zesshou Symphogear,King Records
Senki Zesshou Symphogear,Kinyosha
Katsugeki/Touken Ranbu,Aniplex
Katsugeki/Touken Ranbu,Nitroplus
Katsugeki/Touken Ranbu,Good Smile Company
Katsugeki/Touken Ranbu,DMM.com
Joshiraku,Starchild Records
Joshiraku,Mainichi Broadcasting System
Joshiraku,Kodansha
Joshiraku,KlockWorx
"Diabolik Lovers More,Blood",Frontier Works
Ai Yori Aoshi,Movic
Ai Yori Aoshi,Fuji TV
Ai Yori Aoshi,Pioneer LDC
Ai Yori Aoshi,Cosmic Ray
Mobile Suit Gundam,Sotsu
Mobile Suit Gundam,Nagoya Broadcasting Network
Uta no☆Prince-sama♪ Maji Love 2000%,Showgate
Uta no☆Prince-sama♪ Maji Love 2000%,King Records
Sora no Otoshimono: Project Pink,NTT Docomo
Rozen Maiden: Träumend,Mellow Head
Rozen Maiden: Träumend,TBS
Ichigo 100%,Shueisha
Aki-Sora,Frontier Works
Aki-Sora,Akita Shoten
Witch Hunter Robin,TV Tokyo
Witch Hunter Robin,Bandai Visual
Witch Hunter Robin,Dentsu
Witch Hunter Robin,Victor Entertainment
Noir,Victor Entertainment
Pokemon XY,TV Tokyo
Seikaisuru Kado,Kinoshita Group Holdings
Heppoko Jikken Animation Excel♥Saga,Victor Entertainment
Golden Kamuy 2nd Season,Magic Capsule
Golden Kamuy 2nd Season,NBCUniversal Entertainment Japan
Golden Kamuy 2nd Season,Tokyo MX
Golden Kamuy 2nd Season,Good Smile Company
Golden Kamuy 2nd Season,Sammy
Golden Kamuy 2nd Season,Shueisha
Golden Kamuy 2nd Season,JR East Marketing &amp; Communications
Golden Kamuy 2nd Season,Twin Engine
Aquarion Evol,Media Factory
Aquarion Evol,Bandai
Aquarion Evol,Tohokushinsha Film Corporation
Aquarion Evol,Overlap
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Sotsu
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Asatsu DK
Mobile Suit Gundam: Iron-Blooded Orphans 2nd Season,Mainichi Broadcasting System
Hanayamata,TV Tokyo
Hanayamata,Avex Entertainment
Hanayamata,Sotsu
Hanayamata,Movic
Hanayamata,AT-X
Hanayamata,DIVE II Entertainment
Hanayamata,Bandai Namco Games
Ixion Saga DT,Sotsu
Ixion Saga DT,Genco
Kakuriyo no Yadomeshi,flying DOG
Kakuriyo no Yadomeshi,Kadokawa
Shichisei no Subaru,TBS
Shichisei no Subaru,Supa Love
Blood: The Last Vampire,Aniplex
Blood: The Last Vampire,Sony Interactive Entertainment
Mushishi Zoku Shou: Suzu no Shizuku,Aniplex
Mushishi Zoku Shou: Suzu no Shizuku,Kodansha
Mushishi Zoku Shou: Suzu no Shizuku,Delfi Sound
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,Genco
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,AT-X
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,BS Fuji
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,MAGES.
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,Nagoya Broadcasting Network
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,bilibili
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,Yomiuri TV Enterprise
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO,ABC Animation
Schwarzesmarken,Sotsu
Schwarzesmarken,DAX Production
Schwarzesmarken,Ultra Super Pictures
Schwarzesmarken,Avex Pictures
Burn the Witch,Shueisha
Burn the Witch,Twin Engine
Burn the Witch,Bandai Namco Arts
K-On!!: Keikaku!,Pony Canyon
K-On!!: Keikaku!,Animation Do
Hoshiai no Sora,TBS
Hoshiai no Sora,Movic
Hoshiai no Sora,Magic Capsule
Hoshiai no Sora,flying DOG
Hiiro no Kakera,Bandai Visual
Hiiro no Kakera,Lantis
Hiiro no Kakera,YTV
Hiiro no Kakera,DAX Production
Hiiro no Kakera,Enterbrain
Kekkaishi (TV),Yomiuri Telecasting
Kekkaishi (TV),Tohokushinsha Film Corporation
Shigurui,Geneon Universal Entertainment
Shigurui,WOWOW
Shigurui,Akita Shoten
Black Blood Brothers,Toshiba Entertainment
Black Blood Brothers,Happinet Pictures
Sola,Lantis
Hitorijime My Hero,Sotsu
Hitorijime My Hero,AT-X
Hitorijime My Hero,Tokyo MX
Hitorijime My Hero,Avex Pictures
Hitorijime My Hero,Q-Tec
Hitorijime My Hero,Docomo Anime Store
Hitorijime My Hero,Marine Entertainment
Hitorijime My Hero,Kanon Sound
Hitorijime My Hero,Contents Seed
Hitorijime My Hero,Ichijinsha
Hitorijime My Hero,BS NTV
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",Kadokawa Shoten
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",AT-X
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",Kadokawa Pictures Japan
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",KlockWorx
"Kore wa Zombie Desu ka? of the Dead: Hai, Minotake ni Attemasu",flying DOG
Magic Kaito 1412,Aniplex
Magic Kaito 1412,Yomiuri Telecasting
Magic Kaito 1412,DAX Production
Asura Cryin&#039;,TV Tokyo
Asura Cryin&#039;,Starchild Records
Asura Cryin&#039;,Raku High Student Council
Suzumiya Haruhi-chan no Yuuutsu,Kadokawa Shoten
Uchuu Senkan Yamato 2199,Production I.G
Uchuu Senkan Yamato 2199,Bandai Visual
Uchuu Senkan Yamato 2199,OLM
Uchuu Senkan Yamato 2199,Lantis
Uchuu Senkan Yamato 2199,Shochiku
Uchuu Senkan Yamato 2199,Bandai
Uchuu Senkan Yamato 2199,Tohokushinsha Film Corporation
Uchuu Senkan Yamato 2199,Bandai Namco Games
Uchuu Senkan Yamato 2199,Voyager Entertainment
Kanojo to Kanojo no Neko: Everything Flows,Lantis
Kanojo to Kanojo no Neko: Everything Flows,CoMix Wave Films
Sarazanmai,Aniplex
Sarazanmai,Dentsu
Sarazanmai,Movic
Sarazanmai,Fuji TV
Sarazanmai,Gentosha Comics
Utawarerumono: Itsuwari no Kamen,KlockWorx
Utawarerumono: Itsuwari no Kamen,Toranoana
Utawarerumono: Itsuwari no Kamen,AQUAPLUS
Utawarerumono: Itsuwari no Kamen,ensky
Utawarerumono: Itsuwari no Kamen,King Records
Luck &amp; Logic,Bandai Visual
Luck &amp; Logic,Lantis
Luck &amp; Logic,Bushiroad
Luck &amp; Logic,Yuhodo
Akatsuki no Yona OVA,Hakusensha
Akatsuki no Yona OVA,Age Global Networks
Omoide Poroporo,Tokuma Shoten
Seikimatsu Occult Gakuin,Aniplex
Seikimatsu Occult Gakuin,Xebec
Seikimatsu Occult Gakuin,TV Tokyo Music
Shingeki no Kyojin: Ano Hi Kara,Production I.G
Shingeki no Kyojin: Ano Hi Kara,Dentsu
Shingeki no Kyojin: Ano Hi Kara,Mainichi Broadcasting System
Shingeki no Kyojin: Ano Hi Kara,Pony Canyon
Shingeki no Kyojin: Ano Hi Kara,Kodansha
Shingeki no Kyojin: Ano Hi Kara,Pony Canyon Enterprise
Mitsudomoe,Aniplex
Mitsudomoe,Lantis
Mitsudomoe,Cospa
Mitsudomoe,Studio Mausu
Mitsudomoe,Akita Shoten
Kami nomi zo Shiru Sekai: 4-nin to Idol,Geneon Universal Entertainment
Kami nomi zo Shiru Sekai: 4-nin to Idol,Shogakukan-Shueisha Productions
Kami nomi zo Shiru Sekai: 4-nin to Idol,Shogakukan Music &amp; Digital Entertainment
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",Pony Canyon
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",Bit grooove promotion
Photokano,TBS
Photokano,Enterbrain
Photokano,BS-TBS
Photokano,RAY
Kyou kara Maou!,NHK
Mobile Suit Gundam SEED Destiny,Sotsu
Mobile Suit Gundam SEED Destiny,Mainichi Broadcasting System
Mobile Suit Gundam SEED Destiny,Sony Music Entertainment
Boogiepop wa Warawanai,VAP
Boogiepop wa Warawanai,d-rights
Fate/kaleid liner Prisma☆Illya 3rei!!,Lantis
Fate/kaleid liner Prisma☆Illya 3rei!!,Kadokawa Shoten
Fate/kaleid liner Prisma☆Illya 3rei!!,AT-X
Fate/kaleid liner Prisma☆Illya 3rei!!,DAX Production
Fate/kaleid liner Prisma☆Illya 3rei!!,KlockWorx
Fate/kaleid liner Prisma☆Illya 3rei!!,Tokyo MX
Fate/kaleid liner Prisma☆Illya 3rei!!,Kadokawa Media House
Fate/kaleid liner Prisma☆Illya 3rei!!,Plus One
Saenai Heroine no Sodatekata: Ai to Seishun no Service-kai,Aniplex
Cardcaptor Sakura: Clear Card-hen,NHK
Cardcaptor Sakura: Clear Card-hen,Kodansha
Cardcaptor Sakura: Clear Card-hen,NHK Enterprises
Hachimitsu to Clover II,Genco
Hachimitsu to Clover II,Fuji TV
Hachimitsu to Clover II,Sony Music Entertainment
Hachimitsu to Clover II,Shueisha
Full Moon wo Sagashite,Nihon Ad Systems
Shokugeki no Souma OVA,Magic Capsule
Aishiteruze Baby★★,Animax
Aishiteruze Baby★★,Toei Video
Aishiteruze Baby★★,Sunny Side Up
Gi(a)rlish Number,Frontier Works
Gi(a)rlish Number,TBS
Gi(a)rlish Number,DAX Production
Gi(a)rlish Number,ASCII Media Works
Gi(a)rlish Number,NBCUniversal Entertainment Japan
Gi(a)rlish Number,i0+
Gi(a)rlish Number,Medicos Entertainment
Gi(a)rlish Number,NichiNare
Sunohara-sou no Kanrinin-san,Sotsu
Sunohara-sou no Kanrinin-san,flying DOG
Sunohara-sou no Kanrinin-san,Ichijinsha
Gunjou no Magmell,Shueisha
Gunjou no Magmell,bilibili
Gunjou no Magmell,Yomiuri TV Enterprise
Gunjou no Magmell,FanFan Inc.
Gunjou no Magmell,Shun Produce
Rewrite 2nd Season,Aniplex
Rewrite 2nd Season,Mainichi Broadcasting System
Rewrite 2nd Season,Movic
Rewrite 2nd Season,Visual Art&#039;s
Rewrite 2nd Season,Magic Capsule
Rewrite 2nd Season,ASCII Media Works
Rewrite 2nd Season,Bushiroad
Rewrite 2nd Season,Tokyo MX
Rewrite 2nd Season,BS11
Rewrite 2nd Season,Lawson
Mahou Shoujo Lyrical Nanoha,Starchild Records
Mahou Shoujo Lyrical Nanoha,Omnibus Japan
Sankarea OVA,Lantis
Sankarea OVA,Pony Canyon
Sankarea OVA,TBS
Sankarea OVA,Kodansha
Sankarea OVA,BS-TBS
Itou Junji: Collection,Nippon Columbia
Itou Junji: Collection,Asahi Shimbun
Itou Junji: Collection,Yomiuri TV Enterprise
Itou Junji: Collection,Pony Canyon Enterprise
Itou Junji: Collection,Smiral Animation
Itou Junji: Collection,Crunchyroll SC Anime Fund
Itou Junji: Collection,Muse Communication
Chain Chronicle: Haecceitas no Hikari,Bandai Visual
Chain Chronicle: Haecceitas no Hikari,Sotsu
Chain Chronicle: Haecceitas no Hikari,Sega
Chain Chronicle: Haecceitas no Hikari,flying DOG
Chain Chronicle: Haecceitas no Hikari,Slow Curve
Chain Chronicle: Haecceitas no Hikari,Showgate
Chain Chronicle: Haecceitas no Hikari,Sound Team Don Juan
Chain Chronicle: Haecceitas no Hikari,Hakuhodo DY Music &amp; Pictures
Chain Chronicle: Haecceitas no Hikari,Sammy
Chain Chronicle: Haecceitas no Hikari,Pazzy Entertainment
Chain Chronicle: Haecceitas no Hikari,Akatsuki
Persona 3 the Movie 1: Spring of Birth,Aniplex
Persona 3 the Movie 1: Spring of Birth,Yomiko Advertising
Persona 3 the Movie 1: Spring of Birth,Atlus
Dog Days&#039;,Aniplex
Dog Days&#039;,Good Smile Company
Manaria Friends,Asmik Ace
Manaria Friends,Cygames
Manaria Friends,Happinet
Katsute Kami Datta Kemono-tachi e,Kodansha
Katsute Kami Datta Kemono-tachi e,NBCUniversal Entertainment Japan
Katsute Kami Datta Kemono-tachi e,Tokyo MX
Katsute Kami Datta Kemono-tachi e,BS11
Katsute Kami Datta Kemono-tachi e,JR East Marketing &amp; Communications
Katsute Kami Datta Kemono-tachi e,Cygames
Katsute Kami Datta Kemono-tachi e,A-Sketch
Jigoku Shoujo Mitsuganae,Aniplex
Jigoku Shoujo Mitsuganae,Tokyo MX
Dance with Devils,Avex Entertainment
Dance with Devils,Nihon Ad Systems
Dance with Devils,Movic
Dance with Devils,KlockWorx
Dance with Devils,DIVE II Entertainment
Nobunaga the Fool,TV Tokyo
Nobunaga the Fool,Sotsu
Nobunaga the Fool,Lantis
Nobunaga the Fool,Media Factory
Nanbaka 2,comico
Hanbun no Tsuki ga Noboru Sora,Pony Canyon
Hanbun no Tsuki ga Noboru Sora,Dream Force
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Bandai Visual
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Bandai
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Bandai Namco Entertainment
Code Geass: Boukoku no Akito 3 - Kagayaku Mono Ten yori Otsu,Hakuhodo DY Media Partners
Blood Lad: Wagahai wa Neko de wa Nai,Kadokawa Shoten
Junjou Romantica 3,Frontier Works
Junjou Romantica 3,Lantis
Junjou Romantica 3,Kadokawa Shoten
Junjou Romantica 3,Romantica club !!
A-Channel,Aniplex
A-Channel,Dentsu
A-Channel,Mainichi Broadcasting System
Akudama Drive,Delfi Sound
Akudama Drive,NBCUniversal Entertainment Japan
Goshuushou-sama Ninomiya-kun,Kadokawa Shoten
Yuyushiki,Geneon Universal Entertainment
Yuyushiki,Magic Capsule
Yuyushiki,Showgate
Yuyushiki,Houbunsha
Yuyushiki,Exit Tunes
Bishoujo Senshi Sailor Moon SuperS,TV Asahi
All Out!!,Telecom Animation Film
All Out!!,Mainichi Broadcasting System
All Out!!,Kodansha
All Out!!,Asmik Ace
All Out!!,Sony Music Entertainment
Ore ga Suki nano wa Imouto dakedo Imouto ja Nai,MAGES.
High School DxD BorN: Yomigaeranai Fushichou,Genco
High School DxD BorN: Yomigaeranai Fushichou,Lantis
Shugo Chara!! Doki,TV Tokyo
Shugo Chara!! Doki,Sotsu
Fate/Prototype,Notes
H2O: Footprints in the Sand,NTT Docomo
H2O: Footprints in the Sand,Studio Jack
Danchigai,DAX Production
Danchigai,Dream Creation
Oneechan ga Kita,Takeshobo
Oneechan ga Kita,Studio CHANT
Kiniro no Corda: Primo Passo,Aniplex
Kiniro no Corda: Primo Passo,Hakusensha
Kiniro no Corda: Primo Passo,Koei
Kiniro no Corda: Primo Passo,TYO
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,WOWOW
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Genco
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,MediaNet
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,KlockWorx
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,flying DOG
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,BS Fuji
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Yomiuri TV Enterprise
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,ABC Animation
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Happinet
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,Tokyo Animator Gakuin
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,TO Books
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,JTB Next Creation
Gin no Guardian,Emon
Hand Shakers,Frontier Works
Hand Shakers,Media Factory
Hand Shakers,Movic
Hand Shakers,Sony Music Communications
Hand Shakers,Medicos Entertainment
Hand Shakers,Kadokawa Media House
Shikioriori,The Answer Studio
Shikioriori,Sound Team Don Juan
Shikioriori,Tokyo Theatres
Shikioriori,Haoliners Animation League
Shikioriori,bilibili
Toaru Hikuushi e no Koiuta,Bandai Visual
Toaru Hikuushi e no Koiuta,Sotsu
Toaru Hikuushi e no Koiuta,DAX Production
Toaru Hikuushi e no Koiuta,3xCube
Toaru Hikuushi e no Koiuta,ZERO-A
Toaru Hikuushi e no Koiuta,Sammy
Toaru Hikuushi e no Koiuta,NichiNare
Toaru Hikuushi e no Koiuta,Toppan Printing
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Bandai Visual
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Dentsu
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Victor Entertainment
Koukaku Kidoutai: Stand Alone Complex - Solid State Society,Nippon Television Network
Chuunibyou demo Koi ga Shitai! Ren: The Rikka Wars,Lantis
Maburaho,Kadokawa Shoten
Maburaho,KlockWorx
Maburaho,Happinet Pictures
Maburaho,Sony PCL
Tenshi no Tamago,Tokuma Shoten
Erementar Gerad,TV Tokyo
Erementar Gerad,Geneon Universal Entertainment
Erementar Gerad,Sotsu
Erementar Gerad,Victor Entertainment
Sword Art Online II: Debriefing,Aniplex
Sword Art Online II: Debriefing,Genco
Uchi no Maid ga Uzasugiru!,AT-X
Uchi no Maid ga Uzasugiru!,Sony Music Communications
Uchi no Maid ga Uzasugiru!,Futabasha
Uchi no Maid ga Uzasugiru!,Kadokawa Media House
Uchi no Maid ga Uzasugiru!,NTT Plala
Uchi no Maid ga Uzasugiru!,Kadokawa
Sora no Method,Bandai Visual
Sora no Method,Sotsu
Sora no Method,Lantis
