title,series_type,episodes,status,premiered,source,duration,rating,score,votes
Imouto sae Ireba Ii.,TV,12,Finished Airing,Fall 2017,Light novel,23,R+ - Mild Nudity,7.4,94268
Shokugeki no Souma: Gou no Sara,TV,13,Finished Airing,Spring 2020,Manga,23,PG-13 - Teens 13 or older,7.37,60846
One Punch Man Specials,Special,6,Finished Airing,,Web manga,12,R - 17+ (violence & profanity),7.75,113062
Fuuka,TV,12,Finished Airing,Winter 2017,Manga,24,R+ - Mild Nudity,6.56,98921
Irozuku Sekai no Ashita kara,TV,13,Finished Airing,Fall 2018,Original,24,PG-13 - Teens 13 or older,7.57,77378
Sakasama no Patema,Movie,1,Finished Airing,,Original,99,PG-13 - Teens 13 or older,8.06,97898
Initial D First Stage,TV,26,Finished Airing,Spring 1998,Manga,25,PG-13 - Teens 13 or older,8.28,103568
Sewayaki Kitsune no Senko-san,TV,12,Finished Airing,Spring 2019,Web manga,23,PG-13 - Teens 13 or older,7.37,93512
Okusama ga Seitokaichou!,TV,12,Finished Airing,Summer 2015,Manga,8,R+ - Mild Nudity,6.68,104318
Hachimitsu to Clover,TV,24,Finished Airing,Spring 2005,Manga,23,PG-13 - Teens 13 or older,8.07,64821
Dumbbell Nan Kilo Moteru?,TV,12,Finished Airing,Summer 2019,Web manga,24,PG-13 - Teens 13 or older,7.4,85998
Carole &amp; Tuesday,TV,24,Finished Airing,Spring 2019,Original,22,PG-13 - Teens 13 or older,7.99,78497
Mimi wo Sumaseba,Movie,1,Finished Airing,,Manga,111,G - All Ages,8.25,113113
Just Because!,TV,12,Finished Airing,Fall 2017,Original,23,PG-13 - Teens 13 or older,7.3,81110
Danganronpa 3: The End of Kibougamine Gakuen - Zetsubou-hen,TV,11,Finished Airing,Summer 2016,Game,23,R - 17+ (violence & profanity),7.52,107499
Maken-Ki!,TV,12,Finished Airing,Fall 2011,Manga,25,R+ - Mild Nudity,6.44,95580
Boku no Hero Academia the Movie 2: Heroes:Rising,Movie,1,Finished Airing,,Manga,104,PG-13 - Teens 13 or older,8.11,87088
Taboo Tattoo,TV,12,Finished Airing,Summer 2016,Manga,24,R - 17+ (violence & profanity),5.81,86752
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie,1,Finished Airing,,Original,99,PG-13 - Teens 13 or older,7.99,96108
Gintama&#039;: Enchousen,TV,13,Finished Airing,Fall 2012,Manga,24,PG-13 - Teens 13 or older,9.04,100789
Fate/kaleid liner Prisma☆Illya,TV,10,Finished Airing,Summer 2013,Manga,24,PG-13 - Teens 13 or older,7.13,89106
Ballroom e Youkoso,TV,24,Finished Airing,Summer 2017,Manga,24,PG-13 - Teens 13 or older,8.23,89699
Flying Witch,TV,12,Finished Airing,Spring 2016,Manga,23,PG-13 - Teens 13 or older,7.54,80052
Ao no Exorcist Movie,Movie,1,Finished Airing,,Manga,88,PG-13 - Teens 13 or older,7.66,106306
Angel Beats!: Another Epilogue,Special,1,Finished Airing,,Original,2,PG-13 - Teens 13 or older,7.51,121048
Ga-Rei: Zero,TV,12,Finished Airing,Fall 2008,Manga,23,R - 17+ (violence & profanity),7.64,83035
11eyes,TV,12,Finished Airing,Fall 2009,Visual novel,25,R - 17+ (violence & profanity),6.19,105656
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,TV,12,Finished Airing,Spring 2020,Light novel,24,PG-13 - Teens 13 or older,7.52,97479
Haibane Renmei,TV,13,Finished Airing,Fall 2002,Other,24,PG-13 - Teens 13 or older,7.99,75390
Psycho-Pass Movie,Movie,1,Finished Airing,,Original,113,R - 17+ (violence & profanity),7.76,99699
B: The Beginning,ONA,12,Finished Airing,,Original,23,R - 17+ (violence & profanity),7.38,99879
Kono Bijutsubu ni wa Mondai ga Aru!,TV,12,Finished Airing,Summer 2016,Manga,24,PG-13 - Teens 13 or older,7.28,83181
Naruto: Shippuuden Movie 6 - Road to Ninja,Movie,1,Finished Airing,,Manga,109,PG-13 - Teens 13 or older,7.68,118996
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,Movie,1,Finished Airing,,Manga,82,PG-13 - Teens 13 or older,7.11,124429
Kamisama no Memochou,TV,12,Finished Airing,Summer 2011,Light novel,26,R - 17+ (violence & profanity),7.55,79362
Dorohedoro,TV,12,Finished Airing,Winter 2020,Manga,23,R - 17+ (violence & profanity),8.12,89207
Kanokon,TV,12,Finished Airing,Spring 2008,Light novel,24,R+ - Mild Nudity,6.48,95301
Shakugan no Shana III (Final),TV,24,Finished Airing,Fall 2011,Light novel,23,PG-13 - Teens 13 or older,7.57,96415
Sakura Trick,TV,12,Finished Airing,Winter 2014,4-koma manga,24,PG-13 - Teens 13 or older,7.03,89426
MM!,TV,12,Finished Airing,Fall 2010,Light novel,23,PG-13 - Teens 13 or older,7.14,104376
InuYasha: Kanketsu-hen,TV,26,Finished Airing,Fall 2009,Manga,24,PG-13 - Teens 13 or older,8.23,98301
Kokoro Connect: Michi Random,Special,4,Finished Airing,,Light novel,27,PG-13 - Teens 13 or older,8.02,129533
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,TV,12,Currently Airing,Fall 2020,Light novel,24,PG-13 - Teens 13 or older,7.62,19313
Black Lagoon: Roberta&#039;s Blood Trail,OVA,5,Finished Airing,,Manga,33,R+ - Mild Nudity,8.06,110420
Medaka Box,TV,12,Finished Airing,Spring 2012,Manga,24,PG-13 - Teens 13 or older,7.08,84639
Mononoke,TV,12,Finished Airing,Summer 2007,Original,22,R - 17+ (violence & profanity),8.42,55082
Omamori Himari,TV,12,Finished Airing,Winter 2010,Manga,24,R+ - Mild Nudity,6.95,98554
Love Live! School Idol Project 2nd Season,TV,13,Finished Airing,Spring 2014,Other,23,PG-13 - Teens 13 or older,7.83,111927
Code Geass: Fukkatsu no Lelouch,Movie,1,Finished Airing,,Original,112,R - 17+ (violence & profanity),8.0,58924
High School DxD OVA,OVA,2,Finished Airing,,Light novel,23,R+ - Mild Nudity,7.31,111556
K: Missing Kings,Movie,1,Finished Airing,,Original,73,PG-13 - Teens 13 or older,7.72,93885
Naruto: Shippuuden Movie 1,Movie,1,Finished Airing,,Manga,94,PG-13 - Teens 13 or older,7.31,114814
Haikyuu!!: To the Top 2nd Season,TV,12,Currently Airing,Fall 2020,Manga,23,PG-13 - Teens 13 or older,8.58,26930
Chrno Crusade,TV,24,Finished Airing,Fall 2003,Manga,23,R - 17+ (violence & profanity),7.67,88421
Mahou Sensou,TV,12,Finished Airing,Winter 2014,Light novel,24,PG-13 - Teens 13 or older,6.04,88561
Date A Live III,TV,12,Finished Airing,Winter 2019,Light novel,24,R - 17+ (violence & profanity),7.13,82931
Grancrest Senki,TV,24,Finished Airing,Winter 2018,Light novel,23,R - 17+ (violence & profanity),7.26,73107
Zoku Natsume Yuujinchou,TV,13,Finished Airing,Winter 2009,Manga,24,PG-13 - Teens 13 or older,8.58,97993
Junjou Romantica,TV,12,Finished Airing,Spring 2008,Manga,24,PG-13 - Teens 13 or older,7.7,109927
Zero kara Hajimeru Mahou no Sho,TV,12,Finished Airing,Spring 2017,Light novel,24,PG-13 - Teens 13 or older,7.11,87960
Sidonia no Kishi,TV,12,Finished Airing,Spring 2014,Manga,24,R - 17+ (violence & profanity),7.7,92487
Masou Gakuen HxH,TV,12,Finished Airing,Summer 2016,Light novel,24,R+ - Mild Nudity,6.21,80340
Natsume Yuujinchou San,TV,13,Finished Airing,Summer 2011,Manga,24,PG-13 - Teens 13 or older,8.6,89931
Kishuku Gakkou no Juliet,TV,12,Finished Airing,Fall 2018,Manga,24,PG-13 - Teens 13 or older,7.49,86939
Tsubasa Chronicle,TV,26,Finished Airing,Spring 2005,Manga,25,PG-13 - Teens 13 or older,7.56,79639
Assassins Pride,TV,12,Finished Airing,Fall 2019,Light novel,24,PG-13 - Teens 13 or older,5.98,81292
Sekirei: Pure Engagement,TV,13,Finished Airing,Summer 2010,Manga,24,R+ - Mild Nudity,7.38,106216
Ore ga Ojousama Gakkou ni &quot;Shomin Sample&quot; Toshite Gets♥Sareta Ken,TV,12,Finished Airing,Fall 2015,Light novel,23,PG-13 - Teens 13 or older,6.85,90419
Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru,Movie,1,Finished Airing,,Manga,92,PG-13 - Teens 13 or older,7.47,117539
Seitokai Yakuindomo*,TV,13,Finished Airing,Winter 2014,4-koma manga,23,R - 17+ (violence & profanity),7.75,93754
Hajime no Ippo: New Challenger,TV,26,Finished Airing,Winter 2009,Manga,23,PG-13 - Teens 13 or older,8.68,111699
Nazo no Kanojo X,TV,13,Finished Airing,Spring 2012,Manga,24,R - 17+ (violence & profanity),7.26,90003
Kaze Tachinu,Movie,1,Finished Airing,,Manga,126,PG-13 - Teens 13 or older,8.14,105556
Bokura ga Ita,TV,26,Finished Airing,Summer 2006,Manga,25,PG-13 - Teens 13 or older,7.33,80975
Binbougami ga!,TV,13,Finished Airing,Summer 2012,Manga,23,PG-13 - Teens 13 or older,7.74,91535
Given,TV,11,Finished Airing,Summer 2019,Manga,22,PG-13 - Teens 13 or older,8.3,94302
Ryuugajou Nanana no Maizoukin (TV),TV,11,Finished Airing,Spring 2014,Light novel,23,PG-13 - Teens 13 or older,7.21,81039
Ghost Hunt,TV,25,Finished Airing,Fall 2006,Light novel,25,PG-13 - Teens 13 or older,7.82,82180
New Game!!,TV,12,Finished Airing,Summer 2017,4-koma manga,24,PG-13 - Teens 13 or older,7.78,91980
Yesterday wo Utatte,TV,12,Finished Airing,Spring 2020,Manga,23,PG-13 - Teens 13 or older,7.1,76749
Hayate no Gotoku!,TV,52,Finished Airing,Spring 2007,Manga,24,PG-13 - Teens 13 or older,7.59,76334
Planetes,TV,26,Finished Airing,Fall 2003,Manga,25,PG-13 - Teens 13 or older,8.31,58216
3D Kanojo: Real Girl,TV,12,Finished Airing,Spring 2018,Manga,22,PG-13 - Teens 13 or older,6.77,84298
Final Fantasy VII: Advent Children,Movie,1,Finished Airing,,Game,101,PG-13 - Teens 13 or older,7.78,128066
Koukaku Kidoutai: Stand Alone Complex 2nd GIG,TV,26,Finished Airing,Winter 2004,Manga,25,R - 17+ (violence & profanity),8.55,86376
Kuusen Madoushi Kouhosei no Kyoukan,TV,12,Finished Airing,Summer 2015,Light novel,23,PG-13 - Teens 13 or older,6.43,90122
Jitsu wa Watashi wa,TV,13,Finished Airing,Summer 2015,Manga,23,PG-13 - Teens 13 or older,6.94,89077
Mushishi Zoku Shou 2nd Season,TV,10,Finished Airing,Fall 2014,Manga,23,PG-13 - Teens 13 or older,8.77,72816
Servamp,TV,12,Finished Airing,Summer 2016,Manga,24,R - 17+ (violence & profanity),6.95,72518
Kamisama no Inai Nichiyoubi,TV,12,Finished Airing,Summer 2013,Light novel,23,R - 17+ (violence & profanity),7.37,77968
SSSS.Gridman,TV,12,Finished Airing,Fall 2018,Original,23,PG-13 - Teens 13 or older,7.21,78606
Dance in the Vampire Bund,TV,12,Finished Airing,Winter 2010,Manga,24,R+ - Mild Nudity,7.07,88057
Ranma ½,TV,161,Finished Airing,Spring 1989,Manga,24,R+ - Mild Nudity,7.77,77762
Slam Dunk,TV,101,Finished Airing,Fall 1993,Manga,23,PG-13 - Teens 13 or older,8.53,81877
Working!!!,TV,13,Finished Airing,Summer 2015,4-koma manga,23,PG-13 - Teens 13 or older,8.05,96180
Mayoiga,TV,12,Finished Airing,Spring 2016,Original,24,R - 17+ (violence & profanity),5.54,89920
Tokyo Godfathers,Movie,1,Finished Airing,,Original,92,PG-13 - Teens 13 or older,8.29,90590
Natsume Yuujinchou Shi,TV,13,Finished Airing,Winter 2012,Manga,24,PG-13 - Teens 13 or older,8.68,81962
Handa-kun,TV,12,Finished Airing,Summer 2016,Manga,24,PG-13 - Teens 13 or older,7.4,80659
Plunderer,TV,24,Finished Airing,Winter 2020,Manga,22,PG-13 - Teens 13 or older,6.49,55021
Gankutsuou,TV,24,Finished Airing,Fall 2004,Novel,24,R - 17+ (violence & profanity),8.18,55460
Death Billiards,Movie,1,Finished Airing,,Original,25,R - 17+ (violence & profanity),7.94,106484
Yahari Ore no Seishun Love Comedy wa Machigatteiru. OVA,OVA,1,Finished Airing,,Light novel,23,PG-13 - Teens 13 or older,7.6,111674
Koi wa Ameagari no You ni,TV,12,Finished Airing,Winter 2018,Manga,22,PG-13 - Teens 13 or older,7.55,72745
Kantai Collection: KanColle,TV,12,Finished Airing,Winter 2015,Game,24,PG-13 - Teens 13 or older,6.9,73689
Mirai Nikki OVA,OVA,1,Finished Airing,,Manga,8,R - 17+ (violence & profanity),7.28,99381
Kara no Kyoukai 2: Satsujin Kousatsu (Zen),Movie,1,Finished Airing,,Light novel,61,R - 17+ (violence & profanity),7.86,112818
Pokemon Movie 01: Mewtwo no Gyakushuu,Movie,1,Finished Airing,,Game,85,PG - Children,7.63,122330
Digimon Adventure 02,TV,50,Finished Airing,Spring 2000,Original,25,PG - Children,7.25,116481
White Album 2,TV,13,Finished Airing,Fall 2013,Visual novel,23,PG-13 - Teens 13 or older,7.73,81984
Canaan,TV,13,Finished Airing,Summer 2009,Visual novel,23,R - 17+ (violence & profanity),7.28,71766
Kara no Kyoukai 5: Mujun Rasen,Movie,1,Finished Airing,,Light novel,114,R - 17+ (violence & profanity),8.57,100627
Golden Kamuy,TV,12,Finished Airing,Spring 2018,Manga,23,R - 17+ (violence & profanity),7.8,71828
To LOVE-Ru Darkness 2nd,TV,12,Finished Airing,Summer 2015,Manga,23,R+ - Mild Nudity,7.53,91361
Gintama.,TV,12,Finished Airing,Winter 2017,Manga,24,PG-13 - Teens 13 or older,8.98,79285
Araburu Kisetsu no Otome-domo yo.,TV,12,Finished Airing,Summer 2019,Manga,24,PG-13 - Teens 13 or older,7.55,82712
Punch Line,TV,12,Finished Airing,Spring 2015,Original,23,PG-13 - Teens 13 or older,7.02,71510
Uzaki-chan wa Asobitai!,TV,12,Finished Airing,Summer 2020,Manga,23,PG-13 - Teens 13 or older,7.1,71359
BNA,ONA,12,Finished Airing,,Original,22,PG-13 - Teens 13 or older,7.51,83316
Shingeki no Bahamut: Virgin Soul,TV,24,Finished Airing,Spring 2017,Card game,23,R - 17+ (violence & profanity),7.48,63491
Umineko no Naku Koro ni,TV,26,Finished Airing,Summer 2009,Visual novel,23,R - 17+ (violence & profanity),7.14,75357
07-Ghost,TV,25,Finished Airing,Spring 2009,Manga,23,PG-13 - Teens 13 or older,7.25,85788
Mobile Suit Gundam 00,TV,25,Finished Airing,Fall 2007,Original,24,R - 17+ (violence & profanity),8.15,98009
Terra Formars,TV,13,Finished Airing,Fall 2014,Manga,24,R - 17+ (violence & profanity),7.05,88661
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,Movie,1,Finished Airing,,Manga,94,PG-13 - Teens 13 or older,7.53,107379
Eizouken ni wa Te wo Dasu na!,TV,12,Finished Airing,Winter 2020,Manga,25,PG-13 - Teens 13 or older,8.18,67744
Love Stage!!,TV,10,Finished Airing,Summer 2014,Manga,23,PG-13 - Teens 13 or older,7.36,98180
Tiger &amp; Bunny,TV,25,Finished Airing,Spring 2011,Original,24,PG-13 - Teens 13 or older,7.96,67854
Nande Koko ni Sensei ga!?,TV,12,Finished Airing,Spring 2019,Manga,12,PG-13 - Teens 13 or older,6.47,79971
Made in Abyss Movie 3: Fukaki Tamashii no Reimei,Movie,1,Finished Airing,,Web manga,105,R - 17+ (violence & profanity),8.79,36816
Aoharu x Kikanjuu,TV,12,Finished Airing,Summer 2015,Manga,24,PG-13 - Teens 13 or older,7.19,81543
Noragami Aragoto OVA,OVA,2,Finished Airing,,Manga,23,PG-13 - Teens 13 or older,7.93,92370
True Tears,TV,13,Finished Airing,Winter 2008,Original,24,PG-13 - Teens 13 or older,7.38,84922
SKET Dance,TV,77,Finished Airing,Spring 2011,Manga,24,PG-13 - Teens 13 or older,8.26,58264
Gochuumon wa Usagi Desu ka?,TV,12,Finished Airing,Spring 2014,4-koma manga,23,PG-13 - Teens 13 or older,7.53,66205
Shugo Chara!,TV,51,Finished Airing,Fall 2007,Manga,24,PG - Children,7.44,79813
Id:Invaded,TV,13,Finished Airing,Winter 2020,Original,24,R - 17+ (violence & profanity),7.93,72193
Neko no Ongaeshi,Movie,1,Finished Airing,,Other,75,G - All Ages,7.82,108275
Kuragehime,TV,11,Finished Airing,Fall 2010,Manga,22,PG-13 - Teens 13 or older,8.14,85125
Kyoukai no Kanata Movie 2: I&#039;ll Be Here - Mirai-hen,Movie,1,Finished Airing,,Light novel,90,PG-13 - Teens 13 or older,8.21,89417
Joker Game,TV,12,Finished Airing,Spring 2016,Novel,23,R - 17+ (violence & profanity),7.06,69931
Kaze ga Tsuyoku Fuiteiru,TV,23,Finished Airing,Fall 2018,Novel,23,PG-13 - Teens 13 or older,8.47,75709
Kara no Kyoukai 3: Tsuukaku Zanryuu,Movie,1,Finished Airing,,Light novel,59,R+ - Mild Nudity,8.08,106237
Chihayafuru 2,TV,25,Finished Airing,Winter 2013,Manga,22,PG-13 - Teens 13 or older,8.44,94863
Naruto: Shippuuden Movie 2 - Kizuna,Movie,1,Finished Airing,,Manga,92,PG-13 - Teens 13 or older,7.3,100860
Texhnolyze,TV,22,Finished Airing,Spring 2003,Original,23,R+ - Mild Nudity,7.76,39140
Koi to Senkyo to Chocolate,TV,12,Finished Airing,Summer 2012,Visual novel,25,PG-13 - Teens 13 or older,7.12,74519
Rozen Maiden,TV,12,Finished Airing,Fall 2004,Manga,24,PG-13 - Teens 13 or older,7.45,83394
Chrome Shelled Regios,TV,24,Finished Airing,Winter 2009,Light novel,24,R - 17+ (violence & profanity),7.37,85730
One Outs,TV,25,Finished Airing,Fall 2008,Manga,23,PG-13 - Teens 13 or older,8.36,84235
Yowamushi Pedal,TV,38,Finished Airing,Fall 2013,Manga,24,PG-13 - Teens 13 or older,8.01,83135
Seirei no Moribito,TV,26,Finished Airing,Spring 2007,Novel,25,PG-13 - Teens 13 or older,8.17,62028
Somali to Mori no Kamisama,TV,12,Finished Airing,Winter 2020,Web manga,23,PG-13 - Teens 13 or older,7.84,61433
Tada-kun wa Koi wo Shinai,TV,13,Finished Airing,Spring 2018,Original,23,PG-13 - Teens 13 or older,7.55,71752
Dragon Ball Super Movie: Broly,Movie,1,Finished Airing,,Manga,115,PG-13 - Teens 13 or older,8.11,109320
"Kumo no Mukou, Yakusoku no Basho",Movie,1,Finished Airing,,Original,90,PG-13 - Teens 13 or older,7.58,75332
Ushio to Tora (TV),TV,26,Finished Airing,Summer 2015,Manga,24,PG-13 - Teens 13 or older,7.61,73272
Detroit Metal City,OVA,12,Finished Airing,,Manga,13,R - 17+ (violence & profanity),8.15,89517
Kanata no Astra,TV,12,Finished Airing,Summer 2019,Manga,28,PG-13 - Teens 13 or older,8.19,79473
Yagate Kimi ni Naru,TV,13,Finished Airing,Fall 2018,Manga,24,PG-13 - Teens 13 or older,7.94,66630
Fate/stay night Movie: Heaven&#039;s Feel - II. Lost Butterfly,Movie,1,Finished Airing,,Visual novel,117,R - 17+ (violence & profanity),8.6,76993
Omoide no Marnie,Movie,1,Finished Airing,,Novel,103,G - All Ages,8.13,88280
Tokyo Ghoul: &quot;Jack&quot;,OVA,1,Finished Airing,,Manga,30,R - 17+ (violence & profanity),7.41,96128
Pokemon: The Origin,Special,4,Finished Airing,,Game,21,PG - Children,7.77,114997
Karneval (TV),TV,13,Finished Airing,Spring 2013,Manga,24,PG-13 - Teens 13 or older,7.16,70512
Big Order (TV),TV,10,Finished Airing,Spring 2016,Manga,24,R+ - Mild Nudity,5.42,80655
Asu no Yoichi!,TV,12,Finished Airing,Winter 2009,Manga,24,PG-13 - Teens 13 or older,6.81,92080
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,TV,10,Finished Airing,Fall 2017,Web manga,23,PG-13 - Teens 13 or older,6.3,71658
Fate/stay night Movie: Unlimited Blade Works,Movie,1,Finished Airing,,Visual novel,100,PG-13 - Teens 13 or older,7.42,93234
Kuroshitsuji: Book of Murder,OVA,2,Finished Airing,,Manga,58,R - 17+ (violence & profanity),8.15,81901
Diamond no Ace,TV,75,Finished Airing,Fall 2013,Manga,24,PG-13 - Teens 13 or older,8.13,74969
Isekai Cheat Magician,TV,12,Finished Airing,Summer 2019,Light novel,23,PG-13 - Teens 13 or older,5.39,76213
Koyomimonogatari,ONA,12,Finished Airing,,Light novel,14,R - 17+ (violence & profanity),7.7,86267
Yu☆Gi☆Oh!,TV,27,Finished Airing,Spring 1998,Manga,24,PG-13 - Teens 13 or older,7.22,94363
One Piece Film: Z,Movie,1,Finished Airing,,Manga,107,PG-13 - Teens 13 or older,8.2,105894
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,TV,12,Finished Airing,Fall 2015,Novel,23,R - 17+ (violence & profanity),7.43,72299
Neon Genesis Evangelion: Death &amp; Rebirth,Movie,1,Finished Airing,,Original,104,R - 17+ (violence & profanity),7.45,94157
Grisaia no Meikyuu: Caprice no Mayu 0,Special,1,Finished Airing,,Visual novel,47,R+ - Mild Nudity,7.94,100292
Tonari no Seki-kun,TV,21,Finished Airing,Winter 2014,Manga,7,G - All Ages,7.59,77953
Princess Lover!,TV,12,Finished Airing,Summer 2009,Visual novel,24,R+ - Mild Nudity,6.81,87892
Kakushigoto (TV),TV,12,Finished Airing,Spring 2020,Manga,23,PG-13 - Teens 13 or older,8.04,63963
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,Special,1,Finished Airing,,Visual novel,24,PG-13 - Teens 13 or older,8.27,88587
Arcana Famiglia,TV,12,Finished Airing,Summer 2012,Visual novel,24,PG-13 - Teens 13 or older,6.29,77318
Mairimashita! Iruma-kun,TV,23,Finished Airing,Fall 2019,Manga,23,PG-13 - Teens 13 or older,7.72,77452
"Kono Naka ni Hitori, Imouto ga Iru!",TV,12,Finished Airing,Summer 2012,Light novel,24,R+ - Mild Nudity,6.63,79246
Yuragi-sou no Yuuna-san,TV,12,Finished Airing,Summer 2018,Manga,23,R+ - Mild Nudity,7.08,64354
Ladies versus Butlers!,TV,12,Finished Airing,Winter 2010,Light novel,24,R+ - Mild Nudity,6.67,82850
Fugou Keiji: Balance:Unlimited,TV,11,Finished Airing,Spring 2020,Novel,23,PG-13 - Teens 13 or older,7.62,45783
Deca-Dence,TV,12,Finished Airing,Summer 2020,Original,23,PG-13 - Teens 13 or older,7.56,55589
Knight&#039;s &amp; Magic,TV,13,Finished Airing,Summer 2017,Light novel,24,PG-13 - Teens 13 or older,7.16,79579
Bokusatsu Tenshi Dokuro-chan,OVA,4,Finished Airing,,Light novel,25,R - 17+ (violence & profanity),6.61,92775
Kara no Kyoukai 4: Garan no Dou,Movie,1,Finished Airing,,Light novel,46,R - 17+ (violence & profanity),7.91,99795
Ousama Game The Animation,TV,12,Finished Airing,Fall 2017,Novel,23,R - 17+ (violence & profanity),5.0,75923
D.N.Angel,TV,26,Finished Airing,Spring 2003,Manga,23,PG-13 - Teens 13 or older,7.22,84791
Happy Sugar Life,TV,12,Finished Airing,Summer 2018,Manga,24,R - 17+ (violence & profanity),6.92,68918
Rewrite,TV,13,Finished Airing,Summer 2016,Visual novel,24,PG-13 - Teens 13 or older,6.71,67220
Sekaiichi Hatsukoi,TV,12,Finished Airing,Spring 2011,Manga,23,PG-13 - Teens 13 or older,7.83,90188
Hajime no Ippo: Rising,TV,25,Finished Airing,Fall 2013,Manga,22,PG-13 - Teens 13 or older,8.6,90727
Servant x Service,TV,13,Finished Airing,Summer 2013,4-koma manga,23,PG-13 - Teens 13 or older,7.69,72904
Occultic;Nine,TV,12,Finished Airing,Fall 2016,Light novel,24,PG-13 - Teens 13 or older,6.95,54263
Himouto! Umaru-chan R,TV,12,Finished Airing,Fall 2017,Manga,23,PG-13 - Teens 13 or older,7.37,75688
One Piece Film: Strong World,Movie,1,Finished Airing,,Manga,115,PG-13 - Teens 13 or older,8.19,101549
Nanatsu no Taizai Movie: Tenkuu no Torawarebito,Movie,1,Finished Airing,,Manga,99,PG-13 - Teens 13 or older,7.31,84468
Persona 5 the Animation,TV,26,Finished Airing,Spring 2018,Game,24,R - 17+ (violence & profanity),6.5,46180
Seitokai no Ichizon,TV,12,Finished Airing,Fall 2009,Light novel,24,PG-13 - Teens 13 or older,7.38,69805
"Elfen Lied: Tooriame nite Arui wa, Shoujo wa Ikani Shite Sono Shinjou ni Itatta ka? - Regenschauer",Special,1,Finished Airing,,Manga,25,R+ - Mild Nudity,7.21,97208
Tate no Yuusha no Nariagari Season 2,TV,,Not yet aired,"

  <div class=""spaceit"">
    <span class=""dark_text"">Broadcast:</span>
    Unknown
      </div>

  <div>
    <span class=""dark_text"">Producers:</span>
          <a href=""/anime/producer/1255/Glovision"" title=""Glovision"">Glovision",Light novel,24,PG-13 - Teens 13 or older,,
Kareshi Kanojo no Jijou,TV,26,Finished Airing,Fall 1998,Manga,24,PG-13 - Teens 13 or older,7.61,59321
Seikoku no Dragonar,TV,12,Finished Airing,Spring 2014,Light novel,24,R+ - Mild Nudity,6.55,79698
Hitsugi no Chaika: Avenging Battle,TV,10,Finished Airing,Fall 2014,Light novel,23,R - 17+ (violence & profanity),7.23,87755
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,Movie,1,Finished Airing,,Original,125,R+ - Mild Nudity,8.58,74676
Uta no☆Prince-sama♪ Maji Love 1000%,TV,13,Finished Airing,Summer 2011,Visual novel,25,PG-13 - Teens 13 or older,7.12,77973
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki Desu ka?,TV,12,Finished Airing,Summer 2019,Light novel,23,PG-13 - Teens 13 or older,5.57,59386
Naruto: Shippuuden Movie 4 - The Lost Tower,Movie,1,Finished Airing,,Manga,85,PG-13 - Teens 13 or older,7.43,92900
Aoi Bungaku Series,TV,12,Finished Airing,Fall 2009,Novel,22,R - 17+ (violence & profanity),7.75,47652
