title,producer
Saiki Kusuo no Ψ-nan 2,Shueisha
Saiki Kusuo no Ψ-nan 2,Toy&#039;s Factory
Saiki Kusuo no Ψ-nan 2,Dear Stage inc.
IS: Infinite Stratos 2,Lantis
IS: Infinite Stratos 2,TBS
IS: Infinite Stratos 2,Sony Music Communications
IS: Infinite Stratos 2,Overlap
Rainbow: Nisha Rokubou no Shichinin,VAP
Rainbow: Nisha Rokubou no Shichinin,Nippon Television Network
Bakemono no Ko,Dentsu
Bakemono no Ko,Yomiuri Telecasting
Bakemono no Ko,Kadokawa Shoten
Bakemono no Ko,Toho
Bakemono no Ko,Nippon Television Network
Bakemono no Ko,Arquebuse
Free!: Eternal Summer,Lantis
Free!: Eternal Summer,Iwatobi High School Swimming Club
Free!: Eternal Summer,Asahi Broadcasting
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Genco
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Movic
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Warner Bros. Japan
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,KlockWorx
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,SoftBank Creative
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,MAGES.
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Hakuhodo DY Music &amp; Pictures
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,FuRyu
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,Imagine
Yojouhan Shinwa Taikei,Dentsu
Yojouhan Shinwa Taikei,Kadokawa Shoten
Yojouhan Shinwa Taikei,Fuji TV
Yojouhan Shinwa Taikei,Toho
Yojouhan Shinwa Taikei,Asmik Ace
Yojouhan Shinwa Taikei,Tohokushinsha Film Corporation
Yojouhan Shinwa Taikei,Sony Music Entertainment
Yojouhan Shinwa Taikei,Fujipacific Music
Tanaka-kun wa Itsumo Kedaruge,Bandai Visual
Tanaka-kun wa Itsumo Kedaruge,Dentsu
Tanaka-kun wa Itsumo Kedaruge,Frontier Works
Tanaka-kun wa Itsumo Kedaruge,Lantis
Tanaka-kun wa Itsumo Kedaruge,Shochiku
Tanaka-kun wa Itsumo Kedaruge,Mainichi Broadcasting System
Tanaka-kun wa Itsumo Kedaruge,Movic
Tanaka-kun wa Itsumo Kedaruge,Yahoo! Japan
Tanaka-kun wa Itsumo Kedaruge,Grooove
Special A,Showgate
Kizumonogatari III: Reiketsu-hen,Aniplex
Kizumonogatari III: Reiketsu-hen,Kodansha
Panty &amp; Stocking with Garterbelt,Kadokawa Shoten
Panty &amp; Stocking with Garterbelt,Half H.P Studio
Panty &amp; Stocking with Garterbelt,AT-X
Panty &amp; Stocking with Garterbelt,Kadokawa Pictures Japan
Panty &amp; Stocking with Garterbelt,KlockWorx
Panty &amp; Stocking with Garterbelt,flying DOG
Panty &amp; Stocking with Garterbelt,Kadokawa Contents Gate
Shaman King,TV Tokyo
Shaman King,Nihon Ad Systems
Shaman King,TV Tokyo Music
Fairy Tail: Final Series,TV Tokyo
Fairy Tail: Final Series,Dentsu
Fairy Tail: Final Series,Kodansha
Fairy Tail: Final Series,Avex Pictures
Shingeki no Kyojin: Kuinaki Sentaku,Production I.G
Shingeki no Kyojin: Kuinaki Sentaku,Pony Canyon
Shingeki no Kyojin: Kuinaki Sentaku,Kodansha
Houseki no Kuni (TV),Mainichi Broadcasting System
Houseki no Kuni (TV),Kodansha
Houseki no Kuni (TV),Movic
Houseki no Kuni (TV),AT-X
Houseki no Kuni (TV),TOHO animation
Houseki no Kuni (TV),Tokyo MX
Houseki no Kuni (TV),Q-Tec
Houseki no Kuni (TV),Kyoraku Industrial Holdings
Houseki no Kuni (TV),BS11
Mikakunin de Shinkoukei,Sotsu
Mikakunin de Shinkoukei,DAX Production
Mikakunin de Shinkoukei,TOHO animation
Mikakunin de Shinkoukei,RAY
Mikakunin de Shinkoukei,Ichijinsha
Kizumonogatari II: Nekketsu-hen,Aniplex
Kizumonogatari II: Nekketsu-hen,Kodansha
Durarara!!x2 Ketsu,Aniplex
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Aniplex
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Tokyo MX
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Hakuhodo DY Music &amp; Pictures
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Nagoya Broadcasting Network
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,BS11
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,ABC Animation
Seishun Buta Yarou wa Yumemiru Shoujo no Yume wo Minai,Kadokawa
Ishuzoku Reviewers,AT-X
Ishuzoku Reviewers,Docomo Anime Store
Ishuzoku Reviewers,Kadokawa Media House
Ishuzoku Reviewers,Kadokawa
Ishuzoku Reviewers,Toyo Recording
High School DxD Hero,AT-X
Arakawa Under the Bridge,Square Enix
Arakawa Under the Bridge,Starchild Records
Arakawa Under the Bridge,Rakuonsha
Keijo!!!!!!!!,Sotsu
Keijo!!!!!!!!,Lantis
Keijo!!!!!!!!,Warner Bros. Japan
Keijo!!!!!!!!,KlockWorx
Keijo!!!!!!!!,Medicos Entertainment
Keijo!!!!!!!!,Shogakukan
Keijo!!!!!!!!,NichiNare
Keijo!!!!!!!!,Radio Osaka
Bakuman. 2nd Season,NHK
Bakuman. 2nd Season,Shueisha
Jigoku Shoujo,Aniplex
Jigoku Shoujo,SKY Perfect Well Think
Kekkai Sensen &amp; Beyond,Nihon Ad Systems
Kekkai Sensen &amp; Beyond,Mainichi Broadcasting System
Kekkai Sensen &amp; Beyond,TOHO animation
Kekkai Sensen &amp; Beyond,Shueisha
Sayonara Zetsubou Sensei,Starchild Records
Sayonara Zetsubou Sensei,Omnibus Japan
Suisei no Gargantia,Bandai Visual
Suisei no Gargantia,Yomiuri Telecasting
Suisei no Gargantia,Lantis
Suisei no Gargantia,Nitroplus
Suisei no Gargantia,Bushiroad
Suisei no Gargantia,Good Smile Company
Gantz,Fuji TV
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Aniplex
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Mainichi Broadcasting System
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Movic
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Nitroplus
Mahou Shoujo Madoka★Magica Movie 3: Hangyaku no Monogatari,Houbunsha
Non Non Biyori,TV Tokyo
Non Non Biyori,Lantis
Non Non Biyori,Media Factory
Non Non Biyori,Kadokawa Shoten
Non Non Biyori,AT-X
Non Non Biyori,Sony Music Communications
Toaru Kagaku no Railgun S,Geneon Universal Entertainment
Toaru Kagaku no Railgun S,Movic
Toaru Kagaku no Railgun S,AT-X
Toaru Kagaku no Railgun S,Warner Bros. Japan
Toaru Kagaku no Railgun S,ASCII Media Works
Amagami SS,Pony Canyon
Amagami SS,TBS
Amagami SS,Movic
Haiyore! Nyaruko-san,TV Tokyo
Haiyore! Nyaruko-san,Avex Entertainment
Haiyore! Nyaruko-san,Sotsu
Haiyore! Nyaruko-san,KlockWorx
Haiyore! Nyaruko-san,Cospa
Haiyore! Nyaruko-san,SoftBank Creative
Haiyore! Nyaruko-san,Studio Mausu
Haiyore! Nyaruko-san,Bulls Eye
Kuroshitsuji: Book of Circus,Aniplex
Kuroshitsuji: Book of Circus,Square Enix
Kuroshitsuji: Book of Circus,Mainichi Broadcasting System
Kuroshitsuji: Book of Circus,Movic
Kuroshitsuji: Book of Circus,DeNA
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e",Aniplex
Fullmetal Alchemist: The Conqueror of Shamballa,Aniplex
Fullmetal Alchemist: The Conqueror of Shamballa,Square Enix
Fullmetal Alchemist: The Conqueror of Shamballa,Shochiku
Fullmetal Alchemist: The Conqueror of Shamballa,Mainichi Broadcasting System
Gokukoku no Brynhildr,VAP
Tamako Market,Animax
Tamako Market,Pony Canyon
Tamako Market,TBS
Tamako Market,Animation Do
Yu☆Gi☆Oh! Duel Monsters,Nihon Ad Systems
Sakamichi no Apollon,Dentsu
Sakamichi no Apollon,Fuji TV
Sakamichi no Apollon,Toho
Sakamichi no Apollon,DAX Production
Sakamichi no Apollon,Sony Music Entertainment
To LOVE-Ru Darkness,Geneon Universal Entertainment
To LOVE-Ru Darkness,Magic Capsule
To LOVE-Ru Darkness,Shueisha
Seireitsukai no Blade Dance,Genco
Seireitsukai no Blade Dance,Media Factory
Seireitsukai no Blade Dance,Movic
Seireitsukai no Blade Dance,AT-X
Seireitsukai no Blade Dance,Showgate
Yuru Yuri,TV Tokyo
Yuru Yuri,Daume
Yuru Yuri,Sotsu
Yuru Yuri,Pony Canyon
Yuru Yuri,DAX Production
Yuru Yuri,Studio Gram
Yuru Yuri,PRA
Yuru Yuri,Jumondo
Outbreak Company,Pony Canyon
Outbreak Company,TBS
Outbreak Company,Kodansha
Outbreak Company,Movic
Outbreak Company,DAX Production
Mousou Dairinin,WOWOW
Mousou Dairinin,Asmik Ace
Mousou Dairinin,Tohokushinsha Film Corporation
School Rumble,TV Tokyo
School Rumble,Sotsu
School Rumble,Marvelous
School Rumble,Starchild Records
School Rumble,Media Factory
School Rumble,DAX Production
School Rumble,Studio Jack
Shingeki no Kyojin OVA,Production I.G
Shingeki no Kyojin OVA,Pony Canyon
Shingeki no Kyojin OVA,Kodansha
Yuru Camp△,Sotsu
Yuru Camp△,AT-X
Yuru Camp△,Sony Music Communications
Yuru Camp△,MAGES.
Yuru Camp△,81 Produce
Yuru Camp△,BS11
Yuru Camp△,FuRyu
Yuru Camp△,Crunchyroll SC Anime Fund
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,MAGES.
Shakugan no Shana II (Second),Geneon Universal Entertainment
Shakugan no Shana II (Second),ASCII Media Works
Kami nomi zo Shiru Sekai: Megami-hen,TV Tokyo
Kami nomi zo Shiru Sekai: Megami-hen,Geneon Universal Entertainment
Kami nomi zo Shiru Sekai: Megami-hen,Shogakukan
Kami nomi zo Shiru Sekai: Megami-hen,Imagine
Seto no Hanayome,TV Tokyo
Seto no Hanayome,AIC
Seto no Hanayome,Square Enix
Seto no Hanayome,Sotsu
Wolf&#039;s Rain,Bandai Visual
Wolf&#039;s Rain,Asatsu DK
Wolf&#039;s Rain,Fuji TV
Darwin&#039;s Game,Aniplex
Darwin&#039;s Game,AT-X
Darwin&#039;s Game,Tokyo MX
Darwin&#039;s Game,Akita Shoten
Darwin&#039;s Game,BS11
Darwin&#039;s Game,Kanetsu Investment
Darwin&#039;s Game,CA-Cygames Anime Fund
Darwin&#039;s Game,Hochi Shimbun
Darwin&#039;s Game,ADK
Freezing,Media Factory
Freezing,Eswood
Phantom: Requiem for the Phantom,Genco
Danna ga Nani wo Itteiru ka Wakaranai Ken,DAX Production
Danna ga Nani wo Itteiru ka Wakaranai Ken,Dream Creation
Quanzhi Gaoshou,bilibili
Quanzhi Gaoshou,Tencent Penguin Pictures
Quanzhi Gaoshou,China Literature Limited
Cowboy Bebop: Tengoku no Tobira,Sunrise
Cowboy Bebop: Tengoku no Tobira,Bandai Visual
Watashi ga Motete Dousunda,TBS
Watashi ga Motete Dousunda,Kodansha
Watashi ga Motete Dousunda,DAX Production
Watashi ga Motete Dousunda,Nippon Columbia
Watashi ga Motete Dousunda,RAY
Ben-To,Pony Canyon
Ben-To,AT-X
Ben-To,Magic Capsule
Ben-To,Bulls Eye
Bishoujo Senshi Sailor Moon,TV Asahi
Jormungand,Geneon Universal Entertainment
Jormungand,Shogakukan-Shueisha Productions
Koi to Uso,Frontier Works
Koi to Uso,Pony Canyon
Koi to Uso,Kodansha
Koi to Uso,Ultra Super Pictures
Koi to Uso,Memory-Tech
Koi to Uso,Amuse
Koi to Uso,Hakuhodo DY Music &amp; Pictures
Koi to Uso,Animatic
Koi to Uso,DeNA
Koi to Uso,A-Sketch
Aldnoah.Zero 2nd Season,Aniplex
Aldnoah.Zero 2nd Season,Movic
Aldnoah.Zero 2nd Season,Nitroplus
Aldnoah.Zero 2nd Season,Houbunsha
Aldnoah.Zero 2nd Season,MAGES.
Aldnoah.Zero 2nd Season,Tokyo MX
Aldnoah.Zero 2nd Season,Asahi Broadcasting
Aldnoah.Zero 2nd Season,BS11
Bakuman. 3rd Season,NHK
Bakuman. 3rd Season,Shueisha
Saijaku Muhai no Bahamut,Lantis
Saijaku Muhai no Bahamut,Orange
Isekai Quartet,Kadokawa
Shinmai Maou no Testament Burst,Kadokawa Shoten
Shinmai Maou no Testament Burst,Nippon Columbia
Tales of Zestiria the Cross,Bandai Visual
Tales of Zestiria the Cross,Lantis
Tales of Zestiria the Cross,Bandai Namco Entertainment
Tales of Zestiria the Cross,Anime Consortium Japan
Azumanga Daioh,Genco
Azumanga Daioh,Lantis
Azumanga Daioh,Imagica
Azumanga Daioh,TV Tokyo Music
Azumanga Daioh,Cosmic Ray
Azumanga Daioh,King Records
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Lantis
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Kadokawa Shoten
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,AT-X
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,DAX Production
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,KlockWorx
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Kadokawa Media House
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?,Production Ace
Sword Art Online: Alicization - War of Underworld 2nd Season,Aniplex
Sword Art Online: Alicization - War of Underworld 2nd Season,Bandai Namco Entertainment
Sword Art Online: Alicization - War of Underworld 2nd Season,Egg Firm
Sword Art Online: Alicization - War of Underworld 2nd Season,Straight Edge
Sword Art Online: Alicization - War of Underworld 2nd Season,Kadokawa
Air,Pony Canyon
Air,TBS
Air,Movic
Seikon no Qwaser,TAKI Corporation
Machine-Doll wa Kizutsukanai,Genco
Machine-Doll wa Kizutsukanai,Media Factory
Machine-Doll wa Kizutsukanai,Kadokawa Shoten
Machine-Doll wa Kizutsukanai,Movic
Machine-Doll wa Kizutsukanai,AT-X
Machine-Doll wa Kizutsukanai,Showgate
ChäoS;HEAd,VAP
ChäoS;HEAd,Yomiuri Telecasting
ChäoS;HEAd,Kids Station
Hundred,TV Tokyo
Hundred,Sotsu
Hundred,Half H.P Studio
Hundred,AT-X
Hundred,DIVE II Entertainment
Hundred,Avex Pictures
Hundred,BS Japan
Little Witch Academia,Half H.P Studio
Little Witch Academia,Ultra Super Pictures
Nodame Cantabile,Dentsu
Nodame Cantabile,Genco
Nodame Cantabile,Kodansha
Nodame Cantabile,Fuji TV
Nodame Cantabile,Magic Capsule
Nodame Cantabile,Sony Music Entertainment
Nodame Cantabile,Fujipacific Music
Space☆Dandy,Bandai Visual
Space☆Dandy,flying DOG
Space☆Dandy,Bandai Namco Entertainment
Afro Samurai,Dentsu
Afro Samurai,Victor Entertainment
Afro Samurai,Pony Canyon
Afro Samurai,Fuji TV
Hanasaku Iroha,Bandai Visual
Hanasaku Iroha,Sotsu
Hanasaku Iroha,Yomiuri Telecasting
Hanasaku Iroha,Lantis
Hanasaku Iroha,Pony Canyon
Hanasaku Iroha,Showgate
Hanasaku Iroha,Infinite
Shelter,Half H.P Studio
Devil May Cry,WOWOW
Devil May Cry,Media Factory
Devil May Cry,Capcom
Devil May Cry,Showgate
Madan no Ou to Vanadis,Media Factory
Madan no Ou to Vanadis,Movic
Evangelion: 3.0 You Can (Not) Redo,Gainax
Evangelion: 3.0 You Can (Not) Redo,KlockWorx
Kotoura-san,AIC
Kotoura-san,CBC
Kotoura-san,KlockWorx
Kotoura-san,flying DOG
Asobi Asobase,Hakusensha
Asobi Asobase,AT-X
Asobi Asobase,Sony Music Communications
Asobi Asobase,Kadokawa Media House
Asobi Asobase,Kadokawa
Owarimonogatari 2nd Season,Aniplex
Owarimonogatari 2nd Season,Kodansha
Full Metal Panic? Fumoffu,Tatsunoko Production
Full Metal Panic? Fumoffu,Kadokawa Shoten
Full Metal Panic? Fumoffu,Fuji TV
Full Metal Panic? Fumoffu,Imagica
Full Metal Panic? Fumoffu,Rakuonsha
Full Metal Panic? Fumoffu,Kadokawa Pictures Japan
Full Metal Panic? Fumoffu,KlockWorx
Full Metal Panic? Fumoffu,Happinet Pictures
Full Metal Panic? Fumoffu,Animation Do
Stranger: Mukou Hadan,Bandai Visual
Stranger: Mukou Hadan,Shochiku
Stranger: Mukou Hadan,Sony Music Entertainment
Stranger: Mukou Hadan,Hakuhodo DY Media Partners
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,Half H.P Studio
Bungou Stray Dogs 3rd Season,WOWOW
Bungou Stray Dogs 3rd Season,Lantis
Bungou Stray Dogs 3rd Season,Movic
Bungou Stray Dogs 3rd Season,Bandai Namco Live Creative
Bungou Stray Dogs 3rd Season,Sony Music Entertainment
Bungou Stray Dogs 3rd Season,Glovision
Bungou Stray Dogs 3rd Season,Kadokawa Media House
Bungou Stray Dogs 3rd Season,Kadokawa
Bungou Stray Dogs 3rd Season,Bandai Namco Arts
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Pony Canyon
Renai Boukun,TV Tokyo
Renai Boukun,Sotsu
Renai Boukun,Half H.P Studio
Renai Boukun,DIVE II Entertainment
Renai Boukun,Avex Pictures
Motto To LOVE-Ru,Geneon Universal Entertainment
Motto To LOVE-Ru,TBS
Motto To LOVE-Ru,Magic Capsule
Motto To LOVE-Ru,PRA
Dimension W,Bandai Visual
Dimension W,Square Enix
Dimension W,Lantis
Dimension W,Tokyo MX
Dimension W,Good Smile Company
Dimension W,Q-Tec
Dimension W,I Will
Code:Breaker,Bandai Visual
Code:Breaker,Lantis
Code:Breaker,Kodansha
Code:Breaker,Memory-Tech
Code:Breaker,Bushiroad
Enen no Shouboutai: Ni no Shou,Mainichi Broadcasting System
Enen no Shouboutai: Ni no Shou,DMM pictures
Ping Pong the Animation,Aniplex
Ping Pong the Animation,Dentsu
Ping Pong the Animation,Fuji TV
Ping Pong the Animation,Kyoraku Industrial Holdings
Ping Pong the Animation,Science SARU
Beck,Marvelous
Beck,Starchild Records
Beck,Asatsu DK
Beck,Kodansha
C: The Money of Soul and Possibility Control,Fuji TV
C: The Money of Soul and Possibility Control,Jumondo
C: The Money of Soul and Possibility Control,Sony Music Entertainment
C: The Money of Soul and Possibility Control,Fujipacific Music
Redline,Tohokushinsha Film Corporation
Isshuukan Friends.,Nihon Ad Systems
Isshuukan Friends.,Pony Canyon
Isshuukan Friends.,DAX Production
Isshuukan Friends.,TOHO animation
Denpa Onna to Seishun Otoko,Starchild Records
Denpa Onna to Seishun Otoko,TBS
K: Return of Kings,Starchild Records
K: Return of Kings,Mainichi Broadcasting System
K: Return of Kings,Studio Tulip
K: Return of Kings,Glovision
Jujutsu Kaisen (TV),TOHO animation
Jujutsu Kaisen (TV),Shueisha
Jujutsu Kaisen (TV),dugout
Acchi Kocchi (TV),Pony Canyon
Acchi Kocchi (TV),TBS
Acchi Kocchi (TV),DAX Production
Acchi Kocchi (TV),BS-TBS
Acchi Kocchi (TV),Jumondo
Acchi Kocchi (TV),Houbunsha
Mawaru Penguindrum,Starchild Records
Mawaru Penguindrum,Mainichi Broadcasting System
Busou Shoujo Machiavellianism,Media Factory
Busou Shoujo Machiavellianism,AT-X
Busou Shoujo Machiavellianism,Nippon Columbia
Busou Shoujo Machiavellianism,KlockWorx
Busou Shoujo Machiavellianism,Glovision
Busou Shoujo Machiavellianism,Kadokawa Media House
Busou Shoujo Machiavellianism,Toshiba Digital Frontiers
Busou Shoujo Machiavellianism,Tsukuru no Mori
xxxHOLiC,TBS
xxxHOLiC,BMG Japan
xxxHOLiC,Kids Station
xxxHOLiC,Kodansha
Sora no Otoshimono: Forte,Kadokawa Shoten
Sora no Otoshimono: Forte,Kadokawa Pictures Japan
Sora no Otoshimono: Forte,KlockWorx
Sora no Otoshimono: Forte,NTT Docomo
Hamatora The Animation,TV Tokyo
Hamatora The Animation,Avex Entertainment
Hamatora The Animation,Sotsu
Hamatora The Animation,Movic
Hamatora The Animation,AT-X
Hamatora The Animation,DAX Production
Hamatora The Animation,DIVE II Entertainment
Hamatora The Animation,Shueisha
Ore wo Suki nano wa Omae dake ka yo,Aniplex
Ore wo Suki nano wa Omae dake ka yo,Movic
Ore wo Suki nano wa Omae dake ka yo,Barnum Studio
Ore wo Suki nano wa Omae dake ka yo,Tokyo MX
Ore wo Suki nano wa Omae dake ka yo,Q-Tec
Ore wo Suki nano wa Omae dake ka yo,Docomo Anime Store
Ore wo Suki nano wa Omae dake ka yo,BS11
Ore wo Suki nano wa Omae dake ka yo,Straight Edge
Ore wo Suki nano wa Omae dake ka yo,Kadokawa
Noragami OVA,Avex Entertainment
Noragami OVA,Ai Addiction
3-gatsu no Lion 2nd Season,Aniplex
3-gatsu no Lion 2nd Season,Dentsu
3-gatsu no Lion 2nd Season,NHK
3-gatsu no Lion 2nd Season,Hakusensha
3-gatsu no Lion 2nd Season,Asmik Ace
3-gatsu no Lion 2nd Season,Toy&#039;s Factory
Densetsu no Yuusha no Densetsu,Lantis
Densetsu no Yuusha no Densetsu,Media Factory
Densetsu no Yuusha no Densetsu,Kadokawa Contents Gate
Densetsu no Yuusha no Densetsu,Fujimi Shobo
Berserk,WOWOW
Berserk,Mainichi Broadcasting System
Berserk,Hakusensha
Berserk,Ultra Super Pictures
Berserk,LIDENFILMS
Berserk,NBCUniversal Entertainment Japan
Berserk,Lucent Pictures Entertainment
Berserk,Docomo Anime Store
Berserk,Koei Tecmo Games
Berserk,Rialto Entertainment
Nejimaki Seirei Senki: Tenkyou no Alderamin,Magic Capsule
Nejimaki Seirei Senki: Tenkyou no Alderamin,Warner Bros. Japan
Nejimaki Seirei Senki: Tenkyou no Alderamin,KlockWorx
Nejimaki Seirei Senki: Tenkyou no Alderamin,ASCII Media Works
Nejimaki Seirei Senki: Tenkyou no Alderamin,BS Fuji
Nejimaki Seirei Senki: Tenkyou no Alderamin,Imagine
Oda Nobuna no Yabou,Pony Canyon
Oda Nobuna no Yabou,AT-X
Oda Nobuna no Yabou,KlockWorx
Oda Nobuna no Yabou,SoftBank Creative
Shuffle!,Xebec
Shuffle!,Lantis
Shuffle!,Memory-Tech
Detective Conan,Yomiuri Telecasting
Detective Conan,Animax
Detective Conan,YTV
Detective Conan,TMS-Kyokuchi
Detective Conan,Shogakukan
Blood-C,Aniplex
Blood-C,Mainichi Broadcasting System
Blood-C,Dwango
Highschool of the Dead: Drifters of the Dead,Sentai Filmworks
Highschool of the Dead: Drifters of the Dead,Showgate
Golden Boy,KSS
Golden Boy,Shueisha
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,AT-X
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,MAGES.
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Docomo Anime Store
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Sammy
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,ABC Animation
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,Kadokawa Media House
Itai no wa Iya nano de Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,D-techno
Shijou Saikyou no Deshi Kenichi,TV Tokyo
Shijou Saikyou no Deshi Kenichi,Tokyo Movie Shinsha
Shijou Saikyou no Deshi Kenichi,Shogakukan
Sword Art Online: Extra Edition,Aniplex
Gyakkyou Burai Kaiji: Ultimate Survivor,VAP
Gyakkyou Burai Kaiji: Ultimate Survivor,Nippon Television Network
Kyokou Suiri,Nihon Ad Systems
Kyokou Suiri,Kodansha
Kyokou Suiri,KlockWorx
Kyokou Suiri,Docomo Anime Store
Kyokou Suiri,King Records
Kyokou Suiri,GYAO!
Kyokou Suiri,BS NTV
Kyokou Suiri,Crunchyroll SC Anime Fund
Kyokou Suiri,Marui Group
Bokutachi wa Benkyou ga Dekinai,Aniplex
Bokutachi wa Benkyou ga Dekinai,Movic
Bokutachi wa Benkyou ga Dekinai,Barnum Studio
Bokutachi wa Benkyou ga Dekinai,Magic Capsule
Bokutachi wa Benkyou ga Dekinai,Shueisha
Bokutachi wa Benkyou ga Dekinai,BS11
Bokutachi wa Benkyou ga Dekinai,ADK
Ookami-san to Shichinin no Nakama-tachi,Genco
Ookami-san to Shichinin no Nakama-tachi,Marvelous
Ookami-san to Shichinin no Nakama-tachi,Media Factory
Ookami-san to Shichinin no Nakama-tachi,AT-X
Ookami-san to Shichinin no Nakama-tachi,Magic Capsule
Ookami-san to Shichinin no Nakama-tachi,flying DOG
Kämpfer,TBS
Kämpfer,RAY
Gleipnir,Kodansha
Gleipnir,bilibili
Gleipnir,Good Smile Film
World Trigger,TV Asahi
Akagami no Shirayuki-hime 2nd Season,Hakusensha
Akagami no Shirayuki-hime 2nd Season,Warner Bros. Japan
Akagami no Shirayuki-hime 2nd Season,KlockWorx
Akagami no Shirayuki-hime 2nd Season,Showgate
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,Lantis
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,Kadokawa Shoten
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,Rakuonsha
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,KlockWorx
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,chara-ani.com
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,Docomo Anime Store
Yuusha ni Narenakatta Ore wa Shibushibu Shuushoku wo Ketsui Shimashita.,Fujimi Shobo
Kanon (2006),Pony Canyon
Kanon (2006),TBS
Kanon (2006),Movic
Little Busters!,Warner Bros. Japan
Little Busters!,Showgate
Fate/stay night: Unlimited Blade Works Prologue,Aniplex
Fate/stay night: Unlimited Blade Works Prologue,Notes
Amnesia,Geneon Universal Entertainment
Amnesia,Frontier Works
Amnesia,Movic
Amnesia,AT-X
Amnesia,DAX Production
Amnesia,Showgate
Taimadou Gakuen 35 Shiken Shoutai,KlockWorx
Taimadou Gakuen 35 Shiken Shoutai,MAGES.
Taimadou Gakuen 35 Shiken Shoutai,Glovision
Taimadou Gakuen 35 Shiken Shoutai,Kadokawa Media House
Taimadou Gakuen 35 Shiken Shoutai,Kadokawa
Taimadou Gakuen 35 Shiken Shoutai,Heiwa
Kamisama Hajimemashita◎,Dentsu
Kamisama Hajimemashita◎,Sotsu
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Lantis
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Media Factory
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,AT-X
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,DAX Production
Oniichan dakedo Ai sae Areba Kankeinai yo ne!,Cospa
