title,producer
3-gatsu no Lion,Asmik Ace
3-gatsu no Lion,Toy&#039;s Factory
Saenai Heroine no Sodatekata,Aniplex
Saenai Heroine no Sodatekata,Dentsu
Saenai Heroine no Sodatekata,Fuji TV
Saenai Heroine no Sodatekata,Half H.P Studio
Saenai Heroine no Sodatekata,Cospa
Saenai Heroine no Sodatekata,Fujipacific Music
Saenai Heroine no Sodatekata,Good Smile Company
Saenai Heroine no Sodatekata,Kyoraku Industrial Holdings
Saenai Heroine no Sodatekata,Kansai Telecasting
Saenai Heroine no Sodatekata,Fujimi Shobo
Suzumiya Haruhi no Yuuutsu (2009),Kadokawa Shoten
Lovely★Complex,TBS
Lovely★Complex,TAP
Lovely★Complex,Sony Music Entertainment
Lovely★Complex,Shueisha
Lovely★Complex,Nichion
Kenpuu Denki Berserk,VAP
Kenpuu Denki Berserk,Hakusensha
Kenpuu Denki Berserk,Nippon Television Network
Summer Wars,VAP
Summer Wars,Yomiuri Telecasting
Summer Wars,Kadokawa Shoten
Summer Wars,Nippon Television Network
Kuroshitsuji II,Aniplex
Kuroshitsuji II,Square Enix
Kuroshitsuji II,Mainichi Broadcasting System
Blend S,Aniplex
Blend S,Houbunsha
Blend S,Kansai Telecasting
Blend S,Lawson
Blend S,Contents Seed
Blend S,Kinoshita Group Holdings
Blend S,Drecom
Gangsta.,Bandai Visual
Gangsta.,Frontier Works
Gangsta.,Lantis
Gangsta.,DAX Production
Gangsta.,Tokyo MX
Boku wa Tomodachi ga Sukunai Next,Media Factory
Boku wa Tomodachi ga Sukunai Next,TBS
Boku wa Tomodachi ga Sukunai Next,Magic Capsule
Boku wa Tomodachi ga Sukunai Next,Bandai Namco Games
Boku wa Tomodachi ga Sukunai Next,Good Smile Company
God Eater,Bandai Visual
God Eater,Lantis
God Eater,Anime Consortium Japan
Absolute Duo,Half H.P Studio
Absolute Duo,AT-X
Absolute Duo,feng
Absolute Duo,Showgate
Zero no Tsukaima: Futatsuki no Kishi,Genco
Zero no Tsukaima: Futatsuki no Kishi,Media Factory
Zero no Tsukaima: Futatsuki no Kishi,Shochiku
Zero no Tsukaima: Futatsuki no Kishi,Happinet Pictures
Full Metal Panic!,Kadokawa Shoten
Kamisama Hajimemashita,TV Tokyo
Kamisama Hajimemashita,Dentsu
Kamisama Hajimemashita,Sotsu
Kamisama Hajimemashita,Pony Canyon
Kamisama Hajimemashita,Hakusensha
Kamisama Hajimemashita,DAX Production
Fruits Basket,TV Tokyo
Fruits Basket,Nihon Ad Systems
Fruits Basket,King Records
Nekomonogatari: Kuro,Aniplex
Nekomonogatari: Kuro,Kodansha
Natsume Yuujinchou,Aniplex
Natsume Yuujinchou,Nihon Ad Systems
Natsume Yuujinchou,TV Tokyo Music
Natsume Yuujinchou,Sony Music Entertainment
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Genco
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Warner Bros. Japan
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",KlockWorx
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Showgate
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri 2nd Season",Bandai Namco Games
Tokyo Ghoul:re 2nd Season,Marvelous
Tokyo Ghoul:re 2nd Season,TC Entertainment
Tokyo Ghoul:re 2nd Season,Shueisha
Chobits,TBS
Chobits,Pioneer LDC
Inu x Boku SS,Aniplex
Inu x Boku SS,Square Enix
Inu x Boku SS,Mainichi Broadcasting System
Inu x Boku SS,Movic
Drifters,Hoods Entertainment
Drifters,NBCUniversal Entertainment Japan
Drifters,Shounen Gahousha
Ichiban Ushiro no Daimaou,Marvelous
Ichiban Ushiro no Daimaou,Hobby Japan
Ichiban Ushiro no Daimaou,Delfi Sound
Sora no Otoshimono,Kadokawa Shoten
Sora no Otoshimono,Kadokawa Pictures Japan
Sora no Otoshimono,KlockWorx
Sora no Otoshimono,NTT Docomo
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Sotsu
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Kodansha
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Half H.P Studio
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,AT-X
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,KlockWorx
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,DIVE II Entertainment
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,81 Produce
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Tokyo MX
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Avex Pictures
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Q-Tec
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Animatic
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,Eswood
Sword Art Online Alternative: Gun Gale Online,Aniplex
Sword Art Online Alternative: Gun Gale Online,Egg Firm
Ookami to Koushinryou II,Imagin
Ookami to Koushinryou II,flying DOG
Hunter x Hunter,Fuji TV
Inuyashiki,Aniplex
Inuyashiki,Dentsu
Inuyashiki,Kodansha
Inuyashiki,Fuji TV
Inuyashiki,DMM pictures
Seitokai Yakuindomo,Starchild Records
Seitokai Yakuindomo,Dream Force
Usagi Drop,Fuji TV
Usagi Drop,Tohokushinsha Film Corporation
Usagi Drop,Sony Music Entertainment
Usagi Drop,Sakura Create
Usagi Drop,Fujipacific Music
Tenki no Ko,Toho
Tenki no Ko,Lawson HMV Entertainment
Tenki no Ko,JR East Marketing &amp; Communications
Tenki no Ko,Kadokawa
Tenki no Ko,voque ting
Tenki no Ko,STORY
Tenki no Ko,Lawson Entertainment
Hataraku Saibou (TV),Aniplex
Hataraku Saibou (TV),Kodansha
Hataraku Saibou (TV),Magic Capsule
Mayo Chiki!,Starchild Records
Mayo Chiki!,Media Factory
Mayo Chiki!,TBS
Mayo Chiki!,DAX Production
Mayo Chiki!,PRA
Mayo Chiki!,RAY
Nana,VAP
Nana,Nippon Television Network
Nana,Shueisha
Koukyoushihen Eureka Seven,Aniplex
Koukyoushihen Eureka Seven,Bandai Visual
Koukyoushihen Eureka Seven,Kadokawa Shoten
Koukyoushihen Eureka Seven,Mainichi Broadcasting System
Koukyoushihen Eureka Seven,Bandai
Koukyoushihen Eureka Seven,Ashi Production
Koukyoushihen Eureka Seven,Sony Music Entertainment
Koukyoushihen Eureka Seven,Bandai Namco Games
Koukyoushihen Eureka Seven,Hakuhodo DY Media Partners
Koukyoushihen Eureka Seven,Bandai Channel
Koukyoushihen Eureka Seven,USEN
The God of High School,Sola Entertainment
The God of High School,Naver Webtoons
Rurouni Kenshin: Meiji Kenkaku Romantan,Aniplex
Rurouni Kenshin: Meiji Kenkaku Romantan,SME Visual Works
Rurouni Kenshin: Meiji Kenkaku Romantan,Fuji TV
Durarara!!x2 Shou,Aniplex
Durarara!!x2 Shou,Square Enix
Durarara!!x2 Shou,Mainichi Broadcasting System
Durarara!!x2 Shou,Movic
Durarara!!x2 Shou,ASCII Media Works
Musaigen no Phantom World,Lantis
Musaigen no Phantom World,Pony Canyon
Musaigen no Phantom World,Asahi Broadcasting
Higurashi no Naku Koro ni Kai,Geneon Universal Entertainment
Higurashi no Naku Koro ni Kai,Frontier Works
Higurashi no Naku Koro ni Kai,Sotsu
Higurashi no Naku Koro ni Kai,Movic
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Aniplex
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,Magic Capsule
Ore no Kanojo to Osananajimi ga Shuraba Sugiru,SoftBank Creative
Beastars,Movic
Beastars,Fuji TV
Beastars,Bandai
Beastars,Toho
Beastars,BS Fuji
Beastars,TOHO animation
Beastars,Q-Tec
Beastars,Akita Shoten
Beastars,Hakuhodo DY Media Partners
Beastars,Bandai Spirits
Gintama°,TV Tokyo
Gintama°,Aniplex
Gintama°,Dentsu
Grand Blue,Mainichi Broadcasting System
Grand Blue,Kodansha
Grand Blue,NBCUniversal Entertainment Japan
Grand Blue,Avex Pictures
Grand Blue,Q-Tec
Grand Blue,JR East Marketing &amp; Communications
Grand Blue,GYAO!
Mekakucity Actors,Aniplex
Mekakucity Actors,1st PLACE
Mekakucity Actors,Tokyo MX
Mekakucity Actors,BS11
Boku no Hero Academia the Movie 1: Futari no Hero,TOHO animation
Boku no Hero Academia the Movie 1: Futari no Hero,Shueisha
Hajime no Ippo,VAP
Netoge no Yome wa Onnanoko ja Nai to Omotta?,Sotsu
Netoge no Yome wa Onnanoko ja Nai to Omotta?,AT-X
Netoge no Yome wa Onnanoko ja Nai to Omotta?,Barnum Studio
Netoge no Yome wa Onnanoko ja Nai to Omotta?,DAX Production
Netoge no Yome wa Onnanoko ja Nai to Omotta?,ASCII Media Works
Netoge no Yome wa Onnanoko ja Nai to Omotta?,NBCUniversal Entertainment Japan
Netoge no Yome wa Onnanoko ja Nai to Omotta?,i0+
Netoge no Yome wa Onnanoko ja Nai to Omotta?,Medicos Entertainment
Netoge no Yome wa Onnanoko ja Nai to Omotta?,Radio Osaka
Black Lagoon: The Second Barrage,Geneon Universal Entertainment
Black Lagoon: The Second Barrage,Front Line
Sword Art Online: Alicization - War of Underworld,Aniplex
Sword Art Online: Alicization - War of Underworld,Bandai Namco Entertainment
Sword Art Online: Alicization - War of Underworld,Egg Firm
Sword Art Online: Alicization - War of Underworld,Straight Edge
Sword Art Online: Alicization - War of Underworld,Kadokawa
Sword Art Online: Alicization - War of Underworld,Sonilude
Hentai Ouji to Warawanai Neko.,Frontier Works
Hentai Ouji to Warawanai Neko.,Media Factory
Hentai Ouji to Warawanai Neko.,FuRyu
Tokyo Ravens,Geneon Universal Entertainment
Tokyo Ravens,Movic
Tokyo Ravens,Bushiroad
Tokyo Ravens,Showgate
Tokyo Ravens,Tokyo MX
Tokyo Ravens,i0+
Tokyo Ravens,Fujimi Shobo
Haikyuu!!: To the Top,Dentsu
Haikyuu!!: To the Top,Mainichi Broadcasting System
Haikyuu!!: To the Top,Movic
Haikyuu!!: To the Top,Sony Music Entertainment
Haikyuu!!: To the Top,TOHO animation
Haikyuu!!: To the Top,Shueisha
Pandora Hearts,Square Enix
Pandora Hearts,TBS
Pandora Hearts,flying DOG
Sousei no Onmyouji,TV Tokyo
Sousei no Onmyouji,Nihon Ad Systems
Sousei no Onmyouji,TV Tokyo Music
Sousei no Onmyouji,Avex Pictures
Sousei no Onmyouji,Shueisha
Toaru Majutsu no Index II,Geneon Universal Entertainment
Toaru Majutsu no Index II,Square Enix
Toaru Majutsu no Index II,AT-X
Toaru Majutsu no Index II,ASCII Media Works
Toaru Majutsu no Index II,Delfi Sound
Re:Creators,Aniplex
Re:Creators,Magic Capsule
Re:Creators,Shogakukan
Re:Creators,ABC Animation
Ore no Imouto ga Konnani Kawaii Wake ga Nai.,Aniplex
Working!!,Aniplex
Working!!,Rakuonsha
Kimi no Suizou wo Tabetai,Aniplex
Evangelion: 1.0 You Are (Not) Alone,Gainax
Evangelion: 1.0 You Are (Not) Alone,Starchild Records
Evangelion: 1.0 You Are (Not) Alone,KlockWorx
Kizumonogatari I: Tekketsu-hen,Aniplex
Kizumonogatari I: Tekketsu-hen,Kodansha
Paprika,Sony Pictures Entertainment
Paprika,Cyclone Graphics
Darker than Black: Ryuusei no Gemini,Aniplex
Darker than Black: Ryuusei no Gemini,Square Enix
Darker than Black: Ryuusei no Gemini,Mainichi Broadcasting System
Darker than Black: Ryuusei no Gemini,Movic
Darker than Black: Ryuusei no Gemini,Sakura Create
Perfect Blue,Rex Entertainment
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Starchild Records
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",Studio Mausu
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",GANSIS
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",PRA
Love Live! School Idol Project,Bandai Visual
Love Live! School Idol Project,Lantis
Love Live! School Idol Project,ASCII Media Works
Love Live! School Idol Project,Bushiroad
Gintama&#039;,TV Tokyo
Gintama&#039;,Aniplex
Gintama&#039;,Dentsu
Gintama&#039;,Trinity Sound
Gintama&#039;,Miracle Robo
Gintama&#039;,Studio Jack
Gintama&#039;,Shueisha
Maoyuu Maou Yuusha,Genco
Maoyuu Maou Yuusha,Animax
Domestic na Kanojo,Mainichi Broadcasting System
Domestic na Kanojo,Kodansha
Domestic na Kanojo,flying DOG
Domestic na Kanojo,DMM pictures
Domestic na Kanojo,Bit Promotion
Shirobako,Sotsu
Shirobako,Movic
Shirobako,Warner Bros. Japan
Shirobako,KlockWorx
Shirobako,Showgate
Shirobako,Infinite
Shirobako,Imagine
Rosario to Vampire Capu2,GDH
Rosario to Vampire Capu2,Yomiko Advertising
Rosario to Vampire Capu2,Happinet Pictures
Rosario to Vampire Capu2,Shueisha
Rosario to Vampire Capu2,Sotsu Music Publishing
Evangelion: 2.0 You Can (Not) Advance,Gainax
Evangelion: 2.0 You Can (Not) Advance,KlockWorx
Owarimonogatari,Aniplex
Chihayafuru,VAP
Chihayafuru,Nippon Television Network
Gake no Ue no Ponyo,Dentsu
Gake no Ue no Ponyo,d-rights
Gake no Ue no Ponyo,Toho
Satsuriku no Tenshi,Lantis
Satsuriku no Tenshi,AT-X
Satsuriku no Tenshi,KBS
Satsuriku no Tenshi,Kadokawa
Tsuki ga Kirei,Sotsu
Tsuki ga Kirei,Mainichi Broadcasting System
Tsuki ga Kirei,flying DOG
Karakai Jouzu no Takagi-san,TMS Entertainment
Karakai Jouzu no Takagi-san,Asatsu DK
Karakai Jouzu no Takagi-san,Asmik Ace
Karakai Jouzu no Takagi-san,TOHO animation
Karakai Jouzu no Takagi-san,JR East Marketing &amp; Communications
Steins;Gate: Oukoubakko no Poriomania,Frontier Works
Nanatsu no Taizai: Kamigami no Gekirin,TV Tokyo
Nanatsu no Taizai: Kamigami no Gekirin,VAP
Nanatsu no Taizai: Kamigami no Gekirin,Dentsu
Nanatsu no Taizai: Kamigami no Gekirin,Kodansha
Nanatsu no Taizai: Kamigami no Gekirin,Movic
Nanatsu no Taizai: Kamigami no Gekirin,Marvy Jack
Nanatsu no Taizai: Kamigami no Gekirin,Sammy
Gakkougurashi!,Sotsu
Gakkougurashi!,Nitroplus
Gakkougurashi!,NBCUniversal Entertainment Japan
Gabriel DropOut,Media Factory
Gabriel DropOut,AT-X
Gabriel DropOut,Sony Music Communications
Gabriel DropOut,Kadokawa Media House
Gabriel DropOut,NTT Plala
Net-juu no Susume,DAX Production
Net-juu no Susume,flying DOG
Net-juu no Susume,Sony Music Communications
Net-juu no Susume,Tokyo MX
Net-juu no Susume,comico
Net-juu no Susume,JR East Marketing &amp; Communications
Net-juu no Susume,Crunchyroll SC Anime Fund
Cardcaptor Sakura,NHK
Cardcaptor Sakura,Kodansha
Cardcaptor Sakura,Sogo Vision
Cardcaptor Sakura,YTV
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",DAX Production
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Studio Jack
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",MAGES.
Dagashi Kashi,Pony Canyon
Dagashi Kashi,TBS
Dagashi Kashi,DAX Production
Dagashi Kashi,BS-TBS
Dagashi Kashi,Shogakukan
Dagashi Kashi,Lawson
Dagashi Kashi,RAY
Dagashi Kashi,U-NEXT
Dagashi Kashi,Nichion
Hinamatsuri,Media Factory
Hinamatsuri,Magic Capsule
Hinamatsuri,Nippon Columbia
Hinamatsuri,Kadokawa Media House
Hinamatsuri,Akatsuki
"Dakara Boku wa, H ga Dekinai.",Geneon Universal Entertainment
"Dakara Boku wa, H ga Dekinai.",Sotsu
"Dakara Boku wa, H ga Dekinai.",Lantis
"Dakara Boku wa, H ga Dekinai.",AT-X
"Dakara Boku wa, H ga Dekinai.",KlockWorx
"Dakara Boku wa, H ga Dekinai.",Fujimi Shobo
Zero no Tsukaima F,Cospa
Zero no Tsukaima F,Showgate
Shingeki no Bahamut: Genesis,NBCUniversal Entertainment Japan
Shingeki no Bahamut: Genesis,Cygames
Koukaku Kidoutai: Stand Alone Complex,Bandai Visual
Koukaku Kidoutai: Stand Alone Complex,Dentsu
Koukaku Kidoutai: Stand Alone Complex,Victor Entertainment
Koukaku Kidoutai: Stand Alone Complex,Animax
Koukaku Kidoutai: Stand Alone Complex,Kodansha
Koukaku Kidoutai: Stand Alone Complex,Trilogy Future Studio
Koukaku Kidoutai: Stand Alone Complex,Tokuma Shoten
Koukaku Kidoutai: Stand Alone Complex,Nippon Television Network
Sekirei,Aniplex
Sekirei,Movic
New Game!,Frontier Works
New Game!,Kadokawa Shoten
New Game!,Movic
New Game!,AT-X
New Game!,Delfi Sound
New Game!,Sony Music Communications
New Game!,Houbunsha
New Game!,MAGES.
New Game!,Lawson
Fruits Basket 1st Season,TV Tokyo
Fruits Basket 1st Season,TV Osaka
Fruits Basket 1st Season,Nihon Ad Systems
Fruits Basket 1st Season,Hakusensha
Fruits Basket 1st Season,Avex Pictures
Banana Fish,Aniplex
Banana Fish,Dentsu
Banana Fish,Movic
Banana Fish,Fuji TV
Banana Fish,Shogakukan
Kami nomi zo Shiru Sekai II,TV Tokyo
Kami nomi zo Shiru Sekai II,Geneon Universal Entertainment
B-gata H-kei,Dentsu
B-gata H-kei,AT-X
B-gata H-kei,DAX Production
B-gata H-kei,Happinet Pictures
B-gata H-kei,BIGLOBE
B-gata H-kei,Shueisha
B-gata H-kei,AG-ONE
B-gata H-kei,RAY
Sora yori mo Tooi Basho,Media Factory
Sora yori mo Tooi Basho,Movic
Sora yori mo Tooi Basho,AT-X
Sora yori mo Tooi Basho,Sony Music Communications
Sora yori mo Tooi Basho,Docomo Anime Store
Sora yori mo Tooi Basho,Kadokawa Media House
Sora yori mo Tooi Basho,Kadokawa
Sora yori mo Tooi Basho,NewGin
Sora yori mo Tooi Basho,Crunchyroll SC Anime Fund
Kimi ni Todoke 2nd Season,VAP
Kimi ni Todoke 2nd Season,Nippon Television Network
Kimi ni Todoke 2nd Season,Shueisha
Ookami Shoujo to Kuro Ouji,VAP
Ookami Shoujo to Kuro Ouji,Yomiuri Telecasting
Ookami Shoujo to Kuro Ouji,Nippon Television Network
Tenkuu no Shiro Laputa,Tokuma Shoten
Megalo Box,TBS
Megalo Box,Kodansha
Megalo Box,Bandai Namco Arts
Isekai wa Smartphone to Tomo ni.,Sotsu
Isekai wa Smartphone to Tomo ni.,MediaNet
Isekai wa Smartphone to Tomo ni.,Pony Canyon
Isekai wa Smartphone to Tomo ni.,AT-X
Isekai wa Smartphone to Tomo ni.,Asmik Ace
Isekai wa Smartphone to Tomo ni.,Hobby Japan
Isekai wa Smartphone to Tomo ni.,81 Produce
Isekai wa Smartphone to Tomo ni.,Tokyo MX
Isekai wa Smartphone to Tomo ni.,Exit Tunes
Digimon Adventure,Yomiko Advertising
Digimon Adventure,Fuji TV
Fate/Apocrypha,Aniplex
Fate/Apocrypha,Half H.P Studio
Fate/Apocrypha,Notes
Fate/Apocrypha,Tokyo MX
Fate/Apocrypha,BS11
Kore wa Zombie Desu ka? of the Dead,Kadokawa Shoten
Kore wa Zombie Desu ka? of the Dead,AT-X
Kore wa Zombie Desu ka? of the Dead,Kadokawa Pictures Japan
Kore wa Zombie Desu ka? of the Dead,KlockWorx
Kore wa Zombie Desu ka? of the Dead,flying DOG
Blood+,Aniplex
Blood+,Mainichi Broadcasting System
Hibike! Euphonium,Lantis
Hibike! Euphonium,Pony Canyon
Hibike! Euphonium,Rakuonsha
Kara no Kyoukai 1: Fukan Fuukei,Aniplex
Kara no Kyoukai 1: Fukan Fuukei,Kodansha
Kara no Kyoukai 1: Fukan Fuukei,Notes
Aho Girl,Nihon Ad Systems
Aho Girl,Kodansha
Aho Girl,Movic
Aho Girl,KlockWorx
Aho Girl,Sony Music Entertainment
Aho Girl,King Records
Aho Girl,BS11
Aho Girl,Animatic
Aho Girl,Marui Group
Magi: Sinbad no Bouken (TV),Aniplex
Magi: Sinbad no Bouken (TV),Mainichi Broadcasting System
Magi: Sinbad no Bouken (TV),Shogakukan
Hagure Yuusha no Aesthetica,Genco
Hagure Yuusha no Aesthetica,Lantis
Hagure Yuusha no Aesthetica,Media Factory
Hagure Yuusha no Aesthetica,AT-X
Hagure Yuusha no Aesthetica,Showgate
Citrus,Sotsu
Citrus,Lantis
Citrus,AT-X
Citrus,KlockWorx
Citrus,Happinet Pictures
Citrus,BS Fuji
Citrus,Tokyo MX
Citrus,Infinite
Citrus,Children&#039;s Playground Entertainment
Citrus,Ichijinsha
Citrus,Crunchyroll SC Anime Fund
Inou-Battle wa Nichijou-kei no Naka de,TV Tokyo
Inou-Battle wa Nichijou-kei no Naka de,Sotsu
Inou-Battle wa Nichijou-kei no Naka de,Half H.P Studio
Inou-Battle wa Nichijou-kei no Naka de,Ultra Super Pictures
Inou-Battle wa Nichijou-kei no Naka de,DIVE II Entertainment
Inou-Battle wa Nichijou-kei no Naka de,Avex Pictures
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Marvelous
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,TBS
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Movic
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,Delfi Sound
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Kan,NBCUniversal Entertainment Japan
The Last: Naruto the Movie,TV Tokyo
The Last: Naruto the Movie,Shueisha
Death March kara Hajimaru Isekai Kyousoukyoku,Sotsu
Death March kara Hajimaru Isekai Kyousoukyoku,AT-X
Death March kara Hajimaru Isekai Kyousoukyoku,DIVE II Entertainment
Death March kara Hajimaru Isekai Kyousoukyoku,Tokyo MX
Death March kara Hajimaru Isekai Kyousoukyoku,Avex Pictures
Death March kara Hajimaru Isekai Kyousoukyoku,BS11
Death March kara Hajimaru Isekai Kyousoukyoku,Kadokawa
Death March kara Hajimaru Isekai Kyousoukyoku,KLab
No.6,Aniplex
No.6,Dentsu
No.6,Kodansha
No.6,Fuji TV
Tasogare Otome x Amnesia,Square Enix
Tasogare Otome x Amnesia,Media Factory
Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,AT-X
Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,Kadokawa Media House
Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,Kadokawa
Shinchou Yuusha: Kono Yuusha ga Ore Tsueee Kuse ni Shinchou Sugiru,Legs
Baka to Test to Shoukanjuu Ni!,Lantis
Baka to Test to Shoukanjuu Ni!,Media Factory
Baka to Test to Shoukanjuu Ni!,Enterbrain
Baka to Test to Shoukanjuu Ni!,Cospa
Baka to Test to Shoukanjuu Ni!,Kadokawa Contents Gate
Baka to Test to Shoukanjuu Ni!,TV Tokyo Music
Baka to Test to Shoukanjuu Ni!,PRA
Baka to Test to Shoukanjuu Ni!,T.O Entertainment
Baka to Test to Shoukanjuu Ni!,Hakuhodo DY Media Partners
Hanamonogatari,Aniplex
Hanamonogatari,Kodansha
Hajimete no Gal,Kadokawa Shoten
Hajimete no Gal,AT-X
Hajimete no Gal,KlockWorx
Hajimete no Gal,Toranoana
Hajimete no Gal,MAGES.
Hajimete no Gal,Glovision
Hajimete no Gal,Kadokawa Media House
Hajimete no Gal,Sun TV
Hajimete no Gal,Kanetsu Investment
D-Frag!,TV Tokyo
D-Frag!,Media Factory
D-Frag!,Kadokawa Shoten
D-Frag!,AT-X
D-Frag!,DAX Production
D-Frag!,Sony Music Communications
D-Frag!,Toranoana
"Kanojo, Okarishimasu",Mainichi Broadcasting System
"Kanojo, Okarishimasu",Kodansha
"Kanojo, Okarishimasu",DMM pictures
"Kanojo, Okarishimasu",DMM Music
Arifureta Shokugyou de Sekai Saikyou,AT-X
Arifureta Shokugyou de Sekai Saikyou,Sony Music Communications
Arifureta Shokugyou de Sekai Saikyou,Bushiroad
Arifureta Shokugyou de Sekai Saikyou,Toranoana
Arifureta Shokugyou de Sekai Saikyou,Hakuhodo DY Music &amp; Pictures
Arifureta Shokugyou de Sekai Saikyou,Overlap
Arifureta Shokugyou de Sekai Saikyou,FuRyu
Arifureta Shokugyou de Sekai Saikyou,Bandai Namco Arts
Demi-chan wa Kataritai,Aniplex
Demi-chan wa Kataritai,Kodansha
Demi-chan wa Kataritai,Kanetsu Investment
Hitsugi no Chaika,Kadokawa Shoten
Hitsugi no Chaika,flying DOG
Hitsugi no Chaika,Fujimi Shobo
Hidan no Aria,TBS
Hidan no Aria,Magic Capsule
Hidan no Aria,flying DOG
Shokugeki no Souma: Shin no Sara,Warner Bros. Japan
Shokugeki no Souma: Shin no Sara,KlockWorx
Shokugeki no Souma: Shin no Sara,Shueisha
Shokugeki no Souma: Shin no Sara,Bandai Namco Arts
Black★Rock Shooter (TV),Aniplex
Black★Rock Shooter (TV),Dentsu
Black★Rock Shooter (TV),Fuji TV
Black★Rock Shooter (TV),Ultra Super Pictures
Black★Rock Shooter (TV),Sony Music Entertainment
Black★Rock Shooter (TV),Fujipacific Music
Black★Rock Shooter (TV),Good Smile Company
Tsukimonogatari,Aniplex
Ano Natsu de Matteru,Geneon Universal Entertainment
Ano Natsu de Matteru,Genco
Ano Natsu de Matteru,AT-X
Ano Natsu de Matteru,Bushiroad
Ano Natsu de Matteru,Showgate
Bokura wa Minna Kawai-sou,TBS
Durarara!!x2 Ten,Aniplex
Gakusen Toshi Asterisk 2nd Season,Aniplex
Gakusen Toshi Asterisk 2nd Season,Animax
Gakusen Toshi Asterisk 2nd Season,Movic
Gakusen Toshi Asterisk 2nd Season,flying DOG
Gakusen Toshi Asterisk 2nd Season,Bandai Namco Entertainment
Gakusen Toshi Asterisk 2nd Season,Asahi Broadcasting
Arslan Senki (TV),Dentsu
Arslan Senki (TV),Mainichi Broadcasting System
Arslan Senki (TV),Kodansha
Arslan Senki (TV),Magic Capsule
Arslan Senki (TV),Ultra Super Pictures
Arslan Senki (TV),Graphinica
Arslan Senki (TV),NBCUniversal Entertainment Japan
Vampire Knight: Guilty,TV Tokyo
Vampire Knight: Guilty,Aniplex
Air Gear,Marvelous
Air Gear,Kodansha
Zombieland Saga,Avex Pictures
Zombieland Saga,Cygames
Zombieland Saga,dugout
Grisaia no Rakuen,Frontier Works
Grisaia no Rakuen,AT-X
Grisaia no Rakuen,Bushiroad
Grisaia no Rakuen,NBCUniversal Entertainment Japan
Grisaia no Rakuen,i0+
Kenja no Mago,Sotsu
Kenja no Mago,Docomo Anime Store
Kenja no Mago,ABC Animation
Kenja no Mago,Kadokawa
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Lantis
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,AT-X
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Barnum Studio
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Magic Capsule
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Warner Bros. Japan
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,KlockWorx
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Shueisha
Campione!: Matsurowanu Kamigami to Kamigoroshi no Maou,Bulls Eye
Boruto: Naruto the Movie,Toho
Boruto: Naruto the Movie,Shueisha
Saiki Kusuo no Ψ-nan 2,TV Tokyo
Saiki Kusuo no Ψ-nan 2,Shogakukan-Shueisha Productions
Saiki Kusuo no Ψ-nan 2,Nippon Columbia
Saiki Kusuo no Ψ-nan 2,KlockWorx
Saiki Kusuo no Ψ-nan 2,Asmik Ace
Saiki Kusuo no Ψ-nan 2,Bandai Namco Entertainment
